method,s,h:m:s,max_rss,max_vms,max_uss,max_pss,io_in,io_out,mean_load,cpu_time,file,rule,label
prscsx,36206.2063,10:03:26,15745.98,34474.07,12699.46,12977.34,0,1241.94,967.52,351757.38,prep_pgs_prscsx_i-height.txt,prep_pgs_prscsx_i,PRS-CSx
