trait,chr,block_id,m,candidate,min_eig_pre,min_eig_post
COPD,22,43,52,EAS,-0.00795272763735133,-3.31203487190403e-16
COPD,22,43,52,AFR,-0.00179275881383041,-2.01390553539182e-17
COPD,22,43,52,CSA,-0.00726177266574582,-6.69876648206337e-16
COPD,22,43,52,AMR,-0.00886683610735656,1.17749388680766e-16
COPD,22,43,52,MID,-0.000620566214859862,8.84475273166957e-17
COPD,22,44,180,MELD_lambda0_afproj,-0.00814696360667743,-3.16872586728611e-15
COPD,22,44,180,MELD_lambda0_reportN,-0.00811873362988113,-7.83335504763301e-16
COPD,22,44,180,MELD_lambda0_equal,-0.00126274440602986,-1.17689246792619e-16
COPD,22,44,180,MELD_lambda1_afproj,-0.00629252806911371,-7.91525941271577e-16
COPD,22,44,180,EUR,-0.0202087098875492,-2.68723160460669e-15
COPD,22,44,180,EAS,-0.0203912792301008,-1.66547022134886e-15
COPD,22,44,180,AFR,-0.00487491603571463,-5.96692196927228e-16
COPD,22,44,180,CSA,-0.0126569589910326,-1.52140896836174e-15
COPD,22,44,180,AMR,-0.0192660923217678,-1.25878128504637e-15
COPD,22,44,180,MID,-0.0118592829935281,-1.13585308053527e-15
COPD,22,45,157,MELD_lambda0_afproj,-0.0018459038087604,-1.29062482331026e-15
COPD,22,45,157,MELD_lambda0_reportN,-0.00198652104847884,-1.26326575455009e-15
COPD,22,45,157,MELD_lambda0_equal,0.00174779475250017,0.00174779475250039
COPD,22,45,157,MELD_lambda1_afproj,-0.00172698954132835,-5.65503918185149e-16
COPD,22,45,157,EUR,-0.014511739449254,-1.9964477799598e-15
COPD,22,45,157,EAS,-0.0144679684643033,-1.01319065992924e-15
COPD,22,45,157,AFR,-0.00535633354331873,-1.36488346015255e-15
COPD,22,45,157,CSA,-0.00706963215133437,-1.03870259528315e-15
COPD,22,45,157,AMR,-0.0177201724030996,-1.04180539593291e-15
COPD,22,45,157,MID,-0.00966919939535848,-1.43385198830032e-15
COPD,22,46,175,MELD_lambda0_afproj,-0.00476553555087716,-2.61105270803281e-16
COPD,22,46,175,MELD_lambda0_reportN,-0.004551396484177,-7.26009837783191e-16
COPD,22,46,175,MELD_lambda0_equal,-5.66060445468858e-05,-2.90770793622436e-16
COPD,22,46,175,MELD_lambda1_afproj,-0.00427705887546051,-1.00163172559986e-15
COPD,22,46,175,EUR,-0.0208975763900911,-1.79943338056508e-15
COPD,22,46,175,EAS,-0.0184636136684978,-1.18943785530316e-15
COPD,22,46,175,AFR,-0.00265857169562802,-9.49556422392835e-17
COPD,22,46,175,CSA,-0.0158044480460261,-9.28728623120236e-16
COPD,22,46,175,AMR,-0.0235932931595302,-1.47468889714142e-15
COPD,22,46,175,MID,-0.0101149222402505,-8.91660550392425e-16
COPD,22,47,174,MELD_lambda0_afproj,-0.013575057574612,-1.43752978727005e-15
COPD,22,47,174,MELD_lambda0_reportN,-0.0137610413580785,-1.6921082023456e-15
COPD,22,47,174,MELD_lambda0_equal,-0.000142259548797908,-1.05091164498e-15
COPD,22,47,174,MELD_lambda1_afproj,-0.0128057833653892,-1.87981907057287e-15
COPD,22,47,174,EUR,-0.0301652532208098,-3.40262444664212e-15
COPD,22,47,174,EAS,-0.0177625860634657,-2.44244321284452e-15
COPD,22,47,174,AFR,-0.00959909208479506,-5.7407954072604e-16
COPD,22,47,174,CSA,-0.0199015093968435,-1.80972909980252e-15
COPD,22,47,174,AMR,-0.0271190021763662,-1.94139645663704e-15
COPD,22,47,174,MID,-0.0170834559306292,-1.47165125770404e-15
COPD,22,48,135,MELD_lambda0_afproj,-0.0177947220109897,-1.95541805893866e-15
COPD,22,48,135,MELD_lambda0_reportN,-0.0179837496862896,-2.90069396858187e-15
COPD,22,48,135,MELD_lambda0_equal,-0.00423692868579147,-1.95962228078013e-15
COPD,22,48,135,MELD_lambda1_afproj,-0.0171030410975492,-2.51747188824292e-15
COPD,22,48,135,EUR,-0.0403233790917811,-3.18645864128022e-15
COPD,22,48,135,EAS,-0.0352478853445419,-2.58011688369816e-15
COPD,22,48,135,AFR,-0.0153626469042219,-1.98884126745314e-15
COPD,22,48,135,CSA,-0.0271429287342681,-2.51656250000291e-15
COPD,22,48,135,AMR,-0.0298808633794375,-2.01595008877951e-15
COPD,22,48,135,MID,-0.0333759212985367,-3.53381848550012e-15
COPD,22,49,159,MELD_lambda0_afproj,-0.00988192620459799,-1.22433459265066e-15
COPD,22,49,159,MELD_lambda0_reportN,-0.00983535572490439,-9.99504273954204e-16
COPD,22,49,159,MELD_lambda0_equal,-0.000658062992738062,1.00807268797796e-16
COPD,22,49,159,MELD_lambda1_afproj,-0.00814711477621867,-7.10495518768045e-16
COPD,22,49,159,EUR,-0.0283419960891246,-1.45186240494572e-15
COPD,22,49,159,EAS,-0.0168374899070923,-1.26791868882344e-15
COPD,22,49,159,AFR,-0.00646818802214178,-3.69492254949233e-16
COPD,22,49,159,CSA,-0.0113204766636195,-1.66838556760152e-15
COPD,22,49,159,AMR,-0.0165167136904187,-1.09205276870326e-15
COPD,22,49,159,MID,-0.0108726958700294,-6.39473666985223e-16
COPD,22,50,93,MELD_lambda0_afproj,-0.000826701675413769,-7.78575988072527e-16
COPD,22,50,93,MELD_lambda0_reportN,-0.000413289365033637,4.59728025524696e-16
COPD,22,50,93,MELD_lambda0_equal,0.00162117506563578,0.00162117506563572
COPD,22,50,93,MELD_lambda1_afproj,-0.000503949060970523,-5.41017197706292e-17
COPD,22,50,93,EUR,-0.0102814390304378,-8.94801731769404e-16
COPD,22,50,93,EAS,-0.00790482305877306,-5.90836675291644e-16
COPD,22,50,93,AFR,0.00523534602563873,0.00523534602563917
COPD,22,50,93,CSA,-0.00616782593923716,-1.42061708130518e-16
COPD,22,50,93,AMR,-0.00779995364590154,8.52147034270173e-17
COPD,22,50,93,MID,-0.00582768135853036,2.31585584024697e-16
COPD,22,52,37,MELD_lambda0_afproj,-0.00430925360120347,-6.87016170652149e-16
COPD,22,52,37,MELD_lambda0_reportN,-0.00475325591802353,-7.73813376423673e-16
COPD,22,52,37,MELD_lambda0_equal,0.0012772542084898,0.00127725420848989
COPD,22,52,37,MELD_lambda1_afproj,-0.00400322382141085,-7.10247642378306e-16
COPD,22,52,37,EUR,-0.0118250587977372,-3.71947521089436e-15
COPD,22,52,37,EAS,-0.00635219780629413,-3.42282038891548e-16
COPD,22,52,37,AFR,-0.00501712914443681,-1.11094154855775e-15
COPD,22,52,37,CSA,-0.0063427547364969,-5.36493232239784e-16
COPD,22,52,37,AMR,-0.009295170195645,-1.54050219069124e-15
COPD,22,52,37,MID,-0.00456908171078356,-4.93451861420094e-16
COPD,22,53,345,MELD_lambda0_afproj,-0.0470942602472431,-6.68612747667833e-15
COPD,22,53,345,MELD_lambda0_reportN,-0.0478864512876641,-5.25868884352424e-15
COPD,22,53,345,MELD_lambda0_equal,-0.0105660355496835,-2.16708955073512e-15
COPD,22,53,345,MELD_lambda1_afproj,-0.044169555022689,-6.37663503376886e-15
COPD,22,53,345,EUR,-0.0848287023275784,-1.01461582830754e-14
COPD,22,53,345,EAS,-0.0603421531956077,-6.43827874160722e-15
COPD,22,53,345,AFR,-0.0404785997004978,-2.71184838023753e-15
COPD,22,53,345,CSA,-0.0683432745905787,-4.810378939941e-15
COPD,22,53,345,AMR,-0.0662686173058045,-5.87202228044566e-15
COPD,22,53,345,MID,-0.0545964643262014,-3.72157350301504e-15
COPD,22,54,50,MELD_lambda0_afproj,0.00238209163565641,0.00238209163565658
COPD,22,54,50,MELD_lambda0_reportN,0.00266814604414017,0.00266814604414083
COPD,22,54,50,MELD_lambda0_equal,0.0230038387225265,0.0230038387225269
COPD,22,54,50,MELD_lambda1_afproj,0.00235849458496037,0.00235849458495992
COPD,22,54,50,EUR,-0.00306405638259711,-4.37919053696846e-16
COPD,22,54,50,EAS,0.00609462563391106,0.00609462563391061
COPD,22,54,50,AFR,0.0615820865365287,0.0615820865365285
COPD,22,54,50,CSA,0.00427078846151324,0.00427078846151252
COPD,22,54,50,AMR,0.00626146293633759,0.00626146293633811
COPD,22,54,50,MID,0.0316349872496469,0.0316349872496471
COPD,22,55,214,MELD_lambda0_afproj,-0.0174391076635212,-2.37759726324761e-15
COPD,22,55,214,MELD_lambda0_reportN,-0.0175365290730201,-2.17405269488419e-15
COPD,22,55,214,MELD_lambda0_equal,-0.000547454392036937,-4.00910849669231e-18
COPD,22,55,214,MELD_lambda1_afproj,-0.0143709365126403,-1.62870028352036e-15
COPD,22,55,214,EUR,-0.0447433873813994,-3.47980079025981e-15
COPD,22,55,214,EAS,-0.0255316978019415,-2.72463816140644e-15
COPD,22,55,214,AFR,-0.00832508959848984,-4.56896263025521e-16
COPD,22,55,214,CSA,-0.0209195536020113,-2.07690606842122e-15
COPD,22,55,214,AMR,-0.0316981469358305,-2.5948391982452e-15
COPD,22,55,214,MID,-0.0169963807219613,-2.20539291554523e-15
COPD,22,56,31,MELD_lambda0_afproj,0.00363288857681658,0.00363288857681631
COPD,22,56,31,MELD_lambda0_reportN,0.0031392604381086,0.00313926043810807
COPD,22,56,31,MELD_lambda0_equal,0.00914936278093155,0.00914936278093221
COPD,22,56,31,MELD_lambda1_afproj,0.00328882480740397,0.00328882480740317
COPD,22,56,31,EUR,-0.00142055195358497,-1.11807713762859e-16
COPD,22,56,31,EAS,0.0148955390790622,0.014895539079062
COPD,22,56,31,AFR,0.00774949310146824,0.00774949310146806
COPD,22,56,31,CSA,0.0210814630102414,0.0210814630102418
COPD,22,56,31,AMR,-0.000573582093520577,-1.35629859120561e-16
COPD,22,56,31,MID,0.00717905997019364,0.00717905997019384
COPD,22,57,239,MELD_lambda0_afproj,-0.0309875986619405,-2.86818413951057e-15
COPD,22,57,239,MELD_lambda0_reportN,-0.0309341819342206,-2.82109141729711e-15
COPD,22,57,239,MELD_lambda0_equal,-0.00636980695213822,-1.16395771167303e-15
COPD,22,57,239,MELD_lambda1_afproj,-0.0281624113016566,-2.93681951018149e-15
COPD,22,57,239,EUR,-0.0499258973778187,-3.77133612442275e-15
COPD,22,57,239,EAS,-0.0493048598100773,-3.67257780566071e-15
COPD,22,57,239,AFR,-0.0335230458495058,-1.68364949240506e-15
COPD,22,57,239,CSA,-0.0466405066594539,-3.99255419220206e-15
COPD,22,57,239,AMR,-0.0505832047759446,-2.96714301071639e-15
COPD,22,57,239,MID,-0.0285791348677603,-2.85854627790967e-15
COPD,22,58,362,MELD_lambda0_afproj,-0.00982485017284282,-8.44928761648812e-16
COPD,22,58,362,MELD_lambda0_reportN,-0.00979235148568805,-1.2824434768453e-15
COPD,22,58,362,MELD_lambda0_equal,-0.00139104239355428,-6.15494365460465e-16
COPD,22,58,362,MELD_lambda1_afproj,-0.00931557061911857,-1.68737364260721e-15
COPD,22,58,362,EUR,-0.0354702242208667,-2.03634787819848e-15
COPD,22,58,362,EAS,-0.0267210112382796,-1.43525267387545e-15
COPD,22,58,362,AFR,-0.00585514203883517,-1.01563227187923e-15
COPD,22,58,362,CSA,-0.0207023271945935,-1.53141035106296e-15
COPD,22,58,362,AMR,-0.0338890548731796,-2.34941930159249e-15
COPD,22,58,362,MID,-0.025969696000114,-2.20946552193287e-15
COPD,22,60,195,MELD_lambda0_afproj,-0.00148065346376824,-8.75099830547935e-16
COPD,22,60,195,MELD_lambda0_reportN,-0.00127618433584891,-5.574518786226e-16
COPD,22,60,195,MELD_lambda0_equal,0.00184357181134103,0.00184357181134092
COPD,22,60,195,MELD_lambda1_afproj,-0.00129087946630153,-1.14587757090755e-15
COPD,22,60,195,EUR,-0.0165074476068546,-1.31628699069142e-15
COPD,22,60,195,EAS,-0.00846107439940674,-1.12060461361096e-15
COPD,22,60,195,AFR,0.00629781968476126,0.00629781968476151
COPD,22,60,195,CSA,-0.00959758904552483,-1.03604518737746e-15
COPD,22,60,195,AMR,-0.0120748789456239,-5.95848682365615e-16
COPD,22,60,195,MID,-0.0066998146173673,-8.02541827095755e-16
COPD,22,61,298,MELD_lambda0_afproj,-0.0164219450104741,-2.12605658448482e-15
COPD,22,61,298,MELD_lambda0_reportN,-0.0166271061230618,-2.80916324249774e-15
COPD,22,61,298,MELD_lambda0_equal,-0.00327512021958066,-1.42463788355933e-15
COPD,22,61,298,MELD_lambda1_afproj,-0.0150910008184976,-2.60545040547745e-15
COPD,22,61,298,EUR,-0.0386983756545779,-2.62104706498031e-15
COPD,22,61,298,EAS,-0.0282993527582597,-2.51656500812706e-15
COPD,22,61,298,AFR,-0.0132696383379,-1.59498322891243e-15
COPD,22,61,298,CSA,-0.0262185142537824,-2.126895736807e-15
COPD,22,61,298,AMR,-0.0330787467333633,-2.67876839084563e-15
COPD,22,61,298,MID,-0.0257272960121504,-1.68239920444766e-15
COPD,22,63,58,MELD_lambda0_afproj,0.00308747114333702,0.00308747114333684
COPD,22,63,58,MELD_lambda0_reportN,0.00326729963915037,0.00326729963914997
COPD,22,63,58,MELD_lambda0_equal,0.0147842597585028,0.0147842597585041
COPD,22,63,58,MELD_lambda1_afproj,0.00292373026722561,0.00292373026722539
COPD,22,63,58,EUR,-0.000778012512633885,-3.02610943826988e-16
COPD,22,63,58,EAS,0.0129857724793543,0.0129857724793546
COPD,22,63,58,AFR,0.0373619705807907,0.0373619705807914
COPD,22,63,58,CSA,0.00749905352917259,0.00749905352917237
COPD,22,63,58,AMR,0.0118714707221713,0.0118714707221714
COPD,22,63,58,MID,0.00695360426502038,0.00695360426502071
COPD,22,64,181,MELD_lambda0_afproj,-0.00568567360767381,-3.29419982161897e-16
COPD,22,64,181,MELD_lambda0_reportN,-0.005512865801877,-8.3046003628816e-16
COPD,22,64,181,MELD_lambda0_equal,1.33882835819214e-11,1.33883198874476e-11
COPD,22,64,181,MELD_lambda1_afproj,-0.00540815089035467,-2.23030256213319e-16
COPD,22,64,181,EUR,-0.0217178225897215,-1.33348692497562e-15
COPD,22,64,181,EAS,-0.011134078681958,-1.31464615542389e-15
COPD,22,64,181,AFR,-0.00232983472596207,-3.06209994863808e-16
COPD,22,64,181,CSA,-0.0171671038319903,-9.34964160056558e-16
COPD,22,64,181,AMR,-0.0231986048034987,-1.11363969904638e-15
COPD,22,64,181,MID,-0.00310900041776128,-4.43492076132029e-16
COPD,22,65,48,MELD_lambda0_afproj,0.00185951562524186,0.00185951562524214
COPD,22,65,48,MELD_lambda0_reportN,0.00291077047892257,0.00291077047892253
COPD,22,65,48,MELD_lambda0_equal,0.0184616198525551,0.0184616198525551
COPD,22,65,48,MELD_lambda1_afproj,0.00211174984160494,0.00211174984160505
COPD,22,65,48,EUR,-0.00688695886045873,-8.9065181386658e-16
COPD,22,65,48,EAS,-0.00212214658145484,5.65282683925938e-16
COPD,22,65,48,AFR,0.0244609341345697,0.0244609341345693
COPD,22,65,48,CSA,0.0013798712568084,0.00137987125680822
COPD,22,65,48,AMR,0.00108168870840863,0.00108168870840834
COPD,22,65,48,MID,0.0111759610748978,0.011175961074897
COPD,22,66,217,MELD_lambda0_afproj,-0.0102321319956065,-1.02595268534509e-15
COPD,22,66,217,MELD_lambda0_reportN,-0.0101496594017109,-8.58719849660327e-16
COPD,22,66,217,MELD_lambda0_equal,0.00303487466265073,0.00303487466265107
COPD,22,66,217,MELD_lambda1_afproj,-0.00953018300523377,-1.2316481650674e-15
COPD,22,66,217,EUR,-0.026593448976377,-1.89896582395893e-15
COPD,22,66,217,EAS,-0.0174179237136814,-1.42059928641813e-15
COPD,22,66,217,AFR,0.00550567477024216,0.00550567477023993
COPD,22,66,217,CSA,-0.0151005288305374,-1.18829726810205e-15
COPD,22,66,217,AMR,-0.0234470293749585,-1.73894086697338e-15
COPD,22,66,217,MID,-0.0129683025088081,-7.09486350648883e-16
COPD,22,67,219,MELD_lambda0_afproj,-0.00419832846852816,-1.23256947322978e-15
COPD,22,67,219,MELD_lambda0_reportN,-0.00344825328058184,-4.76241490054494e-16
COPD,22,67,219,MELD_lambda0_equal,-0.00113436427142554,-6.26235174828649e-16
COPD,22,67,219,MELD_lambda1_afproj,-0.00369637727295721,-1.94622597381412e-16
COPD,22,67,219,EUR,-0.0259506943693394,-1.86760541818615e-15
COPD,22,67,219,EAS,-0.0117211166209014,-1.75886626772006e-15
COPD,22,67,219,AFR,-0.00376652621581897,-8.32667268468867e-17
COPD,22,67,219,CSA,-0.0102407262890429,-8.087622153813e-16
COPD,22,67,219,AMR,-0.0189931156266102,-1.10411877828435e-15
COPD,22,67,219,MID,-0.0114759177594462,-1.26377776000576e-15
COPD,22,68,153,MELD_lambda0_afproj,-0.000566824071750602,3.51618225282597e-18
COPD,22,68,153,MELD_lambda0_reportN,-0.000183359816109983,3.16616589942644e-16
COPD,22,68,153,MELD_lambda0_equal,0.00784495170913472,0.00784495170913471
COPD,22,68,153,MELD_lambda1_afproj,-0.00047138850503349,-1.04074493325695e-16
COPD,22,68,153,EUR,-0.0200259587377981,-1.47741117058358e-15
COPD,22,68,153,EAS,-0.00606000729284819,-6.71737940984591e-16
COPD,22,68,153,AFR,0.0131372302358482,0.013137230235848
COPD,22,68,153,CSA,-0.00344718017144463,-1.83935596734571e-17
COPD,22,68,153,AMR,-0.00265113037777711,-4.83129953268762e-16
COPD,22,68,153,MID,0.00268156875510333,0.00268156875510342
COPD,22,69,30,MELD_lambda0_afproj,0.00273996393915624,0.00273996393915601
COPD,22,69,30,MELD_lambda0_reportN,0.00246582201753618,0.002465822017536
COPD,22,69,30,MELD_lambda0_equal,0.0174914216585318,0.0174914216585318
COPD,22,69,30,MELD_lambda1_afproj,0.00275984706948073,0.0027598470694804
COPD,22,69,30,EUR,-0.000912417605806018,3.31799322305273e-16
COPD,22,69,30,EAS,0.00469550411758641,0.00469550411758628
COPD,22,69,30,AFR,0.0376975296570653,0.0376975296570655
COPD,22,69,30,CSA,0.0121252578978098,0.0121252578978096
COPD,22,69,30,AMR,0.00881285178459548,0.00881285178459515
COPD,22,69,30,MID,0.0136760163063152,0.0136760163063152
COPD,22,70,190,MELD_lambda0_afproj,-0.00365189663535136,-3.83426482301217e-16
COPD,22,70,190,MELD_lambda0_reportN,-0.00345163748377903,1.95641833433234e-16
COPD,22,70,190,MELD_lambda0_equal,-0.000757995812200524,-8.82058186626986e-16
COPD,22,70,190,MELD_lambda1_afproj,-0.003136596967337,-6.77216883607335e-17
COPD,22,70,190,EUR,-0.0201543293373412,-1.26151126296139e-15
COPD,22,70,190,EAS,-0.009890094951826,-7.63615664063956e-16
COPD,22,70,190,AFR,-0.0020532499282073,-9.27605075921129e-17
COPD,22,70,190,CSA,-0.00940887730906314,-5.069925859108e-16
COPD,22,70,190,AMR,-0.0120495040477808,-6.59398099756033e-16
COPD,22,70,190,MID,-0.00660424253186947,-5.88295376923529e-16
COPD,22,71,164,MELD_lambda0_afproj,-0.00128322586340202,-3.00679025728497e-16
COPD,22,71,164,MELD_lambda0_reportN,-0.00140458404895896,-2.55479247624645e-16
COPD,22,71,164,MELD_lambda0_equal,0.00878037741889069,0.00878037741888963
COPD,22,71,164,MELD_lambda1_afproj,-0.00104271832393059,-3.13332749327293e-16
COPD,22,71,164,EUR,-0.0190262408147284,-9.02061378902108e-16
COPD,22,71,164,EAS,-0.00424755834824187,-7.54728815065828e-16
COPD,22,71,164,AFR,-9.05218099113931e-05,7.3187339177026e-17
COPD,22,71,164,CSA,0.00483500366933642,0.00483500366933615
COPD,22,71,164,AMR,-0.00896218626326014,-5.72697163337863e-16
COPD,22,71,164,MID,0.00437420621899987,0.00437420621900045
COPD,22,72,63,MELD_lambda0_afproj,-0.000211955094276918,1.2768681196829e-16
COPD,22,72,63,MELD_lambda0_reportN,-0.000206985995575097,-4.83663301286091e-16
COPD,22,72,63,MELD_lambda0_equal,-6.72841586172588e-05,-3.42102198551937e-17
COPD,22,72,63,MELD_lambda1_afproj,-0.000207975626446653,1.36603038369493e-16
COPD,22,72,63,EUR,-0.00151988518736634,1.93575598001082e-16
COPD,22,72,63,EAS,-0.00132517054231546,-1.66695412095493e-16
COPD,22,72,63,AFR,-0.000159070315156407,-3.20640827090153e-16
COPD,22,72,63,CSA,-0.000170359592873269,-2.14588588051591e-16
COPD,22,72,63,AMR,7.31312184233403e-17,-8.42698234812194e-17
COPD,22,72,63,MID,-0.000644710254697911,-3.52403576747417e-16
COPD,22,74,381,MELD_lambda0_afproj,-0.0269363518987022,-2.01014665213033e-15
COPD,22,74,381,MELD_lambda0_reportN,-0.0273045002905735,-2.6203455984741e-15
COPD,22,74,381,MELD_lambda0_equal,-0.00633887689317674,-1.9671398663482e-15
COPD,22,74,381,MELD_lambda1_afproj,-0.025386209861328,-2.84663333895859e-15
COPD,22,74,381,EUR,-0.0556211561168109,-3.09893791171494e-15
COPD,22,74,381,EAS,-0.0437617172744089,-2.67772176295289e-15
COPD,22,74,381,AFR,-0.0409295436707653,-2.64470520876549e-15
COPD,22,74,381,CSA,-0.0516961303315168,-2.50767357556043e-15
COPD,22,74,381,AMR,-0.055211147532108,-2.31470141987036e-15
COPD,22,74,381,MID,-0.0507478867933736,-3.71666367553287e-15
Gout,22,1,115,MELD_lambda0_afproj,-0.000481058166647629,-2.17138492887938e-16
Gout,22,1,115,MELD_lambda0_reportN,-0.000374144382909979,2.34184316838526e-16
Gout,22,1,115,MELD_lambda0_equal,-0.000185800696307533,-5.29487816819071e-16
Gout,22,1,115,MELD_lambda1_afproj,-0.000432887308181385,-7.82326050291115e-16
Gout,22,1,115,EUR,-0.0159410160232333,-1.33151632322407e-15
Gout,22,1,115,EAS,-0.0125430790326247,-9.36890953241069e-16
Gout,22,1,115,AFR,-0.00308825948088592,-7.10780816819698e-16
Gout,22,1,115,CSA,-0.0068624163133611,-8.88554956873228e-16
Gout,22,1,115,AMR,-0.0142908091105411,-8.16701777779998e-16
Gout,22,1,115,MID,-0.00153528672370831,-4.9101354402626e-16
Gout,22,2,46,MELD_lambda0_afproj,0.0120009697641347,0.0120009697641346
Gout,22,2,46,MELD_lambda0_reportN,0.0126846881932921,0.0126846881932918
Gout,22,2,46,MELD_lambda0_equal,0.0319302051590094,0.0319302051590092
Gout,22,2,46,MELD_lambda1_afproj,0.0118103111141697,0.0118103111141701
Gout,22,2,46,EUR,0.0058168034440677,0.0058168034440676
Gout,22,2,46,EAS,0.00677887998429914,0.00677887998429899
Gout,22,2,46,AFR,0.0366507494967337,0.0366507494967327
Gout,22,2,46,CSA,0.0104373395281409,0.0104373395281407
Gout,22,2,46,AMR,0.0165214918477867,0.0165214918477867
Gout,22,2,46,MID,0.0257728862596871,0.0257728862596871
Gout,22,4,194,MELD_lambda0_afproj,-0.00869694306346484,-1.32094267487887e-15
Gout,22,4,194,MELD_lambda0_reportN,-0.0083563196012871,-6.65808545383275e-16
Gout,22,4,194,MELD_lambda0_equal,-1.31374775411823e-05,-3.7652910081474e-17
Gout,22,4,194,MELD_lambda1_afproj,-0.00772200877359829,-1.1114727326589e-15
Gout,22,4,194,EUR,-0.0202888072053524,-1.48490957993507e-15
Gout,22,4,194,EAS,-0.0168888181757191,-1.45735848823151e-15
Gout,22,4,194,AFR,-0.000976864226650398,-1.72011341055277e-16
Gout,22,4,194,CSA,-0.0178978515782962,-1.61050309422692e-15
Gout,22,4,194,AMR,-0.0140542155608568,-1.31396080610252e-15
Gout,22,4,194,MID,-0.00558076322464386,-5.04984441541504e-16
Gout,22,5,82,MELD_lambda0_afproj,-0.00453325099588607,-6.59828110599318e-16
Gout,22,5,82,MELD_lambda0_reportN,-0.00422518035118492,-6.78449096034999e-16
Gout,22,5,82,MELD_lambda0_equal,-0.000210757391185713,-3.67761376907083e-16
Gout,22,5,82,MELD_lambda1_afproj,-0.0041765864380604,-3.33509395886411e-16
Gout,22,5,82,EUR,-0.0179274991564445,-1.40925985090279e-15
Gout,22,5,82,EAS,-0.0165038201168572,-9.03165533219672e-16
Gout,22,5,82,AFR,-0.000885522206851791,-2.03213530569074e-16
Gout,22,5,82,CSA,-0.00643471649438701,-5.60159279360539e-16
Gout,22,5,82,AMR,-0.0133006559321216,-4.5146403513628e-16
Gout,22,5,82,MID,-0.000569277382695577,-4.04886516034664e-16
Gout,22,6,31,MELD_lambda0_afproj,0.0145312265841036,0.0145312265841033
Gout,22,6,31,MELD_lambda0_reportN,0.0146212638527357,0.0146212638527352
Gout,22,6,31,MELD_lambda0_equal,0.0398131669614431,0.0398131669614429
Gout,22,6,31,MELD_lambda1_afproj,0.0137860831939896,0.0137860831939896
Gout,22,6,31,EUR,0.00595410061371017,0.00595410061371066
Gout,22,6,31,EAS,0.00725536717272708,0.00725536717272693
Gout,22,6,31,AFR,0.0697469244154225,0.0697469244154222
Gout,22,6,31,CSA,0.0274714837500835,0.0274714837500836
Gout,22,6,31,AMR,0.0128625198893757,0.0128625198893752
Gout,22,6,31,MID,0.0542135298109305,0.0542135298109306
Gout,22,7,295,MELD_lambda0_afproj,-0.0341368357870251,-2.85881939890294e-15
Gout,22,7,295,MELD_lambda0_reportN,-0.0346165326093484,-3.1223365689623e-15
Gout,22,7,295,MELD_lambda0_equal,-0.00849905084168603,-1.55464179121972e-15
Gout,22,7,295,MELD_lambda1_afproj,-0.0323508210924042,-2.83994055465808e-15
Gout,22,7,295,EUR,-0.0677674009829724,-3.83672165855714e-15
Gout,22,7,295,EAS,-0.0527840794392647,-3.27645606608646e-15
Gout,22,7,295,AFR,-0.0364578915921198,-1.88743656664111e-15
Gout,22,7,295,CSA,-0.0474195211754543,-3.76332685245393e-15
Gout,22,7,295,AMR,-0.0559762290996827,-3.48158282283836e-15
Gout,22,7,295,MID,-0.0416618508746156,-2.84535084460542e-15
Gout,22,8,106,MELD_lambda0_afproj,-0.00189127446633267,-2.58904090657752e-16
Gout,22,8,106,MELD_lambda0_reportN,-0.00185651120882677,-5.40772938731211e-16
Gout,22,8,106,MELD_lambda0_equal,-0.000123654673243635,2.0122265484822e-16
Gout,22,8,106,MELD_lambda1_afproj,-0.00160972833660113,3.56943072104751e-16
Gout,22,8,106,EUR,-0.0141247234075511,-4.13369146728318e-16
Gout,22,8,106,EAS,-0.0076298113814482,-4.69816871649996e-16
Gout,22,8,106,AFR,-0.000955182701561109,6.09245468038723e-16
Gout,22,8,106,CSA,-0.0040427718128917,-6.88828268520562e-16
Gout,22,8,106,AMR,-0.00905422569844131,-3.3259547973237e-16
Gout,22,8,106,MID,2.84373783901053e-16,5.6361703272056e-16
Gout,22,10,226,MELD_lambda0_afproj,-0.0184646269809741,-2.02991050165337e-15
Gout,22,10,226,MELD_lambda0_reportN,-0.0189291743557153,-1.7924184799769e-15
Gout,22,10,226,MELD_lambda0_equal,-0.00216233427105562,1.57490972744558e-16
Gout,22,10,226,MELD_lambda1_afproj,-0.0173761752831895,-1.37135386456943e-15
Gout,22,10,226,EUR,-0.0417986987219044,-2.72868478679704e-15
Gout,22,10,226,EAS,-0.0326788982004125,-2.00474983774583e-15
Gout,22,10,226,AFR,-0.0124595001535056,-7.90672388160624e-16
Gout,22,10,226,CSA,-0.0322676710807282,-2.43410971018732e-15
Gout,22,10,226,AMR,-0.0315706159565169,-2.08546650013556e-15
Gout,22,10,226,MID,-0.0231034612161592,-1.43696891335166e-15
Gout,22,11,168,MELD_lambda0_afproj,-0.0287444930762532,-2.69754657752188e-15
Gout,22,11,168,MELD_lambda0_reportN,-0.0298572666805135,-2.97586643929878e-15
Gout,22,11,168,MELD_lambda0_equal,-0.00477471944813671,-1.29814422432303e-15
Gout,22,11,168,MELD_lambda1_afproj,-0.0274172359980772,-3.14759052538611e-15
Gout,22,11,168,EUR,-0.0516390022955807,-4.84643342842159e-15
Gout,22,11,168,EAS,-0.0324605513710719,-2.39370424929508e-15
Gout,22,11,168,AFR,-0.0194123374047135,-2.23495308077857e-15
Gout,22,11,168,CSA,-0.0352084203812704,-2.7760216379863e-15
