trait,chr,block_id,candidate,delta,r2,m
Asthma,22,12,AFR,0.1,0.801408044722837,55
Asthma,22,12,CSA,0.1,0.928660738345951,55
Asthma,22,12,AMR,0.1,0.907919471700754,55
Asthma,22,13,MELD_lambda0_afproj,0.001,0.976263929506858,95
Asthma,22,13,MELD_lambda0_reportN,0.001,0.976259565334944,95
Asthma,22,13,MELD_lambda0_equal,0.001,0.961464385671224,95
Asthma,22,13,MELD_lambda1_afproj,0.001,0.970393153095905,95
Asthma,22,13,EUR,0.001,0.979221802291764,95
Asthma,22,13,EAS,0.001,0.769402266597021,95
Asthma,22,13,AFR,0.001,0.935071290008032,95
Asthma,22,13,CSA,0.001,0.951243810662275,95
Asthma,22,13,AMR,0.001,0.88762737040594,95
Asthma,22,13,MELD_lambda0_afproj,0.01,0.978511796004146,95
Asthma,22,13,MELD_lambda0_reportN,0.01,0.978452908890904,95
Asthma,22,13,MELD_lambda0_equal,0.01,0.965904711822652,95
Asthma,22,13,MELD_lambda1_afproj,0.01,0.973963125963245,95
Asthma,22,13,EUR,0.01,0.983337842547672,95
Asthma,22,13,EAS,0.01,0.862306261242362,95
Asthma,22,13,AFR,0.01,0.935908848986142,95
Asthma,22,13,CSA,0.01,0.953514033316517,95
Asthma,22,13,AMR,0.01,0.954570796538934,95
Asthma,22,13,MELD_lambda0_afproj,0.1,0.975670066197687,95
Asthma,22,13,MELD_lambda0_reportN,0.1,0.975694788468946,95
Asthma,22,13,MELD_lambda0_equal,0.1,0.96632498806524,95
Asthma,22,13,MELD_lambda1_afproj,0.1,0.972434673476805,95
Asthma,22,13,EUR,0.1,0.977193695628664,95
Asthma,22,13,EAS,0.1,0.845959212140952,95
Asthma,22,13,AFR,0.1,0.924614800332218,95
Asthma,22,13,CSA,0.1,0.952226029684938,95
Asthma,22,13,AMR,0.1,0.96772035067245,95
Asthma,22,14,MELD_lambda0_afproj,0.001,0.788586450429406,79
Asthma,22,14,MELD_lambda0_reportN,0.001,0.787900171832682,79
Asthma,22,14,MELD_lambda0_equal,0.001,0.740060536586572,79
Asthma,22,14,MELD_lambda1_afproj,0.001,0.783965815358068,79
Asthma,22,14,EUR,0.001,0.756801360145754,79
Asthma,22,14,EAS,0.001,0.638166300658278,79
Asthma,22,14,AFR,0.001,0.664216901823635,79
Asthma,22,14,CSA,0.001,0.643835052919265,79
Asthma,22,14,AMR,0.001,0.651877189505133,79
Asthma,22,14,MELD_lambda0_afproj,0.01,0.8102196355515,79
Asthma,22,14,MELD_lambda0_reportN,0.01,0.807920633561222,79
Asthma,22,14,MELD_lambda0_equal,0.01,0.744502084234326,79
Asthma,22,14,MELD_lambda1_afproj,0.01,0.809086128425496,79
Asthma,22,14,EUR,0.01,0.785175614182017,79
Asthma,22,14,EAS,0.01,0.736654462661436,79
Asthma,22,14,AFR,0.01,0.660798088989747,79
Asthma,22,14,CSA,0.01,0.667879254280933,79
Asthma,22,14,AMR,0.01,0.670429741512694,79
Asthma,22,14,MELD_lambda0_afproj,0.1,0.816158701821451,79
Asthma,22,14,MELD_lambda0_reportN,0.1,0.813843118502821,79
Asthma,22,14,MELD_lambda0_equal,0.1,0.744681691451054,79
Asthma,22,14,MELD_lambda1_afproj,0.1,0.814311911565226,79
Asthma,22,14,EUR,0.1,0.794593517425349,79
Asthma,22,14,EAS,0.1,0.768291489324484,79
Asthma,22,14,AFR,0.1,0.651454644540038,79
Asthma,22,14,CSA,0.1,0.675055259155455,79
Asthma,22,14,AMR,0.1,0.649386068279252,79
Asthma,22,16,MELD_lambda0_afproj,0.001,0.878332274667719,51
Asthma,22,16,MELD_lambda0_reportN,0.001,0.886470369827298,51
Asthma,22,16,MELD_lambda0_equal,0.001,0.908405248472669,51
Asthma,22,16,MELD_lambda1_afproj,0.001,0.820434414270464,51
Asthma,22,16,EUR,0.001,0.904935524868669,51
Asthma,22,16,EAS,0.001,0.701955701697388,51
Asthma,22,16,AFR,0.001,0.726955515529955,51
Asthma,22,16,CSA,0.001,0.848453377303313,51
Asthma,22,16,AMR,0.001,0.539249368084363,51
Asthma,22,16,MELD_lambda0_afproj,0.01,0.931665314418664,51
Asthma,22,16,MELD_lambda0_reportN,0.01,0.93126198522663,51
Asthma,22,16,MELD_lambda0_equal,0.01,0.925975808725828,51
Asthma,22,16,MELD_lambda1_afproj,0.01,0.940259105778913,51
Asthma,22,16,EUR,0.01,0.934289965601232,51
Asthma,22,16,EAS,0.01,0.68179178249049,51
Asthma,22,16,AFR,0.01,0.747045568394588,51
Asthma,22,16,CSA,0.01,0.935023861791378,51
Asthma,22,16,AMR,0.01,0.944896960612056,51
Asthma,22,16,MELD_lambda0_afproj,0.1,0.931938136541228,51
Asthma,22,16,MELD_lambda0_reportN,0.1,0.932796040250171,51
Asthma,22,16,MELD_lambda0_equal,0.1,0.943642931540262,51
Asthma,22,16,MELD_lambda1_afproj,0.1,0.954478942587407,51
Asthma,22,16,EUR,0.1,0.922678485373438,51
Asthma,22,16,EAS,0.1,0.736506203902779,51
Asthma,22,16,AFR,0.1,0.761729366621105,51
Asthma,22,16,CSA,0.1,0.926715827758195,51
Asthma,22,16,AMR,0.1,0.974253632419248,51
Asthma,22,17,MELD_lambda0_afproj,0.001,0.948050993163447,90
Asthma,22,17,MELD_lambda0_reportN,0.001,0.948788553259553,90
Asthma,22,17,MELD_lambda0_equal,0.001,0.942936344333474,90
