trait,sweep_kind,sweep_id,mean_diff,lo95,hi95,eff_groups,mean_B_diag
Asthma,EUR_AFR,EUR_AFR_01,0,0,0,1,0
Asthma,EUR_AFR,EUR_AFR_02,0.00452956516394849,0.00207834545127023,0.00738247591114048,1.21951219512195,0.0137736826782779
Asthma,EUR_AFR,EUR_AFR_03,0.00230555870443685,-0.00267428084188342,0.00736198403001663,1.47058823529412,0.0244865469836052
Asthma,EUR_AFR,EUR_AFR_04,0.00182952984021086,-0.00188426826787706,0.005633340804798,1.72413793103448,0.0321385929159818
Asthma,EUR_AFR,EUR_AFR_05,0.00303533557413832,-0.00150272090244806,0.00748998807103307,1.92307692307692,0.0367298204754078
Asthma,EUR_AFR,EUR_AFR_06,-0.000428650539594158,-0.0030701113077962,0.00223721553531396,2,0.0382602296618831
Asthma,EUR_AFR,EUR_AFR_07,-7.36249669775992e-05,-0.00338589940288489,0.00405294620065178,1.92307692307692,0.0367298204754078
Asthma,EUR_AFR,EUR_AFR_08,-0.00120909493712813,-0.0040389294829609,0.00121999547556621,1.72413793103448,0.0321385929159818
Asthma,EUR_AFR,EUR_AFR_09,-0.00216152758661628,-0.00363258708099568,-0.000830794169309159,1.47058823529412,0.0244865469836052
Asthma,EUR_AFR,EUR_AFR_10,-0.000495657961210497,-0.00171292940326688,0.000737852144476471,1.21951219512195,0.0137736826782779
Asthma,EUR_AFR,EUR_AFR_11,0,0,0,1,0
Asthma,EUR_EAS,EUR_EAS_01,0,0,0,1,0
Asthma,EUR_EAS,EUR_EAS_02,-0.000920634474017915,-0.00219871890495323,0.000342100080149957,1.21951219512195,0.0131772372815578
Asthma,EUR_EAS,EUR_EAS_03,-0.00148260130329041,-0.00291725526016571,-2.02653792422838e-05,1.47058823529412,0.0234261996116584
Asthma,EUR_EAS,EUR_EAS_04,-0.00161749815634226,-0.00309481771582979,-6.10581475310407e-05,1.72413793103448,0.0307468869903016
Asthma,EUR_EAS,EUR_EAS_05,-0.0039933795453117,-0.00685068075749682,-0.00181445699575136,1.92307692307692,0.0351392994174875
Asthma,EUR_EAS,EUR_EAS_06,-0.00390484398101711,-0.0067534828853179,-0.00154251642048298,2,0.0366034368932162
Asthma,EUR_EAS,EUR_EAS_07,-0.00340372348485402,-0.00530592998891445,-0.00165960941449107,1.92307692307692,0.0351392994174875
Asthma,EUR_EAS,EUR_EAS_08,-0.00163949540251841,-0.00393852332887039,0.000514679525707015,1.72413793103448,0.0307468869903016
Asthma,EUR_EAS,EUR_EAS_09,-0.00222970464159471,-0.00445691683839457,-0.000606690205125916,1.47058823529412,0.0234261996116584
