chr,block_id,m,w_eur,candidate,min_eig_pre,min_eig_post,r2_pre,r2_post
22,20,769,0.5,MELD_lambda1,-0.0545215361064287,-7.70249245207186e-16,0.856900662489679,0.859410568069409
22,20,769,0.5,EUR,-0.0887069905077495,-2.57416279528483e-15,0.784517040639869,0.774840157761067
22,20,769,0.5,AFR,-0.31506393309349,-1.29139527052541e-15,0.606194175607259,0.585192428520385
22,20,769,0.5,MELD_pooled,-0.210426754927827,-1.3246522695832e-15,0.859579703824536,0.849862896545903
22,20,769,0.25,MELD_lambda0,-0.120259814374515,-1.43999744710626e-15,0.743776834066702,0.739701125661342
22,20,769,0.25,MELD_lambda1,-0.0907593232965661,-1.53928759098628e-15,0.765101773586141,0.766633058065737
22,20,769,0.25,EUR,-0.0887069905077495,-2.57416279528483e-15,0.651334866233098,0.622684752702987
22,20,769,0.25,AFR,-0.31506393309349,-1.29139527052541e-15,0.550759076724244,0.54208751239762
22,21,571,0.75,MELD_lambda0,-0.283662090803466,-8.29449148456835e-16,0.905517110032399,0.893911407242635
22,21,571,0.75,MELD_lambda1,-0.264594214707265,-6.38982281732863e-16,0.921816320530714,0.909578895929232
22,21,571,0.75,EUR,-0.355827434321069,-2.28136223905424e-15,0.808314808009992,0.806733502653019
22,21,571,0.75,AFR,-0.362186601820536,-9.73636519259869e-16,0.599728179972061,0.538346063625292
22,21,571,0.5,MELD_lambda0,-0.273522070769719,-3.81746871723488e-16,0.884220340379779,0.870355393421594
22,21,571,0.5,MELD_lambda1,-0.251188509880244,-6.1985129639589e-16,0.889451984579226,0.870665839485914
22,21,571,0.5,EUR,-0.355827434321069,-2.28136223905424e-15,0.665843319073088,0.671142494314297
22,21,571,0.5,AFR,-0.362186601820536,-9.73636519259869e-16,0.669882121042896,0.632473614856543
22,21,571,0.5,MELD_pooled,-0.277052098799515,-5.48625917763613e-16,0.883391784739029,0.86824215519616
22,21,571,0.25,MELD_lambda0,-0.295433849387198,-1.09280466578456e-15,0.859197128117434,0.844057957518598
22,21,571,0.25,MELD_lambda1,-0.277170057090967,-8.29145071642464e-16,0.860489671693079,0.840240135331991
22,21,571,0.25,EUR,-0.355827434321069,-2.28136223905424e-15,0.5806136842569,0.586900220670378
22,21,571,0.25,AFR,-0.362186601820536,-9.73636519259869e-16,0.714172810121147,0.696610662876723
22,22,875,0.75,MELD_lambda0,-0.0977919526829585,-9.84996157857583e-16,0.854096776220795,0.839145463268626
22,22,875,0.75,MELD_lambda1,-0.0862285924003564,-8.42177607727101e-16,0.853599080976367,0.847971456315804
22,22,875,0.75,EUR,-0.156760073537507,-4.50202705399568e-15,0.662042337368229,0.649803244746478
22,22,875,0.75,AFR,-0.651525704456887,-2.35019459578878e-15,0.604588558415383,0.589241820705222
22,22,875,0.5,MELD_lambda0,-0.127606642653907,-8.17487819042823e-16,0.75331901471366,0.735566298907332
22,22,875,0.5,MELD_lambda1,-0.106152267555259,-1.1174037105109e-15,0.752737267662771,0.757461435133426
22,22,875,0.5,EUR,-0.156760073537507,-4.50202705399568e-15,0.545463850346302,0.543610185199437
22,22,875,0.5,AFR,-0.651525704456887,-2.35019459578878e-15,0.586278995396354,0.603054054579488
22,22,875,0.5,MELD_pooled,-0.222147976808828,-2.1346359696712e-15,0.334112788259736,0.731400887574541
22,22,875,0.25,MELD_lambda0,-0.246223199482349,-1.50737405267592e-15,0.713787193264129,0.697882195349169
22,22,875,0.25,MELD_lambda1,-0.205663010951288,-1.71372067090228e-15,0.720847413448146,0.726833776927389
22,22,875,0.25,EUR,-0.156760073537507,-4.50202705399568e-15,0.498524597387787,0.506161469769844
22,22,875,0.25,AFR,-0.651525704456887,-2.35019459578878e-15,0.55213082706812,0.597914411864651
22,23,712,0.75,MELD_lambda0,-0.0250414980689854,-1.14155713739993e-15,0.644449171523795,0.68336877190236
22,23,712,0.75,MELD_lambda1,-0.0232198427468425,-1.13513328265451e-15,0.624958052643672,0.684520375557849
22,23,712,0.75,EUR,-0.0614261826688515,-2.41962402212521e-15,0.0922959120813353,0.531916767915486
22,23,712,0.75,AFR,-0.00658676164159758,-1.09906109152727e-15,0.27194079486838,0.268604713168642
22,23,712,0.5,MELD_lambda0,-0.00489785204644735,-8.35255855520099e-16,0.658485808508265,0.657601406727555
22,23,712,0.5,MELD_lambda1,-0.00438333971072155,-1.33477275967004e-15,0.676698632820415,0.673610326975166
22,23,712,0.5,EUR,-0.0614261826688515,-2.41962402212521e-15,0.0567073906273899,0.319154510814177
22,23,712,0.5,AFR,-0.00658676164159758,-1.09906109152727e-15,0.390705058651686,0.381808263719793
22,23,712,0.5,MELD_pooled,-0.01593631979616,-1.19128980193375e-15,0.116792097543375,0.694844000767997
22,23,712,0.25,MELD_lambda0,-0.00154093362799206,-7.09093797748542e-16,0.620881073633149,0.620892332702229
22,23,712,0.25,MELD_lambda1,-0.001431739293607,-9.14022504472975e-16,0.639616923304478,0.639596569067932
22,23,712,0.25,EUR,-0.0614261826688515,-2.41962402212521e-15,0.050476814784292,0.255134140523827
22,23,712,0.25,AFR,-0.00658676164159758,-1.09906109152727e-15,0.476183507444981,0.465589852155725
22,24,552,0.75,MELD_lambda0,-0.00732767757947256,-1.34411842263536e-15,0.922439050161192,0.92245456285583
22,24,552,0.75,MELD_lambda1,-0.00692411717130942,-1.70446653512161e-15,0.900839901815798,0.900822753264055
22,24,552,0.75,EUR,-0.0144333137580233,-3.09781638753011e-15,0.7431422244968,0.746694784901948
22,24,552,0.75,AFR,-0.0159225176248567,-1.72876812577609e-15,0.630023924278899,0.631842969281037
22,24,552,0.5,MELD_lambda0,-0.00744587857856068,-8.55270070049135e-16,0.839421193807112,0.83954034974951
22,24,552,0.5,MELD_lambda1,-0.00685419958066008,-1.78954765062288e-15,0.814946405149232,0.81486957760945
22,24,552,0.5,EUR,-0.0144333137580233,-3.09781638753011e-15,0.514763347164198,0.52016085704253
22,24,552,0.5,AFR,-0.0159225176248567,-1.72876812577609e-15,0.622711256434328,0.623677271912758
22,24,552,0.5,MELD_pooled,-0.00948357084928902,-1.81052596802839e-15,0.808112511919132,0.807525510973733
22,24,552,0.25,MELD_lambda0,-0.00908548366094853,-1.16528257855194e-15,0.762560336541626,0.762867675862161
22,24,552,0.25,MELD_lambda1,-0.00846870955141785,-7.53581178599304e-16,0.757817329572255,0.757866990220259
22,24,552,0.25,EUR,-0.0144333137580233,-3.09781638753011e-15,0.413147602693524,0.417068252973516
22,24,552,0.25,AFR,-0.0159225176248567,-1.72876812577609e-15,0.618939083338094,0.622745963766685
