trait,sweep_kind,sweep_id,pop,w
IPF,EUR_AFR,EUR_AFR_04,AMR,0
IPF,EUR_AFR,EUR_AFR_05,EUR,0.4
IPF,EUR_AFR,EUR_AFR_05,EAS,0
IPF,EUR_AFR,EUR_AFR_05,AFR,0.6
IPF,EUR_AFR,EUR_AFR_05,AMR,0
IPF,EUR_AFR,EUR_AFR_06,EUR,0.5
IPF,EUR_AFR,EUR_AFR_06,EAS,0
IPF,EUR_AFR,EUR_AFR_06,AFR,0.5
IPF,EUR_AFR,EUR_AFR_06,AMR,0
IPF,EUR_AFR,EUR_AFR_07,EUR,0.6
IPF,EUR_AFR,EUR_AFR_07,EAS,0
IPF,EUR_AFR,EUR_AFR_07,AFR,0.4
IPF,EUR_AFR,EUR_AFR_07,AMR,0
IPF,EUR_AFR,EUR_AFR_08,EUR,0.7
IPF,EUR_AFR,EUR_AFR_08,EAS,0
IPF,EUR_AFR,EUR_AFR_08,AFR,0.3
IPF,EUR_AFR,EUR_AFR_08,AMR,0
IPF,EUR_AFR,EUR_AFR_09,EUR,0.8
IPF,EUR_AFR,EUR_AFR_09,EAS,0
IPF,EUR_AFR,EUR_AFR_09,AFR,0.2
IPF,EUR_AFR,EUR_AFR_09,AMR,0
IPF,EUR_AFR,EUR_AFR_10,EUR,0.9
IPF,EUR_AFR,EUR_AFR_10,EAS,0
IPF,EUR_AFR,EUR_AFR_10,AFR,0.1
IPF,EUR_AFR,EUR_AFR_10,AMR,0
IPF,EUR_AFR,EUR_AFR_11,EUR,1
IPF,EUR_AFR,EUR_AFR_11,EAS,0
IPF,EUR_AFR,EUR_AFR_11,AFR,0
IPF,EUR_AFR,EUR_AFR_11,AMR,0
IPF,multi,equal,EUR,0.25
IPF,multi,equal,EAS,0.25
IPF,multi,equal,AFR,0.25
IPF,multi,equal,AMR,0.25
IPF,multi,reported,EUR,0.7737451330305
IPF,multi,reported,EAS,0.207348312783907
IPF,multi,reported,AFR,0.00692488643737833
IPF,multi,reported,AMR,0.0119816677482154
IPF,multi,w50rest,EUR,0.5
IPF,multi,w50rest,EAS,0.166666666666667
IPF,multi,w50rest,AFR,0.166666666666667
IPF,multi,w50rest,AMR,0.166666666666667
IPF,multi,w25rest,EUR,0.25
IPF,multi,w25rest,EAS,0.25
IPF,multi,w25rest,AFR,0.25
IPF,multi,w25rest,AMR,0.25
Stroke,EUR_EAS,EUR_EAS_01,EUR,0
Stroke,EUR_EAS,EUR_EAS_01,EAS,1
Stroke,EUR_EAS,EUR_EAS_01,AFR,0
Stroke,EUR_EAS,EUR_EAS_01,AMR,0
Stroke,EUR_EAS,EUR_EAS_02,EUR,0.1
Stroke,EUR_EAS,EUR_EAS_02,EAS,0.9
Stroke,EUR_EAS,EUR_EAS_02,AFR,0
Stroke,EUR_EAS,EUR_EAS_02,AMR,0
Stroke,EUR_EAS,EUR_EAS_03,EUR,0.2
Stroke,EUR_EAS,EUR_EAS_03,EAS,0.8
Stroke,EUR_EAS,EUR_EAS_03,AFR,0
Stroke,EUR_EAS,EUR_EAS_03,AMR,0
Stroke,EUR_EAS,EUR_EAS_04,EUR,0.3
Stroke,EUR_EAS,EUR_EAS_04,EAS,0.7
Stroke,EUR_EAS,EUR_EAS_04,AFR,0
Stroke,EUR_EAS,EUR_EAS_04,AMR,0
Stroke,EUR_EAS,EUR_EAS_05,EUR,0.4
Stroke,EUR_EAS,EUR_EAS_05,EAS,0.6
Stroke,EUR_EAS,EUR_EAS_05,AFR,0
Stroke,EUR_EAS,EUR_EAS_05,AMR,0
Stroke,EUR_EAS,EUR_EAS_06,EUR,0.5
Stroke,EUR_EAS,EUR_EAS_06,EAS,0.5
Stroke,EUR_EAS,EUR_EAS_06,AFR,0
Stroke,EUR_EAS,EUR_EAS_06,AMR,0
Stroke,EUR_EAS,EUR_EAS_07,EUR,0.6
Stroke,EUR_EAS,EUR_EAS_07,EAS,0.4
Stroke,EUR_EAS,EUR_EAS_07,AFR,0
Stroke,EUR_EAS,EUR_EAS_07,AMR,0
Stroke,EUR_EAS,EUR_EAS_08,EUR,0.7
Stroke,EUR_EAS,EUR_EAS_08,EAS,0.3
Stroke,EUR_EAS,EUR_EAS_08,AFR,0
Stroke,EUR_EAS,EUR_EAS_08,AMR,0
Stroke,EUR_EAS,EUR_EAS_09,EUR,0.8
Stroke,EUR_EAS,EUR_EAS_09,EAS,0.2
Stroke,EUR_EAS,EUR_EAS_09,AFR,0
Stroke,EUR_EAS,EUR_EAS_09,AMR,0
Stroke,EUR_EAS,EUR_EAS_10,EUR,0.9
Stroke,EUR_EAS,EUR_EAS_10,EAS,0.1
Stroke,EUR_EAS,EUR_EAS_10,AFR,0
Stroke,EUR_EAS,EUR_EAS_10,AMR,0
Stroke,EUR_EAS,EUR_EAS_11,EUR,1
Stroke,EUR_EAS,EUR_EAS_11,EAS,0
Stroke,EUR_EAS,EUR_EAS_11,AFR,0
Stroke,EUR_EAS,EUR_EAS_11,AMR,0
Stroke,EUR_AFR,EUR_AFR_01,EUR,0
Stroke,EUR_AFR,EUR_AFR_01,EAS,0
Stroke,EUR_AFR,EUR_AFR_01,AFR,1
Stroke,EUR_AFR,EUR_AFR_01,AMR,0
Stroke,EUR_AFR,EUR_AFR_02,EUR,0.1
Stroke,EUR_AFR,EUR_AFR_02,EAS,0
Stroke,EUR_AFR,EUR_AFR_02,AFR,0.9
Stroke,EUR_AFR,EUR_AFR_02,AMR,0
Stroke,EUR_AFR,EUR_AFR_03,EUR,0.2
Stroke,EUR_AFR,EUR_AFR_03,EAS,0
Stroke,EUR_AFR,EUR_AFR_03,AFR,0.8
Stroke,EUR_AFR,EUR_AFR_03,AMR,0
Stroke,EUR_AFR,EUR_AFR_04,EUR,0.3
Stroke,EUR_AFR,EUR_AFR_04,EAS,0
Stroke,EUR_AFR,EUR_AFR_04,AFR,0.7
Stroke,EUR_AFR,EUR_AFR_04,AMR,0
Stroke,EUR_AFR,EUR_AFR_05,EUR,0.4
Stroke,EUR_AFR,EUR_AFR_05,EAS,0
Stroke,EUR_AFR,EUR_AFR_05,AFR,0.6
Stroke,EUR_AFR,EUR_AFR_05,AMR,0
Stroke,EUR_AFR,EUR_AFR_06,EUR,0.5
Stroke,EUR_AFR,EUR_AFR_06,EAS,0
Stroke,EUR_AFR,EUR_AFR_06,AFR,0.5
Stroke,EUR_AFR,EUR_AFR_06,AMR,0
Stroke,EUR_AFR,EUR_AFR_07,EUR,0.6
Stroke,EUR_AFR,EUR_AFR_07,EAS,0
Stroke,EUR_AFR,EUR_AFR_07,AFR,0.4
Stroke,EUR_AFR,EUR_AFR_07,AMR,0
Stroke,EUR_AFR,EUR_AFR_08,EUR,0.7
Stroke,EUR_AFR,EUR_AFR_08,EAS,0
Stroke,EUR_AFR,EUR_AFR_08,AFR,0.3
Stroke,EUR_AFR,EUR_AFR_08,AMR,0
Stroke,EUR_AFR,EUR_AFR_09,EUR,0.8
Stroke,EUR_AFR,EUR_AFR_09,EAS,0
Stroke,EUR_AFR,EUR_AFR_09,AFR,0.2
Stroke,EUR_AFR,EUR_AFR_09,AMR,0
Stroke,EUR_AFR,EUR_AFR_10,EUR,0.9
Stroke,EUR_AFR,EUR_AFR_10,EAS,0
Stroke,EUR_AFR,EUR_AFR_10,AFR,0.1
Stroke,EUR_AFR,EUR_AFR_10,AMR,0
Stroke,EUR_AFR,EUR_AFR_11,EUR,1
Stroke,EUR_AFR,EUR_AFR_11,EAS,0
Stroke,EUR_AFR,EUR_AFR_11,AFR,0
Stroke,EUR_AFR,EUR_AFR_11,AMR,0
Stroke,multi,equal,EUR,0.25
Stroke,multi,equal,EAS,0.25
Stroke,multi,equal,AFR,0.25
Stroke,multi,equal,AMR,0.25
Stroke,multi,reported,EUR,0.770510166032471
Stroke,multi,reported,EAS,0.19936202373248
Stroke,multi,reported,AFR,0.0189606309485949
Stroke,multi,reported,AMR,0.011167179286454
Stroke,multi,w50rest,EUR,0.5
Stroke,multi,w50rest,EAS,0.166666666666667
Stroke,multi,w50rest,AFR,0.166666666666667
Stroke,multi,w50rest,AMR,0.166666666666667
Stroke,multi,w25rest,EUR,0.25
Stroke,multi,w25rest,EAS,0.25
Stroke,multi,w25rest,AFR,0.25
Stroke,multi,w25rest,AMR,0.25
VTE,EUR_EAS,EUR_EAS_01,EUR,0
VTE,EUR_EAS,EUR_EAS_01,EAS,1
VTE,EUR_EAS,EUR_EAS_01,AFR,0
VTE,EUR_EAS,EUR_EAS_01,AMR,0
VTE,EUR_EAS,EUR_EAS_02,EUR,0.1
VTE,EUR_EAS,EUR_EAS_02,EAS,0.9
VTE,EUR_EAS,EUR_EAS_02,AFR,0
VTE,EUR_EAS,EUR_EAS_02,AMR,0
VTE,EUR_EAS,EUR_EAS_03,EUR,0.2
VTE,EUR_EAS,EUR_EAS_03,EAS,0.8
VTE,EUR_EAS,EUR_EAS_03,AFR,0
VTE,EUR_EAS,EUR_EAS_03,AMR,0
VTE,EUR_EAS,EUR_EAS_04,EUR,0.3
VTE,EUR_EAS,EUR_EAS_04,EAS,0.7
VTE,EUR_EAS,EUR_EAS_04,AFR,0
VTE,EUR_EAS,EUR_EAS_04,AMR,0
VTE,EUR_EAS,EUR_EAS_05,EUR,0.4
VTE,EUR_EAS,EUR_EAS_05,EAS,0.6
VTE,EUR_EAS,EUR_EAS_05,AFR,0
VTE,EUR_EAS,EUR_EAS_05,AMR,0
VTE,EUR_EAS,EUR_EAS_06,EUR,0.5
VTE,EUR_EAS,EUR_EAS_06,EAS,0.5
VTE,EUR_EAS,EUR_EAS_06,AFR,0
VTE,EUR_EAS,EUR_EAS_06,AMR,0
VTE,EUR_EAS,EUR_EAS_07,EUR,0.6
VTE,EUR_EAS,EUR_EAS_07,EAS,0.4
VTE,EUR_EAS,EUR_EAS_07,AFR,0
VTE,EUR_EAS,EUR_EAS_07,AMR,0
VTE,EUR_EAS,EUR_EAS_08,EUR,0.7
VTE,EUR_EAS,EUR_EAS_08,EAS,0.3
VTE,EUR_EAS,EUR_EAS_08,AFR,0
VTE,EUR_EAS,EUR_EAS_08,AMR,0
VTE,EUR_EAS,EUR_EAS_09,EUR,0.8
VTE,EUR_EAS,EUR_EAS_09,EAS,0.2
VTE,EUR_EAS,EUR_EAS_09,AFR,0
VTE,EUR_EAS,EUR_EAS_09,AMR,0
VTE,EUR_EAS,EUR_EAS_10,EUR,0.9
VTE,EUR_EAS,EUR_EAS_10,EAS,0.1
VTE,EUR_EAS,EUR_EAS_10,AFR,0
VTE,EUR_EAS,EUR_EAS_10,AMR,0
VTE,EUR_EAS,EUR_EAS_11,EUR,1
VTE,EUR_EAS,EUR_EAS_11,EAS,0
VTE,EUR_EAS,EUR_EAS_11,AFR,0
VTE,EUR_EAS,EUR_EAS_11,AMR,0
VTE,EUR_AFR,EUR_AFR_01,EUR,0
VTE,EUR_AFR,EUR_AFR_01,EAS,0
VTE,EUR_AFR,EUR_AFR_01,AFR,1
VTE,EUR_AFR,EUR_AFR_01,AMR,0
VTE,EUR_AFR,EUR_AFR_02,EUR,0.1
VTE,EUR_AFR,EUR_AFR_02,EAS,0
VTE,EUR_AFR,EUR_AFR_02,AFR,0.9
VTE,EUR_AFR,EUR_AFR_02,AMR,0
VTE,EUR_AFR,EUR_AFR_03,EUR,0.2
VTE,EUR_AFR,EUR_AFR_03,EAS,0
VTE,EUR_AFR,EUR_AFR_03,AFR,0.8
VTE,EUR_AFR,EUR_AFR_03,AMR,0
VTE,EUR_AFR,EUR_AFR_04,EUR,0.3
VTE,EUR_AFR,EUR_AFR_04,EAS,0
VTE,EUR_AFR,EUR_AFR_04,AFR,0.7
VTE,EUR_AFR,EUR_AFR_04,AMR,0
VTE,EUR_AFR,EUR_AFR_05,EUR,0.4
VTE,EUR_AFR,EUR_AFR_05,EAS,0
VTE,EUR_AFR,EUR_AFR_05,AFR,0.6
VTE,EUR_AFR,EUR_AFR_05,AMR,0
VTE,EUR_AFR,EUR_AFR_06,EUR,0.5
VTE,EUR_AFR,EUR_AFR_06,EAS,0
VTE,EUR_AFR,EUR_AFR_06,AFR,0.5
VTE,EUR_AFR,EUR_AFR_06,AMR,0
VTE,EUR_AFR,EUR_AFR_07,EUR,0.6
VTE,EUR_AFR,EUR_AFR_07,EAS,0
VTE,EUR_AFR,EUR_AFR_07,AFR,0.4
VTE,EUR_AFR,EUR_AFR_07,AMR,0
VTE,EUR_AFR,EUR_AFR_08,EUR,0.7
VTE,EUR_AFR,EUR_AFR_08,EAS,0
VTE,EUR_AFR,EUR_AFR_08,AFR,0.3
VTE,EUR_AFR,EUR_AFR_08,AMR,0
VTE,EUR_AFR,EUR_AFR_09,EUR,0.8
VTE,EUR_AFR,EUR_AFR_09,EAS,0
VTE,EUR_AFR,EUR_AFR_09,AFR,0.2
VTE,EUR_AFR,EUR_AFR_09,AMR,0
VTE,EUR_AFR,EUR_AFR_10,EUR,0.9
VTE,EUR_AFR,EUR_AFR_10,EAS,0
VTE,EUR_AFR,EUR_AFR_10,AFR,0.1
VTE,EUR_AFR,EUR_AFR_10,AMR,0
VTE,EUR_AFR,EUR_AFR_11,EUR,1
VTE,EUR_AFR,EUR_AFR_11,EAS,0
VTE,EUR_AFR,EUR_AFR_11,AFR,0
VTE,EUR_AFR,EUR_AFR_11,AMR,0
VTE,multi,equal,EUR,0.25
VTE,multi,equal,EAS,0.25
VTE,multi,equal,AFR,0.25
VTE,multi,equal,AMR,0.25
VTE,multi,reported,EUR,0.881026062313681
VTE,multi,reported,EAS,0.0747008071785114
VTE,multi,reported,AFR,0.0312713133701507
VTE,multi,reported,AMR,0.0130018171376571
VTE,multi,w50rest,EUR,0.5
VTE,multi,w50rest,EAS,0.166666666666667
VTE,multi,w50rest,AFR,0.166666666666667
VTE,multi,w50rest,AMR,0.166666666666667
VTE,multi,w25rest,EUR,0.25
VTE,multi,w25rest,EAS,0.25
VTE,multi,w25rest,AFR,0.25
VTE,multi,w25rest,AMR,0.25
