gwas_pop,ld_pop,gwas,pgs_method,model,r,se,p,n
CSA,AMR,yengo_csa_ldamr,ptclump,yengo_csa_ldamr_0_0.01,0.161459257254504,0.035449753777694,6.09420036662344e-06,777
CSA,AMR,yengo_csa_ldamr,ptclump,yengo_csa_ldamr_0_0.1,0.156379236298397,0.0354791267022526,1.1923751086707e-05,777
CSA,AMR,yengo_csa_ldamr,ptclump,yengo_csa_ldamr_0_0.2,0.134226898914202,0.0355959972307122,0.000175074846822993,777
CSA,AMR,yengo_csa_ldamr,ptclump,yengo_csa_ldamr_0_0.3,0.12888708744407,0.0356214527368566,0.00031585017084943,777
CSA,AMR,yengo_csa_ldamr,ptclump,yengo_csa_ldamr_0_0.4,0.123913854232928,0.0356442160485403,0.000536469220301846,777
CSA,AMR,yengo_csa_ldamr,ptclump,yengo_csa_ldamr_0_0.5,0.128659226987486,0.0356225155930271,0.00032374486025162,777
CSA,AMR,yengo_csa_ldamr,ptclump,yengo_csa_ldamr_0_1,0.128511182993888,0.0356232051200684,0.000328972525475196,777
CSA,AMR,yengo_csa_ldamr,dbslmm,yengo_csa_ldamr_DBSLMM_0.8,0.226215081657699,0.0349898923069561,1.78956533839588e-10,777
CSA,AMR,yengo_csa_ldamr,dbslmm,yengo_csa_ldamr_DBSLMM_1,0.228899674655716,0.0349673569239712,1.07401061019053e-10,777
CSA,AMR,yengo_csa_ldamr,dbslmm,yengo_csa_ldamr_DBSLMM_1.2,0.229736580035424,0.0349602742993895,9.14771823193778e-11,777
CSA,AMR,yengo_csa_ldamr,quickprs,yengo_csa_ldamr_quickprs,0.20556196221854,0.0351539339273185,7.35454615135467e-09,777
CSA,AFR,yengo_csa_ldafr,ptclump,yengo_csa_ldafr_0_5e-08,0.155713957631034,0.0354829020778955,1.29992923697138e-05,777
CSA,AFR,yengo_csa_ldafr,ptclump,yengo_csa_ldafr_0_1e-06,0.186238818253671,0.0352926036768462,1.70604971388222e-07,777
CSA,AFR,yengo_csa_ldafr,ptclump,yengo_csa_ldafr_0_1e-04,0.220520946911845,0.0350367643220495,5.17465785268634e-10,777
CSA,AFR,yengo_csa_ldafr,ptclump,yengo_csa_ldafr_0_0.01,0.187511429861854,0.0352839077579634,1.4004891983223e-07,777
CSA,AFR,yengo_csa_ldafr,ptclump,yengo_csa_ldafr_0_0.1,0.191022364093446,0.0352595986732902,8.06777860413054e-08,777
CSA,AFR,yengo_csa_ldafr,ptclump,yengo_csa_ldafr_0_0.2,0.173798905676457,0.0353743836674573,1.09396742570229e-06,777
CSA,AFR,yengo_csa_ldafr,ptclump,yengo_csa_ldafr_0_0.3,0.170937047758754,0.0353923725280721,1.64743328827981e-06,777
CSA,AFR,yengo_csa_ldafr,ptclump,yengo_csa_ldafr_0_0.4,0.16021230410982,0.0354570529425401,7.19953469559868e-06,777
CSA,AFR,yengo_csa_ldafr,ptclump,yengo_csa_ldafr_0_0.5,0.164724105675532,0.0354303673104593,3.91560806503147e-06,777
CSA,AFR,yengo_csa_ldafr,ptclump,yengo_csa_ldafr_0_1,0.167037070262328,0.0354163916334391,2.84722044168237e-06,777
CSA,AFR,yengo_csa_ldafr,dbslmm,yengo_csa_ldafr_DBSLMM_0.8,0.244485858338283,0.0348309588852771,4.87670762224339e-12,777
CSA,AFR,yengo_csa_ldafr,dbslmm,yengo_csa_ldafr_DBSLMM_1,0.242863422022421,0.0348456015319111,6.79781108549199e-12,777
CSA,AFR,yengo_csa_ldafr,dbslmm,yengo_csa_ldafr_DBSLMM_1.2,0.240075164989586,0.0348705239265194,1.19625890990247e-11,777
CSA,AFR,yengo_csa_ldafr,quickprs,yengo_csa_ldafr_quickprs,0.237165977935238,0.0348962018251182,2.14121591146339e-11,777
AMR,EUR,yengo_amr_ldeur,ptclump,yengo_amr_ldeur_0_5e-08,0.192415217472388,0.0352498251486865,6.46370311887279e-08,777
AMR,EUR,yengo_amr_ldeur,ptclump,yengo_amr_ldeur_0_1e-06,0.19722451910784,0.0352155114111928,2.96886975510056e-08,777
AMR,EUR,yengo_amr_ldeur,ptclump,yengo_amr_ldeur_0_1e-04,0.216483607541195,0.0350692374645238,1.07975981035829e-09,777
AMR,EUR,yengo_amr_ldeur,ptclump,yengo_amr_ldeur_0_0.01,0.19338766543606,0.0352429578572146,5.53153025701323e-08,777
AMR,EUR,yengo_amr_ldeur,ptclump,yengo_amr_ldeur_0_0.1,0.183496724532989,0.0353111323410523,2.59822188702063e-07,777
AMR,EUR,yengo_amr_ldeur,ptclump,yengo_amr_ldeur_0_0.2,0.170330540986647,0.0353961453488607,1.79520826090827e-06,777
AMR,EUR,yengo_amr_ldeur,ptclump,yengo_amr_ldeur_0_0.3,0.152477117811114,0.0355010354877426,1.9688307659708e-05,777
AMR,EUR,yengo_amr_ldeur,ptclump,yengo_amr_ldeur_0_0.4,0.151075220233848,0.0355087681644479,2.3505228562611e-05,777
AMR,EUR,yengo_amr_ldeur,ptclump,yengo_amr_ldeur_0_0.5,0.152558502229681,0.0355005843368072,1.94858762553391e-05,777
AMR,EUR,yengo_amr_ldeur,ptclump,yengo_amr_ldeur_0_1,0.151093671863855,0.0355086668624981,2.34507107298245e-05,777
AMR,EUR,yengo_amr_ldeur,dbslmm,yengo_amr_ldeur_DBSLMM_0.8,0.264719034493787,0.0346395975685608,6.31826547262192e-14,777
AMR,EUR,yengo_amr_ldeur,dbslmm,yengo_amr_ldeur_DBSLMM_1,0.26461017380575,0.0346406707809316,6.47438054067706e-14,777
AMR,EUR,yengo_amr_ldeur,dbslmm,yengo_amr_ldeur_DBSLMM_1.2,0.263098850219951,0.0346555212751937,9.07530856201129e-14,777
AMR,EUR,yengo_amr_ldeur,quickprs,yengo_amr_ldeur_quickprs,0.224413578433385,0.0350048576502715,2.51181298615182e-10,777
AMR,EAS,yengo_amr_ldeas,ptclump,yengo_amr_ldeas_0_5e-08,0.195811594032128,0.0352256838051277,3.73889293091035e-08,777
AMR,EAS,yengo_amr_ldeas,ptclump,yengo_amr_ldeas_0_1e-06,0.225761146398812,0.0349936750925943,1.94969288908425e-10,777
AMR,EAS,yengo_amr_ldeas,ptclump,yengo_amr_ldeas_0_1e-04,0.250938895335857,0.0347716916899016,1.27071535277153e-12,777
AMR,EAS,yengo_amr_ldeas,ptclump,yengo_amr_ldeas_0_0.01,0.223158506177548,0.0350152092506285,3.17562083603178e-10,777
AMR,EAS,yengo_amr_ldeas,ptclump,yengo_amr_ldeas_0_0.1,0.213012935295779,0.0350966497692867,2.00902787162964e-09,777
AMR,EAS,yengo_amr_ldeas,ptclump,yengo_amr_ldeas_0_0.2,0.194807219828382,0.0352328685820451,4.40036243657877e-08,777
AMR,EAS,yengo_amr_ldeas,ptclump,yengo_amr_ldeas_0_0.3,0.185460903383095,0.0352978890589943,1.9235137682337e-07,777
AMR,EAS,yengo_amr_ldeas,ptclump,yengo_amr_ldeas_0_0.4,0.175710828079,0.0353621942264716,8.29068447163465e-07,777
AMR,EAS,yengo_amr_ldeas,ptclump,yengo_amr_ldeas_0_0.5,0.177720267009106,0.0353492347262917,6.1748170638675e-07,777
AMR,EAS,yengo_amr_ldeas,ptclump,yengo_amr_ldeas_0_1,0.174334803248599,0.035370980932092,1.01247672440604e-06,777
AMR,EAS,yengo_amr_ldeas,dbslmm,yengo_amr_ldeas_DBSLMM_0.8,0.289471120603505,0.0343831629901679,1.82834486300644e-16,777
AMR,EAS,yengo_amr_ldeas,dbslmm,yengo_amr_ldeas_DBSLMM_1,0.289709238235385,0.0343805751097739,1.72336573511719e-16,777
AMR,EAS,yengo_amr_ldeas,dbslmm,yengo_amr_ldeas_DBSLMM_1.2,0.288418994516927,0.034394569781493,2.37266761728753e-16,777
AMR,EAS,yengo_amr_ldeas,quickprs,yengo_amr_ldeas_quickprs,0.198329294373482,0.0352075045334833,2.47610140879406e-08,777
AMR,CSA,yengo_amr_ldcsa,ptclump,yengo_amr_ldcsa_0_5e-08,0.193928602441747,0.0352391222686449,5.07074278380589e-08,777
AMR,CSA,yengo_amr_ldcsa,ptclump,yengo_amr_ldcsa_0_1e-06,0.213320025047597,0.0350942430149428,1.90243611521925e-09,777
AMR,CSA,yengo_amr_ldcsa,ptclump,yengo_amr_ldcsa_0_1e-04,0.246669912195331,0.0348110837821398,3.1067261400618e-12,777
AMR,CSA,yengo_amr_ldcsa,ptclump,yengo_amr_ldcsa_0_0.01,0.227315587293908,0.0349806881979781,1.45273362279496e-10,777
AMR,CSA,yengo_amr_ldcsa,ptclump,yengo_amr_ldcsa_0_0.1,0.207938055861695,0.0351358977340831,4.88763824578436e-09,777
AMR,CSA,yengo_amr_ldcsa,ptclump,yengo_amr_ldcsa_0_0.2,0.189645122639579,0.0352691902000383,1.00288136462337e-07,777
AMR,CSA,yengo_amr_ldcsa,ptclump,yengo_amr_ldcsa_0_0.3,0.173572245146702,0.0353758196205468,1.1302980930451e-06,777
AMR,CSA,yengo_amr_ldcsa,ptclump,yengo_amr_ldcsa_0_0.4,0.168009606320174,0.0354104553939277,2.48697966522873e-06,777
AMR,CSA,yengo_amr_ldcsa,ptclump,yengo_amr_ldcsa_0_0.5,0.168775711830752,0.0354057542087673,2.23438256881435e-06,777
AMR,CSA,yengo_amr_ldcsa,ptclump,yengo_amr_ldcsa_0_1,0.169104369961545,0.0354037306592601,2.1337278218013e-06,777
AMR,CSA,yengo_amr_ldcsa,dbslmm,yengo_amr_ldcsa_DBSLMM_0.8,0.276571741094386,0.034519897432435,4.14100797351906e-15,777
AMR,CSA,yengo_amr_ldcsa,dbslmm,yengo_amr_ldcsa_DBSLMM_1,0.27569088035811,0.0345289880738353,5.09415887495375e-15,777
AMR,CSA,yengo_amr_ldcsa,dbslmm,yengo_amr_ldcsa_DBSLMM_1.2,0.273622133270213,0.0345502145679283,8.2620126643693e-15,777
AMR,CSA,yengo_amr_ldcsa,quickprs,yengo_amr_ldcsa_quickprs,0.218769062077294,0.0350509324799401,7.13277476545504e-10,777
AMR,AMR,yengo_amr_ldamr,ptclump,yengo_amr_ldamr_0_5e-08,0.209093445557476,0.0351270492415635,3.99986226076392e-09,777
AMR,AMR,yengo_amr_ldamr,ptclump,yengo_amr_ldamr_0_1e-06,0.222489707806219,0.0350207004207752,3.59625542889373e-10,777
AMR,AMR,yengo_amr_ldamr,ptclump,yengo_amr_ldamr_0_1e-04,0.238356660852317,0.0348857324053061,1.68881226526189e-11,777
AMR,AMR,yengo_amr_ldamr,ptclump,yengo_amr_ldamr_0_0.01,0.219383035585755,0.0350459805563727,6.37595396417487e-10,777
AMR,AMR,yengo_amr_ldamr,ptclump,yengo_amr_ldamr_0_0.1,0.201223376038303,0.0351863087914704,1.53158884281248e-08,777
AMR,AMR,yengo_amr_ldamr,ptclump,yengo_amr_ldamr_0_0.2,0.187220608689097,0.035285900385868,1.46527402218658e-07,777
AMR,AMR,yengo_amr_ldamr,ptclump,yengo_amr_ldamr_0_0.3,0.168146011122802,0.0354096199603093,2.44008821685788e-06,777
AMR,AMR,yengo_amr_ldamr,ptclump,yengo_amr_ldamr_0_0.4,0.166345061425475,0.0354205939830954,3.13343102210179e-06,777
AMR,AMR,yengo_amr_ldamr,ptclump,yengo_amr_ldamr_0_0.5,0.167573893322435,0.0354131193163205,2.64261647478456e-06,777
AMR,AMR,yengo_amr_ldamr,ptclump,yengo_amr_ldamr_0_1,0.169482658901232,0.0354013965157704,2.02325240274551e-06,777
AMR,AMR,yengo_amr_ldamr,dbslmm,yengo_amr_ldamr_DBSLMM_0.8,0.282690385280381,0.034455883828643,9.61978143270546e-16,777
AMR,AMR,yengo_amr_ldamr,dbslmm,yengo_amr_ldamr_DBSLMM_1,0.279956402436099,0.0344846747211838,1.85515760076111e-15,777
AMR,AMR,yengo_amr_ldamr,dbslmm,yengo_amr_ldamr_DBSLMM_1.2,0.27652644394356,0.0345203656729395,4.18543318648248e-15,777
AMR,AMR,yengo_amr_ldamr,quickprs,yengo_amr_ldamr_quickprs,0.272057004988034,0.0345661588381159,1.18791630041719e-14,777
AMR,AFR,yengo_amr_ldafr,ptclump,yengo_amr_ldafr_0_5e-08,0.198115598381385,0.0352090569301008,2.56478069987585e-08,777
AMR,AFR,yengo_amr_ldafr,ptclump,yengo_amr_ldafr_0_1e-06,0.204967970669567,0.0351584089147794,8.1393137484943e-09,777
AMR,AFR,yengo_amr_ldafr,ptclump,yengo_amr_ldafr_0_1e-04,0.240077406244747,0.0348705040160952,1.19571895975068e-11,777
AMR,AFR,yengo_amr_ldafr,ptclump,yengo_amr_ldafr_0_0.01,0.239954190433331,0.0348715983239801,1.22575977125691e-11,777
AMR,AFR,yengo_amr_ldafr,ptclump,yengo_amr_ldafr_0_0.1,0.199052836495905,0.0352022354180753,2.19735966174468e-08,777
AMR,AFR,yengo_amr_ldafr,ptclump,yengo_amr_ldafr_0_0.2,0.181041176329194,0.0353274834521563,3.76669337436884e-07,777
AMR,AFR,yengo_amr_ldafr,ptclump,yengo_amr_ldafr_0_0.3,0.173770817994657,0.035374561715073,1.09840786088565e-06,777
AMR,AFR,yengo_amr_ldafr,ptclump,yengo_amr_ldafr_0_0.4,0.174520652406825,0.035369798341076,9.85602747838223e-07,777
AMR,AFR,yengo_amr_ldafr,ptclump,yengo_amr_ldafr_0_0.5,0.171788171159031,0.0353870547544344,1.45959886868781e-06,777
AMR,AFR,yengo_amr_ldafr,ptclump,yengo_amr_ldafr_0_1,0.176812137682895,0.0353551103751089,7.05724876889047e-07,777
AMR,AFR,yengo_amr_ldafr,dbslmm,yengo_amr_ldafr_DBSLMM_0.8,0.256403458014453,0.0347202138152743,3.9480099086881e-13,777
AMR,AFR,yengo_amr_ldafr,dbslmm,yengo_amr_ldafr_DBSLMM_1,0.254502494303371,0.0347382559480757,5.94768824487218e-13,777
AMR,AFR,yengo_amr_ldafr,dbslmm,yengo_amr_ldafr_DBSLMM_1.2,0.251911574843049,0.0347626154118342,1.0341035993216e-12,777
AMR,AFR,yengo_amr_ldafr,quickprs,yengo_amr_ldafr_quickprs,0.250229303236803,0.0347782894049949,1.47601074938466e-12,777
AFR,EUR,yengo_afr_ldeur,ptclump,yengo_afr_ldeur_0_5e-08,0.135885130901851,0.035587878168217,0.000145106855591725,777
AFR,EUR,yengo_afr_ldeur,ptclump,yengo_afr_ldeur_0_1e-06,0.123690865241984,0.0356452153936395,0.000549119709405444,777
AFR,EUR,yengo_afr_ldeur,ptclump,yengo_afr_ldeur_0_1e-04,0.122513890699838,0.0356504598275659,0.000620611475915254,777
AFR,EUR,yengo_afr_ldeur,ptclump,yengo_afr_ldeur_0_0.01,0.141671215103746,0.0355587522334703,7.41096690161562e-05,777
AFR,EUR,yengo_afr_ldeur,ptclump,yengo_afr_ldeur_0_0.1,0.122015775306082,0.0356526640288873,0.000653395724353104,777
AFR,EUR,yengo_afr_ldeur,ptclump,yengo_afr_ldeur_0_0.2,0.126691235687662,0.0356316157329674,0.000400019493134021,777
AFR,EUR,yengo_afr_ldeur,ptclump,yengo_afr_ldeur_0_0.3,0.131442814937932,0.0356094004696511,0.000238797330364104,777
AFR,EUR,yengo_afr_ldeur,ptclump,yengo_afr_ldeur_0_0.4,0.131265962365704,0.0356102422222597,0.00024350307721596,777
AFR,EUR,yengo_afr_ldeur,ptclump,yengo_afr_ldeur_0_0.5,0.13072602034465,0.0356128050114064,0.000258412794779237,777
AFR,EUR,yengo_afr_ldeur,ptclump,yengo_afr_ldeur_0_1,0.126045543767199,0.0356345704002209,0.000428493139781188,777
AFR,EUR,yengo_afr_ldeur,dbslmm,yengo_afr_ldeur_DBSLMM_0.8,0.137544815105379,0.0355796502881801,0.000119990830078062,777
AFR,EUR,yengo_afr_ldeur,dbslmm,yengo_afr_ldeur_DBSLMM_1,0.140772085187064,0.0355633595428903,8.24079613541356e-05,777
AFR,EUR,yengo_afr_ldeur,dbslmm,yengo_afr_ldeur_DBSLMM_1.2,0.143353704073327,0.0355500504156161,6.06567852214513e-05,777
AFR,EUR,yengo_afr_ldeur,quickprs,yengo_afr_ldeur_quickprs,0.172355508986427,0.0353834949407485,1.3460014294842e-06,777
AFR,EAS,yengo_afr_ldeas,ptclump,yengo_afr_ldeas_0_5e-08,0.0583672932682961,0.0358598213311947,0.104005242341086,777
AFR,EAS,yengo_afr_ldeas,ptclump,yengo_afr_ldeas_0_1e-06,0.0452968981206739,0.0358841899056943,0.207217715020241,777
AFR,EAS,yengo_afr_ldeas,ptclump,yengo_afr_ldeas_0_1e-04,0.0655328768644484,0.0358438448767458,0.0678905614071114,777
AFR,EAS,yengo_afr_ldeas,ptclump,yengo_afr_ldeas_0_0.01,0.12706025762643,0.0356299202090839,0.00038454893742176,777
AFR,EAS,yengo_afr_ldeas,ptclump,yengo_afr_ldeas_0_0.1,0.11866760158532,0.0356672434944932,0.000918998361286066,777
AFR,EAS,yengo_afr_ldeas,ptclump,yengo_afr_ldeas_0_0.2,0.131796115268609,0.035607715437947,0.000229650485585893,777
AFR,EAS,yengo_afr_ldeas,ptclump,yengo_afr_ldeas_0_0.3,0.142611422883651,0.0355539024138788,6.62795278933045e-05,777
AFR,EAS,yengo_afr_ldeas,ptclump,yengo_afr_ldeas_0_0.4,0.143145268320019,0.0355511341347623,6.21884018092459e-05,777
AFR,EAS,yengo_afr_ldeas,ptclump,yengo_afr_ldeas_0_0.5,0.147345405232546,0.0355289855598506,3.73767960833785e-05,777
AFR,EAS,yengo_afr_ldeas,ptclump,yengo_afr_ldeas_0_1,0.151264526371807,0.0355077282466883,2.29515703400915e-05,777
AFR,EAS,yengo_afr_ldeas,dbslmm,yengo_afr_ldeas_DBSLMM_0.8,0.0793661369951561,0.0358077485991504,0.0269502492396367,777
AFR,EAS,yengo_afr_ldeas,dbslmm,yengo_afr_ldeas_DBSLMM_1,0.0859560211201065,0.0357881141276965,0.0165489088855893,777
AFR,EAS,yengo_afr_ldeas,dbslmm,yengo_afr_ldeas_DBSLMM_1.2,0.0916569465661815,0.0357698558285472,0.0105828103180145,777
AFR,EAS,yengo_afr_ldeas,quickprs,yengo_afr_ldeas_quickprs,0.120177782006088,0.0356607184396012,0.000788782137565152,777
AFR,CSA,yengo_afr_ldcsa,ptclump,yengo_afr_ldcsa_0_5e-08,0.118728910730513,0.0356669802253541,0.000913346319473906,777
AFR,CSA,yengo_afr_ldcsa,ptclump,yengo_afr_ldcsa_0_1e-06,0.0851703099071436,0.0357905379153678,0.0175683443284047,777
AFR,CSA,yengo_afr_ldcsa,ptclump,yengo_afr_ldcsa_0_1e-04,0.0663323814973481,0.0358419472246964,0.0645943215229105,777
AFR,CSA,yengo_afr_ldcsa,ptclump,yengo_afr_ldcsa_0_0.01,0.13601993807485,0.035587213659677,0.000142895485595219,777
AFR,CSA,yengo_afr_ldcsa,ptclump,yengo_afr_ldcsa_0_0.1,0.123309507937403,0.0356469202443368,0.000571399394407908,777
AFR,CSA,yengo_afr_ldcsa,ptclump,yengo_afr_ldcsa_0_0.2,0.123445103889297,0.0356463146776459,0.000563383077783731,777
AFR,CSA,yengo_afr_ldcsa,ptclump,yengo_afr_ldcsa_0_0.3,0.129087132122846,0.0356205180509737,0.000309067858445945,777
AFR,CSA,yengo_afr_ldcsa,ptclump,yengo_afr_ldcsa_0_0.4,0.12922053988879,0.0356198938990804,0.00030462071201607,777
AFR,CSA,yengo_afr_ldcsa,ptclump,yengo_afr_ldcsa_0_0.5,0.127341008107846,0.0356286269036223,0.000373154790078772,777
AFR,CSA,yengo_afr_ldcsa,ptclump,yengo_afr_ldcsa_0_1,0.127100705035299,0.0356297340628995,0.000382887623080676,777
AFR,CSA,yengo_afr_ldcsa,dbslmm,yengo_afr_ldcsa_DBSLMM_0.8,0.115284600485958,0.0356815568315566,0.00128597618451039,777
AFR,CSA,yengo_afr_ldcsa,dbslmm,yengo_afr_ldcsa_DBSLMM_1,0.119402033918586,0.0356640806793705,0.000853370891363698,777
AFR,CSA,yengo_afr_ldcsa,dbslmm,yengo_afr_ldcsa_DBSLMM_1.2,0.122735610852983,0.0356494757655623,0.000606515656570012,777
AFR,CSA,yengo_afr_ldcsa,quickprs,yengo_afr_ldcsa_quickprs,0.185596872853584,0.0352969668949499,1.88366690683089e-07,777
AFR,AMR,yengo_afr_ldamr,ptclump,yengo_afr_ldamr_0_5e-08,0.132349471829795,0.0356050670063174,0.000215981223935607,777
AFR,AMR,yengo_afr_ldamr,ptclump,yengo_afr_ldamr_0_1e-06,0.0947902508386715,0.0357593174566085,0.00819439886996932,777
AFR,AMR,yengo_afr_ldamr,ptclump,yengo_afr_ldamr_0_1e-04,0.0917167141845012,0.0357696581519679,0.0105320077994465,777
AFR,AMR,yengo_afr_ldamr,ptclump,yengo_afr_ldamr_0_0.01,0.151985276200215,0.0355037567447645,2.09548797733314e-05,777
AFR,AMR,yengo_afr_ldamr,ptclump,yengo_afr_ldamr_0_0.1,0.143673867738016,0.0355483826541799,5.83734284931046e-05,777
AFR,AMR,yengo_afr_ldamr,ptclump,yengo_afr_ldamr_0_0.2,0.147140843085671,0.0355300794383873,3.83275621832257e-05,777
AFR,AMR,yengo_afr_ldamr,ptclump,yengo_afr_ldamr_0_0.3,0.150697975893557,0.0355108365116465,2.46465904675285e-05,777
AFR,AMR,yengo_afr_ldamr,ptclump,yengo_afr_ldamr_0_0.4,0.152757575080188,0.0354994797464036,1.89990181496878e-05,777
AFR,AMR,yengo_afr_ldamr,ptclump,yengo_afr_ldamr_0_0.5,0.153308856607109,0.0354964131670179,1.77104168388978e-05,777
AFR,AMR,yengo_afr_ldamr,ptclump,yengo_afr_ldamr_0_1,0.150527664828168,0.0355117685558333,2.51789359071724e-05,777
AFR,AMR,yengo_afr_ldamr,dbslmm,yengo_afr_ldamr_DBSLMM_0.8,0.148229725600707,0.0355242388572219,3.35178565367341e-05,777
AFR,AMR,yengo_afr_ldamr,dbslmm,yengo_afr_ldamr_DBSLMM_1,0.154157631038677,0.0354916696231037,1.58876584809909e-05,777
AFR,AMR,yengo_afr_ldamr,dbslmm,yengo_afr_ldamr_DBSLMM_1.2,0.158826535589955,0.0354650965460771,8.65189892439873e-06,777
AFR,AMR,yengo_afr_ldamr,quickprs,yengo_afr_ldamr_quickprs,0.131055056949156,0.0356112445461616,0.000249228402539551,777
AFR,AFR,yengo_afr_ldafr,ptclump,yengo_afr_ldafr_0_5e-08,0.0868800377425774,0.0357852349988786,0.0154166868019039,777
AFR,AFR,yengo_afr_ldafr,ptclump,yengo_afr_ldafr_0_1e-06,0.0851937360270587,0.0357904659739786,0.0175371726409363,777
AFR,AFR,yengo_afr_ldafr,ptclump,yengo_afr_ldafr_0_1e-04,0.0797108101145638,0.0358067607015298,0.0262917124562074,777
AFR,AFR,yengo_afr_ldafr,ptclump,yengo_afr_ldafr_0_0.01,0.143134467957327,0.035551190245173,6.22687519537535e-05,777
AFR,AFR,yengo_afr_ldafr,ptclump,yengo_afr_ldafr_0_0.1,0.120337391746572,0.0356600239203081,0.000776067841592991,777
AFR,AFR,yengo_afr_ldafr,ptclump,yengo_afr_ldafr_0_0.2,0.124640457464075,0.0356409470270461,0.000497103648402817,777
AFR,AFR,yengo_afr_ldafr,ptclump,yengo_afr_ldafr_0_0.3,0.128785242642282,0.0356219280287744,0.000319356295716085,777
AFR,AFR,yengo_afr_ldafr,ptclump,yengo_afr_ldafr_0_0.4,0.133705322349216,0.0355985299945774,0.0001856425996243,777
AFR,AFR,yengo_afr_ldafr,ptclump,yengo_afr_ldafr_0_0.5,0.137748681959552,0.0355786325984029,0.000117204650271656,777
AFR,AFR,yengo_afr_ldafr,ptclump,yengo_afr_ldafr_0_1,0.136720792897521,0.0355837480988247,0.000131900159581439,777
AFR,AFR,yengo_afr_ldafr,dbslmm,yengo_afr_ldafr_DBSLMM_0.8,0.171935005536163,0.0353861345886243,1.42934611346512e-06,777
AFR,AFR,yengo_afr_ldafr,dbslmm,yengo_afr_ldafr_DBSLMM_1,0.177158610354396,0.0353528723435374,6.7071443133908e-07,777
AFR,AFR,yengo_afr_ldafr,dbslmm,yengo_afr_ldafr_DBSLMM_1.2,0.180984437684434,0.0353278585733065,3.79892927564788e-07,777
AFR,AFR,yengo_afr_ldafr,quickprs,yengo_afr_ldafr_quickprs,0.226889490556473,0.0349842574563792,1.57508977876305e-10,777
