trait,sweep_kind,sweep_id,best_sp_name,adv,adv_lo,adv_hi,eff_groups,mean_B_diag
Stroke,EUR_AFR,EUR_AFR_07,EUR,0.109231988240338,0.0881768828553924,0.131043231307162,1.92307692307692,0.033599371014968
Stroke,EUR_AFR,EUR_AFR_08,EUR,0.0818192528906233,0.0619445348698671,0.104878558765375,1.72413793103448,0.029399449638097
Stroke,EUR_AFR,EUR_AFR_09,EUR,0.0698731338850491,0.0522947000634115,0.0869981865927772,1.47058823529412,0.0223995806766453
Stroke,EUR_AFR,EUR_AFR_10,EUR,0.0262913472100156,0.0154908756849051,0.037627712647934,1.21951219512195,0.012599764130613
Stroke,EUR_AFR,EUR_AFR_11,EUR,-1.91822767456646e-16,-1.71454529413306e-15,1.30978600953732e-15,1,0
Stroke,EUR_EAS,EUR_EAS_01,EAS,1.48515965678567e-16,-8.75556153953431e-16,1.07715576711669e-15,1,0
Stroke,EUR_EAS,EUR_EAS_02,EAS,0.0106950425200192,0.00436035368643431,0.0166955207604407,1.21951219512195,0.0130530190151814
Stroke,EUR_EAS,EUR_EAS_03,EAS,0.0129888724595833,0.00109912975719528,0.0260035902320567,1.47058823529412,0.0232053671381002
Stroke,EUR_EAS,EUR_EAS_04,EAS,0.0182790591205744,0.0079517742098836,0.0291047289040645,1.72413793103448,0.0304570443687565
Stroke,EUR_EAS,EUR_EAS_05,EAS,0.0334552171994494,0.01720250528875,0.0496745875147406,1.92307692307692,0.0348080507071503
Stroke,EUR_EAS,EUR_EAS_06,EAS,0.0378545425925257,0.0271937175118928,0.0485775800116541,2,0.0362583861532816
Stroke,EUR_EAS,EUR_EAS_07,EAS,0.0565695351215485,0.0442139863983261,0.070774518116896,1.92307692307692,0.0348080507071503
Stroke,EUR_EAS,EUR_EAS_08,EUR,0.0500728794558369,0.039751642760859,0.0609755683410443,1.72413793103448,0.0304570443687565
Stroke,EUR_EAS,EUR_EAS_09,EUR,0.0472392180525495,0.0330011459886443,0.0629774836609399,1.47058823529412,0.0232053671381002
Stroke,EUR_EAS,EUR_EAS_10,EUR,0.0274668196008692,0.0210749561076923,0.033966026921305,1.21951219512195,0.0130530190151814
Stroke,EUR_EAS,EUR_EAS_11,EUR,1.64885677428515e-16,-1.84833239078606e-15,2.12852317983976e-15,1,0
Stroke,multi,equal,EUR,0.109906441850289,0.0896279017637685,0.131856479857032,4,0.0456341487509252
Stroke,multi,reported,EUR,0.0536325547779857,0.0443661643143106,0.0629983024266626,1.57749770477392,0.0256130356780597
Stroke,multi,w25rest,EUR,0.122977970114279,0.105298763850716,0.141943146456288,4,0.0456341487509252
Stroke,multi,w50rest,EUR,0.101776014949126,0.0823047987272018,0.122016115881415,3,0.0374407960096805
VTE,EUR_AFR,EUR_AFR_01,AFR,-0.000490571315969653,-0.00169443855605722,0.000156903490588966,1,0
VTE,EUR_AFR,EUR_AFR_02,AFR,0.059604828876054,0.0443719088861171,0.0734787790368834,1.21951219512195,0.0142617611174606
VTE,EUR_AFR,EUR_AFR_03,AFR,0.0883280978971769,0.0699709526446192,0.10623218358154,1.47058823529412,0.0253542419865965
VTE,EUR_AFR,EUR_AFR_04,AFR,0.121644220186973,0.0918003043910832,0.147012409177064,1.72413793103448,0.033277442607408
VTE,EUR_AFR,EUR_AFR_05,AFR,0.141858117787197,0.112864071070771,0.171345834696653,1.92307692307692,0.0380313629798948
VTE,EUR_AFR,EUR_AFR_06,EUR,0.1619880684178,0.129055078237884,0.199184317826435,2,0.0396160031040571
VTE,EUR_AFR,EUR_AFR_07,EUR,0.108572574466646,0.0914755776222192,0.128005464710717,1.92307692307692,0.0380313629798948
VTE,EUR_AFR,EUR_AFR_08,EUR,0.0919413917939584,0.0703756966228791,0.114560063017917,1.72413793103448,0.033277442607408
VTE,EUR_AFR,EUR_AFR_09,EUR,0.064067953990777,0.0458411168746669,0.0834542551977538,1.47058823529412,0.0253542419865965
VTE,EUR_AFR,EUR_AFR_10,EUR,0.0370496587405511,0.0253962233869848,0.0495249562475094,1.21951219512195,0.0142617611174606
VTE,EUR_AFR,EUR_AFR_11,EUR,9.62235329967179e-17,-1.33627323571427e-15,1.57676725739888e-15,1,0
VTE,EUR_EAS,EUR_EAS_01,EAS,7.98019439247275e-16,-7.16292657196739e-16,2.43916406071678e-15,1,0
VTE,EUR_EAS,EUR_EAS_02,EUR,0.0342263577775133,0.020761689469019,0.0484970670998147,1.21951219512195,0.0136378645663593
VTE,EUR_EAS,EUR_EAS_03,EUR,0.0145057842959625,0.00277192675628512,0.0266235358362464,1.47058823529412,0.0242450925624165
VTE,EUR_EAS,EUR_EAS_04,EUR,0.0120540448826568,0.00233490460107705,0.0215408102286051,1.72413793103448,0.0318216839881716
VTE,EUR_EAS,EUR_EAS_05,EUR,0.000553788099345976,-0.0138459169777841,0.0131904367184474,1.92307692307692,0.0363676388436247
VTE,EUR_EAS,EUR_EAS_06,EUR,0.00309473691943481,-0.00550637686473719,0.0111907650001792,2,0.0378829571287757
VTE,EUR_EAS,EUR_EAS_07,EUR,0.00604998248109969,-0.00393795932475709,0.0165931341132035,1.92307692307692,0.0363676388436247
VTE,EUR_EAS,EUR_EAS_08,EUR,0.00192337900286097,-0.00577007838717074,0.00948626052073713,1.72413793103448,0.0318216839881716
VTE,EUR_EAS,EUR_EAS_09,EUR,0.00599639219486325,0.000563697337793845,0.0115433558286611,1.47058823529412,0.0242450925624165
VTE,EUR_EAS,EUR_EAS_10,EUR,0.00965308627218207,0.00579471329050552,0.0132150256323436,1.21951219512195,0.0136378645663593
VTE,EUR_EAS,EUR_EAS_11,EUR,-1.06499638754325e-15,-2.4064754893492e-15,2.39920000426017e-16,1,0
VTE,multi,equal,EUR,0.113203790934668,0.0932680710058968,0.134162355141795,4,0.0500492536139121
VTE,multi,reported,EUR,0.0218124839683775,0.0150534268348971,0.0284383584464437,1.27724674589357,0.0153281945038004
VTE,multi,w25rest,EUR,0.130624260680161,0.108567777209032,0.153183752371954,4,0.0500492536139121
VTE,multi,w50rest,EUR,0.0876121947049301,0.0661587414490268,0.112490445912724,3,0.040798711503573
