chr,block_id,m,afr_treatment,w_eur,perm,r2
22,1,255,corrected,0.5,5,0.78993172443848
22,1,255,corrected,0.5,6,0.79276711666856
22,1,255,corrected,0.5,7,0.783349182340077
22,1,255,corrected,0.5,8,0.794574802989357
22,1,255,corrected,0.5,0,0.790841255672894
22,1,255,corrected,0.5,-1,0.799953424768917
22,1,255,corrected,0.25,1,0.755066970861429
22,1,255,corrected,0.25,2,0.750546781885417
22,1,255,corrected,0.25,3,0.751059963920482
22,1,255,corrected,0.25,4,0.758493974364287
22,1,255,corrected,0.25,5,0.750911109311421
22,1,255,corrected,0.25,6,0.752937770264396
22,1,255,corrected,0.25,7,0.743797278891921
22,1,255,corrected,0.25,8,0.758407477429166
22,1,255,corrected,0.25,0,0.750586811018521
22,1,255,corrected,0.25,-1,0.761158802013959
22,2,310,original,0.75,1,0.732833633697731
22,2,310,original,0.75,2,0.754220076432161
22,2,310,original,0.75,3,0.766409699691366
22,2,310,original,0.75,4,0.761207386420381
22,2,310,original,0.75,5,0.735728282225219
22,2,310,original,0.75,6,0.748938104934801
22,2,310,original,0.75,7,0.748520362935642
22,2,310,original,0.75,8,0.765241936155459
22,2,310,original,0.75,0,0.767696239178662
22,2,310,original,0.75,-1,0.757647762201402
22,2,310,original,0.5,1,0.619659072552491
22,2,310,original,0.5,2,0.653166009087416
22,2,310,original,0.5,3,0.662655949626946
22,2,310,original,0.5,4,0.649736706875818
22,2,310,original,0.5,5,0.619616682314767
22,2,310,original,0.5,6,0.638131754293506
22,2,310,original,0.5,7,0.639169779318771
22,2,310,original,0.5,8,0.650737247404096
22,2,310,original,0.5,0,0.65641310141894
22,2,310,original,0.5,-1,0.65130019218705
22,2,310,original,0.25,1,0.583603026216797
22,2,310,original,0.25,2,0.599673586075686
22,2,310,original,0.25,3,0.608534752642903
22,2,310,original,0.25,4,0.602707084096215
22,2,310,original,0.25,5,0.57483552464992
22,2,310,original,0.25,6,0.585200779546021
22,2,310,original,0.25,7,0.592040646747565
22,2,310,original,0.25,8,0.593302112911999
22,2,310,original,0.25,0,0.596992657314764
22,2,310,original,0.25,-1,0.59964066230395
22,2,310,corrected,0.75,1,0.764519584299795
22,2,310,corrected,0.75,2,0.769293402693581
22,2,310,corrected,0.75,3,0.766961192092597
22,2,310,corrected,0.75,4,0.755754134918701
22,2,310,corrected,0.75,5,0.767248316815584
22,2,310,corrected,0.75,6,0.751233760957413
22,2,310,corrected,0.75,7,0.76275239807313
22,2,310,corrected,0.75,8,0.752367355309107
22,2,310,corrected,0.75,0,0.765841443439504
22,2,310,corrected,0.75,-1,0.756421831539955
22,2,310,corrected,0.5,1,0.668993786205767
22,2,310,corrected,0.5,2,0.66047833133332
22,2,310,corrected,0.5,3,0.667223440429617
22,2,310,corrected,0.5,4,0.640336595957677
22,2,310,corrected,0.5,5,0.654399527737284
22,2,310,corrected,0.5,6,0.634562811104048
22,2,310,corrected,0.5,7,0.646153989605943
22,2,310,corrected,0.5,8,0.647461789464502
22,2,310,corrected,0.5,0,0.658295095359857
22,2,310,corrected,0.5,-1,0.651360257050426
22,2,310,corrected,0.25,1,0.626161258637329
22,2,310,corrected,0.25,2,0.615692230756015
22,2,310,corrected,0.25,3,0.627317674779407
22,2,310,corrected,0.25,4,0.59994194568425
22,2,310,corrected,0.25,5,0.610832859503322
22,2,310,corrected,0.25,6,0.598570549893032
22,2,310,corrected,0.25,7,0.603054760437462
22,2,310,corrected,0.25,8,0.610564949987543
22,2,310,corrected,0.25,0,0.613630515632965
22,2,310,corrected,0.25,-1,0.611762645815996
22,3,715,original,0.75,1,0.885573838165495
22,3,715,original,0.75,2,0.892643231907425
22,3,715,original,0.75,3,0.902735746355141
22,3,715,original,0.75,4,0.893973070873925
22,3,715,original,0.75,5,0.893338919817088
22,3,715,original,0.75,6,0.890906539452366
22,3,715,original,0.75,7,0.892020774221185
22,3,715,original,0.75,8,0.890755382551201
22,3,715,original,0.75,0,0.904141186795446
22,3,715,original,0.75,-1,0.900599779131347
22,3,715,original,0.5,1,0.787421438018531
22,3,715,original,0.5,2,0.796186144874812
22,3,715,original,0.5,3,0.817957018235001
22,3,715,original,0.5,4,0.80010633435941
22,3,715,original,0.5,5,0.809476044823485
22,3,715,original,0.5,6,0.792279409099101
22,3,715,original,0.5,7,0.799169527244346
22,3,715,original,0.5,8,0.80291528542632
22,3,715,original,0.5,0,0.817409691829856
22,3,715,original,0.5,-1,0.820032637568862
22,3,715,original,0.25,1,0.712849292160791
22,3,715,original,0.25,2,0.720687550268344
22,3,715,original,0.25,3,0.734066072869461
22,3,715,original,0.25,4,0.728382442517049
22,3,715,original,0.25,5,0.732378173248403
22,3,715,original,0.25,6,0.711529802752693
22,3,715,original,0.25,7,0.724861452459253
22,3,715,original,0.25,8,0.727524291985116
22,3,715,original,0.25,0,0.734870513734435
22,3,715,original,0.25,-1,0.748087329050602
22,3,715,corrected,0.75,1,0.896317024271074
22,3,715,corrected,0.75,2,0.89331189371067
22,3,715,corrected,0.75,3,0.89616701718718
22,3,715,corrected,0.75,4,0.900696583039474
22,3,715,corrected,0.75,5,0.897259410932763
22,3,715,corrected,0.75,6,0.893631727338714
22,3,715,corrected,0.75,7,0.895195493619043
22,3,715,corrected,0.75,8,0.901433510380355
22,3,715,corrected,0.75,0,0.906112681747429
22,3,715,corrected,0.75,-1,0.904139224231778
22,3,715,corrected,0.5,1,0.806017723266251
22,3,715,corrected,0.5,2,0.811258505359316
22,3,715,corrected,0.5,3,0.808454013858424
22,3,715,corrected,0.5,4,0.824088375826896
22,3,715,corrected,0.5,5,0.808699889749529
22,3,715,corrected,0.5,6,0.811427937619364
22,3,715,corrected,0.5,7,0.809384250200239
22,3,715,corrected,0.5,8,0.813506766260005
22,3,715,corrected,0.5,0,0.826819371263552
22,3,715,corrected,0.5,-1,0.829555789883842
22,3,715,corrected,0.25,1,0.734785568449855
22,3,715,corrected,0.25,2,0.753218420482727
22,3,715,corrected,0.25,3,0.737716748143759
22,3,715,corrected,0.25,4,0.76096034466996
22,3,715,corrected,0.25,5,0.743274591187044
22,3,715,corrected,0.25,6,0.749953288023232
22,3,715,corrected,0.25,7,0.740897077630226
22,3,715,corrected,0.25,8,0.747396625801843
22,3,715,corrected,0.25,0,0.758380965788731
22,3,715,corrected,0.25,-1,0.767422358539296
22,4,809,original,0.75,1,0.925979448336914
22,4,809,original,0.75,2,0.928910144243129
22,4,809,original,0.75,3,0.934398585939149
22,4,809,original,0.75,4,0.930349242013698
22,4,809,original,0.75,5,0.927630216352981
22,4,809,original,0.75,6,0.934378723410977
22,4,809,original,0.75,7,0.928074252383902
22,4,809,original,0.75,8,0.932097299566435
22,4,809,original,0.75,0,0.935721539931589
22,4,809,original,0.75,-1,0.933522832672192
22,4,809,original,0.5,1,0.882036792890749
22,4,809,original,0.5,2,0.880319642012095
22,4,809,original,0.5,3,0.884932849226321
22,4,809,original,0.5,4,0.881787682824744
22,4,809,original,0.5,5,0.877850294806139
22,4,809,original,0.5,6,0.88625008557062
22,4,809,original,0.5,7,0.886717521759049
22,4,809,original,0.5,8,0.886049493735772
22,4,809,original,0.5,0,0.890441572669496
22,4,809,original,0.5,-1,0.889691198080371
22,4,809,original,0.25,1,0.84644400717691
22,4,809,original,0.25,2,0.846759271678828
22,4,809,original,0.25,3,0.84824860944146
22,4,809,original,0.25,4,0.849847021036901
22,4,809,original,0.25,5,0.846191567249518
22,4,809,original,0.25,6,0.8468861959954
22,4,809,original,0.25,7,0.854348391911479
22,4,809,original,0.25,8,0.850789371286678
22,4,809,original,0.25,0,0.847620274225904
22,4,809,original,0.25,-1,0.852940439785798
22,4,809,corrected,0.75,1,0.930311689309825
22,4,809,corrected,0.75,2,0.924675656382804
22,4,809,corrected,0.75,3,0.929226216017616
22,4,809,corrected,0.75,4,0.930644616320351
22,4,809,corrected,0.75,5,0.931016254270004
22,4,809,corrected,0.75,6,0.926753765193119
22,4,809,corrected,0.75,7,0.932491063423059
22,4,809,corrected,0.75,8,0.930827320363452
22,4,809,corrected,0.75,0,0.935297404406714
22,4,809,corrected,0.75,-1,0.933758903093365
22,4,809,corrected,0.5,1,0.880863190783378
22,4,809,corrected,0.5,2,0.872332322702212
22,4,809,corrected,0.5,3,0.881120982175884
22,4,809,corrected,0.5,4,0.887291763433001
22,4,809,corrected,0.5,5,0.886568591549915
22,4,809,corrected,0.5,6,0.878040040991561
22,4,809,corrected,0.5,7,0.883409790688994
22,4,809,corrected,0.5,8,0.879250765245756
22,4,809,corrected,0.5,0,0.889842597925655
22,4,809,corrected,0.5,-1,0.889693447867573
22,4,809,corrected,0.25,1,0.849666322469995
22,4,809,corrected,0.25,2,0.842309076297403
22,4,809,corrected,0.25,3,0.848600184979186
22,4,809,corrected,0.25,4,0.8583365713878
22,4,809,corrected,0.25,5,0.855871538324804
22,4,809,corrected,0.25,6,0.850505907260881
22,4,809,corrected,0.25,7,0.849463116942685
22,4,809,corrected,0.25,8,0.847157878542082
22,4,809,corrected,0.25,0,0.854212568925947
22,4,809,corrected,0.25,-1,0.857627152579121
22,5,417,original,0.75,1,0.787410255441344
22,5,417,original,0.75,2,0.806576650013472
22,5,417,original,0.75,3,0.817100114881748
22,5,417,original,0.75,4,0.811310273457481
22,5,417,original,0.75,5,0.790717637005396
22,5,417,original,0.75,6,0.812752691606762
22,5,417,original,0.75,7,0.82029237921437
22,5,417,original,0.75,8,0.838409257925312
22,5,417,original,0.75,0,0.82312208652314
22,5,417,original,0.75,-1,0.816153082044284
22,5,417,original,0.5,1,0.75931835437428
22,5,417,original,0.5,2,0.751687732367805
22,5,417,original,0.5,3,0.767431277295046
22,5,417,original,0.5,4,0.765909597977045
22,5,417,original,0.5,5,0.751533655929535
22,5,417,original,0.5,6,0.763385422336937
22,5,417,original,0.5,7,0.777144334981954
22,5,417,original,0.5,8,0.788292557108497
22,5,417,original,0.5,0,0.770904422444143
22,5,417,original,0.5,-1,0.764899695381034
22,5,417,original,0.25,1,0.737069192645655
22,5,417,original,0.25,2,0.718999809510055
22,5,417,original,0.25,3,0.735432483318351
22,5,417,original,0.25,4,0.739037046749222
22,5,417,original,0.25,5,0.728438971972338
