trait,chr,block_id,m,candidate,min_eig_pre,min_eig_post
Asthma,22,17,448,MELD_lambda0_equal,-0.014801254492786,-2.08130451088962e-15
Asthma,22,17,448,MELD_lambda1_afproj,-0.036864235520602,-4.26958856849081e-15
Asthma,22,17,448,EUR,-0.0532748497421442,-1.12049416160814e-14
Asthma,22,17,448,EAS,-0.0870271247021809,-9.68251684983457e-15
Asthma,22,17,448,AFR,-0.0604084544832305,-5.21847241259883e-15
Asthma,22,17,448,CSA,-0.0362189795368342,-1.0177313767387e-14
Asthma,22,17,448,AMR,-0.0311222309855676,-1.72397480254958e-14
Asthma,22,18,333,MELD_lambda0_afproj,-0.001038691842825,-1.36006677073458e-15
Asthma,22,18,333,MELD_lambda0_reportN,-0.000876022762131517,-2.32010799604616e-15
Asthma,22,18,333,MELD_lambda0_equal,-0.00028942319082767,-1.43493251446999e-15
Asthma,22,18,333,MELD_lambda1_afproj,-0.000837919200119011,-1.52689179020068e-15
Asthma,22,18,333,EUR,-0.0222664850597749,-4.86422996451593e-15
Asthma,22,18,333,EAS,-0.00586288849207865,-2.99392126820239e-15
Asthma,22,18,333,AFR,-0.0055048060009629,-5.80355267636198e-16
Asthma,22,18,333,CSA,-0.0513156619728203,-5.67511841309546e-15
Asthma,22,18,333,AMR,-0.00718182079085286,-2.25051123614313e-15
Asthma,22,19,658,MELD_lambda0_afproj,-0.00726829409406586,-3.02285572095977e-15
Asthma,22,19,658,MELD_lambda0_reportN,-0.006997912478686,-2.1038707351367e-15
Asthma,22,19,658,MELD_lambda0_equal,-0.000674450727020394,-1.69295438936207e-15
Asthma,22,19,658,MELD_lambda1_afproj,-0.00713438154578429,-2.52152838959428e-15
Asthma,22,19,658,EUR,-0.0142015318331692,-3.31615411117929e-15
Asthma,22,19,658,EAS,-0.0158298235261111,-5.08075475767652e-15
Asthma,22,19,658,AFR,-0.0104966426785183,-2.11433867526471e-15
Asthma,22,19,658,CSA,-0.0135306638979456,-4.21259946467544e-15
Asthma,22,19,658,AMR,-0.0197185000577249,-1.58278836467269e-14
Asthma,22,20,578,MELD_lambda0_afproj,-0.0325915784354655,-1.50939803637289e-15
Asthma,22,20,578,MELD_lambda0_reportN,-0.0315145797589033,-2.23456625035341e-15
Asthma,22,20,578,MELD_lambda0_equal,-0.0137489138953551,-4.05297127833667e-16
Asthma,22,20,578,MELD_lambda1_afproj,-0.0303611625741463,-1.80633738430292e-15
Asthma,22,20,578,EUR,-0.0583703292935555,-1.8136544902448e-15
Asthma,22,20,578,EAS,-0.096088551545862,-2.11060636992016e-15
Asthma,22,20,578,AFR,-0.253413716857109,-1.2966629559258e-15
Asthma,22,20,578,CSA,-0.115701510177366,-2.37745962355164e-15
Asthma,22,20,578,AMR,-0.134093966395306,-4.41609506246844e-15
Asthma,22,21,351,MELD_lambda0_afproj,-0.00121951551693734,-3.91483423552394e-16
Asthma,22,21,351,MELD_lambda0_reportN,-0.00112369771649727,-7.40466926955784e-16
Asthma,22,21,351,MELD_lambda0_equal,-5.71985510180488e-05,-3.55041364202417e-16
Asthma,22,21,351,MELD_lambda1_afproj,-0.00118911508976933,-5.21638374399583e-17
Asthma,22,21,351,EUR,-0.00291907351570583,-2.41297571156272e-15
Asthma,22,21,351,EAS,-0.00249450523302475,-1.4771217228292e-15
Asthma,22,21,351,AFR,-1.99974242587188e-16,-4.9114224150807e-16
Asthma,22,21,351,CSA,-0.00122379749196409,-1.51259994436387e-15
Asthma,22,21,351,AMR,-0.00172283863243918,-8.24963146379893e-16
Asthma,22,22,629,MELD_lambda0_afproj,-0.0206417966219345,-1.08745366236144e-15
Asthma,22,22,629,MELD_lambda0_reportN,-0.0196023325500521,-1.1278668196062e-15
Asthma,22,22,629,MELD_lambda0_equal,-0.00506597684636533,8.16104873363306e-17
Asthma,22,22,629,MELD_lambda1_afproj,-0.0196985535843514,-6.41812177269968e-15
Asthma,22,22,629,EUR,-0.0419442673661233,-5.22855393612535e-15
Asthma,22,22,629,EAS,-0.0468838565656646,-3.23008117157483e-15
Asthma,22,22,629,AFR,-0.100841912749747,-1.00764236298942e-15
Asthma,22,22,629,CSA,-0.0424593046441319,-2.10596998823554e-15
Asthma,22,22,629,AMR,-0.0809233190076125,-4.89325834268243e-15
Asthma,22,23,544,MELD_lambda0_afproj,-0.0796089299723228,-8.65579629770501e-16
Asthma,22,23,544,MELD_lambda0_reportN,-0.0769513333096483,-1.33228820182688e-15
Asthma,22,23,544,MELD_lambda0_equal,-0.0449365387426175,-1.2713664472748e-15
Asthma,22,23,544,MELD_lambda1_afproj,-0.0672282410725555,-1.15170083773913e-15
Asthma,22,23,544,EUR,-0.136478734701934,-1.57654434925266e-15
Asthma,22,23,544,EAS,-0.0315546360303287,-2.0360338775676e-15
Asthma,22,23,544,AFR,-0.468173807030494,-1.65691536278941e-15
Asthma,22,23,544,CSA,-0.0657011307531658,-1.53928464464135e-15
Asthma,22,23,544,AMR,-0.39655163905387,-1.43447704673348e-14
Asthma,22,24,434,MELD_lambda0_afproj,-0.00579386534368443,-1.35155124208769e-15
Asthma,22,24,434,MELD_lambda0_reportN,-0.00565454985893475,-1.27549457239071e-15
Asthma,22,24,434,MELD_lambda0_equal,-0.00388509963016439,-1.39291925910225e-15
Asthma,22,24,434,MELD_lambda1_afproj,-0.00556300866563876,-6.9553560643485e-16
Asthma,22,24,434,EUR,-0.00899564266369994,-1.71591222075898e-15
Asthma,22,24,434,EAS,-0.0160189643198823,-2.15638328372914e-15
Asthma,22,24,434,AFR,-0.0120697864120644,-1.01042596320968e-15
Asthma,22,24,434,CSA,-0.0093847538401518,-1.5508174949521e-15
Asthma,22,24,434,AMR,-0.0163273432416836,-1.54935478507971e-15
COPD,22,1,181,MELD_lambda0_afproj,-0.000721751607206493,-9.00710931572321e-16
COPD,22,1,181,MELD_lambda0_reportN,-0.000717364695569702,-1.14878136163834e-15
COPD,22,1,181,MELD_lambda0_equal,-5.92680957259723e-05,-6.71979320653624e-16
COPD,22,1,181,MELD_lambda1_afproj,-0.000636364519471529,-3.3524347287853e-16
COPD,22,1,181,EUR,-0.00433034351656593,-1.3915399289708e-15
COPD,22,1,181,EAS,-0.00162825032756306,-1.36792547134013e-15
COPD,22,1,181,AFR,-0.000820850598532929,-1.33343610055782e-15
COPD,22,1,181,CSA,-0.000687230246234572,-1.21029449116713e-15
COPD,22,1,181,AMR,-0.000171344770156974,-3.21515356218445e-15
COPD,22,2,215,MELD_lambda0_afproj,-7.12667848419042e-05,-1.45827806634362e-15
COPD,22,2,215,MELD_lambda0_reportN,-2.43631882482013e-05,-4.38786206316433e-16
COPD,22,2,215,MELD_lambda0_equal,-0.000111587282897563,-6.81039595406409e-16
COPD,22,2,215,MELD_lambda1_afproj,-6.22072473543021e-05,-6.78396582884308e-16
COPD,22,2,215,EUR,-0.0109447066004592,-1.35630569092277e-15
COPD,22,2,215,EAS,-0.017378872974599,-2.00463764980898e-15
COPD,22,2,215,AFR,-2.69145123418635e-16,-7.11900810137371e-16
COPD,22,2,215,CSA,-0.015543610028112,-1.19005643872604e-15
COPD,22,2,215,AMR,-0.0356449201532101,-1.77995012544944e-15
COPD,22,3,566,MELD_lambda0_afproj,-0.0242450292850096,-2.39584126092842e-15
COPD,22,3,566,MELD_lambda0_reportN,-0.0234771850550841,-2.05164343155148e-15
COPD,22,3,566,MELD_lambda0_equal,-0.0195134676404734,-2.43521025873832e-15
COPD,22,3,566,MELD_lambda1_afproj,-0.0236515783059054,-2.4554130212173e-15
COPD,22,3,566,EUR,-0.026017505056146,-5.67252380146408e-15
COPD,22,3,566,EAS,-0.0506799006727327,-3.2031987169708e-15
COPD,22,3,566,AFR,-0.102472181860876,-3.63831437677499e-15
COPD,22,3,566,CSA,-0.0175923589151959,-3.27676453641268e-15
COPD,22,3,566,AMR,-0.0488981479635873,-6.66283664124397e-15
COPD,22,4,600,MELD_lambda0_afproj,-0.0350542211990869,-3.24966819523042e-15
COPD,22,4,600,MELD_lambda0_reportN,-0.0340168343814384,-3.54306429628408e-15
COPD,22,4,600,MELD_lambda0_equal,-0.0249020183914515,-2.49136119113826e-15
COPD,22,4,600,MELD_lambda1_afproj,-0.0339029261996693,-3.60169385365094e-15
COPD,22,4,600,EUR,-0.0383592912029631,-4.84766539793516e-15
COPD,22,4,600,EAS,-0.0659229370337326,-5.10139893286342e-15
COPD,22,4,600,AFR,-0.0368846623961566,-2.83048069881532e-15
COPD,22,4,600,CSA,-0.0649634662816529,-4.71520872675043e-15
COPD,22,4,600,AMR,-0.0543395264332202,-6.50863159216794e-15
COPD,22,5,220,MELD_lambda0_afproj,-0.00069475878696778,-1.71753212943367e-15
COPD,22,5,220,MELD_lambda0_reportN,-0.000667224021357245,-1.3491814018812e-15
COPD,22,5,220,MELD_lambda0_equal,-0.000852062696975206,-2.83904280135188e-16
COPD,22,5,220,MELD_lambda1_afproj,-0.000626487244718942,-1.03538560136072e-15
COPD,22,5,220,EUR,-0.00289262517941877,-2.29615260453086e-15
COPD,22,5,220,EAS,-0.0229190788419112,-1.52723238096708e-15
COPD,22,5,220,AFR,-0.00563479944637919,-9.47496583485939e-16
COPD,22,5,220,CSA,-0.0120132451359016,-1.15237972953515e-15
COPD,22,5,220,AMR,-0.00837650132171937,-1.97490510646089e-15
COPD,22,6,362,MELD_lambda0_afproj,-0.013704476973218,-9.74749640996573e-16
COPD,22,6,362,MELD_lambda0_reportN,-0.0131621709544771,-1.05784639809971e-15
COPD,22,6,362,MELD_lambda0_equal,-0.00407668401906422,-6.95932246284603e-16
COPD,22,6,362,MELD_lambda1_afproj,-0.0131756534343508,-1.39082070303385e-15
COPD,22,6,362,EUR,-0.0220169756659683,-5.0788664728974e-15
COPD,22,6,362,EAS,-0.0181174607786812,-2.13829203072957e-15
COPD,22,6,362,AFR,-0.0108517617353105,-1.39166487660718e-15
COPD,22,6,362,CSA,-0.0251599170466631,-2.97182223465419e-15
COPD,22,6,362,AMR,-0.0364999317142805,-4.57721812564307e-15
COPD,22,7,686,MELD_lambda0_afproj,-0.0107848620568252,-4.61059231410748e-15
COPD,22,7,686,MELD_lambda0_reportN,-0.0105736600060893,-1.65646659524672e-15
COPD,22,7,686,MELD_lambda0_equal,-0.000606591601354791,-2.70772244025862e-15
COPD,22,7,686,MELD_lambda1_afproj,-0.0104776741243132,-1.39021204753363e-15
COPD,22,7,686,EUR,-0.0168474356804862,-5.32082625078833e-15
COPD,22,7,686,EAS,-0.00979222304285001,-4.54394029993619e-15
COPD,22,7,686,AFR,-0.0313666600505905,-1.97017071527003e-15
COPD,22,7,686,CSA,-0.00646781122368568,-2.08428111416716e-15
COPD,22,7,686,AMR,-0.00506399943221527,-6.89783176614124e-15
COPD,22,8,644,MELD_lambda0_afproj,-0.0472571388861211,-8.24225421356131e-16
COPD,22,8,644,MELD_lambda0_reportN,-0.0459967120843773,-1.29229473475794e-15
COPD,22,8,644,MELD_lambda0_equal,-0.0253310142860777,-4.84137314917161e-16
COPD,22,8,644,MELD_lambda1_afproj,-0.04405301712369,-1.56938429872406e-15
COPD,22,8,644,EUR,-0.0504047834015474,-1.93760259347301e-15
COPD,22,8,644,EAS,-0.183983190619117,-2.01722369714266e-15
COPD,22,8,644,AFR,-0.0326300616063175,-1.46202471287873e-15
COPD,22,8,644,CSA,-0.0435668380982622,-1.54120869138995e-15
COPD,22,8,644,AMR,-0.157769446785931,-6.54347728563633e-15
COPD,22,9,590,MELD_lambda0_afproj,-0.00251728936416588,-3.31093428538795e-15
COPD,22,9,590,MELD_lambda0_reportN,-0.00261340070834294,-1.56482866635964e-15
COPD,22,9,590,MELD_lambda0_equal,-0.000300725895491193,-2.8819462296702e-16
COPD,22,9,590,MELD_lambda1_afproj,-0.00226000126251661,-1.14864644088213e-15
COPD,22,9,590,EUR,-0.00744043326320427,-3.04857433249057e-15
COPD,22,9,590,EAS,-0.0219275053264832,-3.54171607622259e-15
COPD,22,9,590,AFR,-0.00795342130991175,-1.36316520587825e-15
COPD,22,9,590,CSA,-0.0239215464049284,-3.21569013105647e-15
COPD,22,9,590,AMR,-0.0159279355642224,-6.39339729314466e-15
COPD,22,10,516,MELD_lambda0_afproj,-0.00793536920730327,-2.28388212538035e-15
COPD,22,10,516,MELD_lambda0_reportN,-0.0079631562526723,-2.7055186560248e-15
COPD,22,10,516,MELD_lambda0_equal,-0.00384990020796128,-1.11709420355191e-15
COPD,22,10,516,MELD_lambda1_afproj,-0.00760876924948199,-2.54787483707416e-15
COPD,22,10,516,EUR,-0.0142613188464477,-4.36171002019177e-15
COPD,22,10,516,EAS,-0.014617580840429,-3.28428598752565e-15
COPD,22,10,516,AFR,-0.018541148152831,-1.77628019721514e-15
COPD,22,10,516,CSA,-0.017820191730174,-2.54373275157164e-15
COPD,22,10,516,AMR,-0.0269395363430676,-4.07529407900573e-15
COPD,22,11,358,MELD_lambda0_afproj,-0.00972284817114706,-1.4366476340714e-15
COPD,22,11,358,MELD_lambda0_reportN,-0.00925263936405317,-1.83241176043865e-15
COPD,22,11,358,MELD_lambda0_equal,-0.00353561356251651,-1.24780296068635e-15
COPD,22,11,358,MELD_lambda1_afproj,-0.0082225761828602,-1.82488033714386e-15
COPD,22,11,358,EUR,-0.0173962661843764,-3.32917258769877e-15
COPD,22,11,358,EAS,-0.0246717709156313,-3.94309463081118e-15
COPD,22,11,358,AFR,-0.00606484708926442,-1.59836710937466e-15
COPD,22,11,358,CSA,-0.0240857568282801,-3.41093290990941e-15
COPD,22,11,358,AMR,-0.0143901823527035,-5.20073087036357e-15
COPD,22,12,838,MELD_lambda0_afproj,-0.00311028037787899,-2.38716951905697e-15
COPD,22,12,838,MELD_lambda0_reportN,-0.00317946864157264,-2.5233317370158e-15
COPD,22,12,838,MELD_lambda0_equal,-0.00103009034619581,-1.68662398363946e-15
COPD,22,12,838,MELD_lambda1_afproj,-0.00302552599924486,-2.52347644309646e-15
COPD,22,12,838,EUR,-0.00976863822881902,-3.73412746883231e-15
COPD,22,12,838,EAS,-0.00821312526414264,-4.04034856037164e-15
COPD,22,12,838,AFR,-0.0137666246728708,-2.7161260525172e-15
COPD,22,12,838,CSA,-0.0104744194037747,-3.17225249078045e-15
COPD,22,12,838,AMR,-0.0243866885745454,-9.33494794383584e-15
COPD,22,13,504,MELD_lambda0_afproj,-0.0171447183922117,-1.775211858303e-15
COPD,22,13,504,MELD_lambda0_reportN,-0.0169945053728715,-1.54835448421443e-15
COPD,22,13,504,MELD_lambda0_equal,-0.0123235374370953,-1.03925896551557e-15
COPD,22,13,504,MELD_lambda1_afproj,-0.0160599061771254,-2.27986563891114e-15
COPD,22,13,504,EUR,-0.026416234556278,-3.75326709227377e-15
COPD,22,13,504,EAS,-0.0194553157988949,-3.36275103210374e-15
COPD,22,13,504,AFR,-0.0347892208110074,-1.19181372011881e-15
COPD,22,13,504,CSA,-0.0240107215947384,-3.94881019425864e-15
COPD,22,13,504,AMR,-0.0546763701353334,-4.29586818109776e-15
COPD,22,14,704,MELD_lambda0_afproj,-0.00343382788231911,-1.93510495241535e-15
COPD,22,14,704,MELD_lambda0_reportN,-0.00355991320418398,-1.67321202562862e-15
COPD,22,14,704,MELD_lambda0_equal,-0.000300197815950807,-3.12636426354413e-15
COPD,22,14,704,MELD_lambda1_afproj,-0.00324679152998149,-1.67533008298582e-15
COPD,22,14,704,EUR,-0.00859613511451439,-3.89097705142418e-15
COPD,22,14,704,EAS,-0.00848162576680977,-4.27571965639057e-15
COPD,22,14,704,AFR,-0.043777883418488,-2.19424996654077e-15
COPD,22,14,704,CSA,-0.00979589465310704,-3.09059026748251e-15
COPD,22,14,704,AMR,-0.0102739506870475,-5.74317758690971e-15
COPD,22,15,523,MELD_lambda0_afproj,-0.0027360815756399,-1.24046151448468e-15
COPD,22,15,523,MELD_lambda0_reportN,-0.00279209544748744,-2.06999732657121e-15
