chr,block_id,w_eur,af_bin,m_bin,af_bin_lo,af_bin_hi,delta,r2_l0,r2_l1,diff
22,1,0.25,1,85,0.000627294981640131,0.0852529676320248,0.001,0.425673687270825,0.359993761084424,-0.0656799261864018
22,1,0.25,1,85,0.000627294981640131,0.0852529676320248,0.01,0.319996446908512,0.254585406349686,-0.0654110405588259
22,1,0.25,1,85,0.000627294981640131,0.0852529676320248,0.1,0.347257482970031,0.271286124183039,-0.0759713587869915
22,1,0.25,2,85,0.0852529676320248,0.180294662197568,0.001,0.530170718253164,0.526664392848344,-0.00350632540481988
22,1,0.25,2,85,0.0852529676320248,0.180294662197568,0.01,0.52280606484295,0.520365778206939,-0.00244028663601115
22,1,0.25,2,85,0.0852529676320248,0.180294662197568,0.1,0.495667132980165,0.498597369459772,0.00293023647960677
22,1,0.25,3,85,0.180294662197568,0.48813166637524,0.001,0.557188240903895,0.544180768353129,-0.013007472550766
22,1,0.25,3,85,0.180294662197568,0.48813166637524,0.01,0.544628134258684,0.532870708633364,-0.0117574256253191
22,1,0.25,3,85,0.180294662197568,0.48813166637524,0.1,0.511218522403427,0.505798065508112,-0.00542045689531523
22,2,0.75,1,104,0.00040277388624263,0.093218875677566,0.001,0.442961318155206,0.411403277541234,-0.0315580406139724
22,2,0.75,1,104,0.00040277388624263,0.093218875677566,0.01,0.470032600989173,0.438818764341959,-0.0312138366472134
22,2,0.75,1,104,0.00040277388624263,0.093218875677566,0.1,0.401040520135593,0.366603099629292,-0.0344374205063015
22,2,0.75,2,103,0.093218875677566,0.191894450621429,0.001,0.289452996036097,0.361326584175958,0.0718735881398611
22,2,0.75,2,103,0.093218875677566,0.191894450621429,0.01,0.337706798883859,0.405577747134808,0.0678709482509484
22,2,0.75,2,103,0.093218875677566,0.191894450621429,0.1,0.349301177196109,0.386658176562629,0.0373569993665198
22,2,0.75,3,103,0.191894450621429,0.601345296380486,0.001,0.946908900443245,0.921905063585525,-0.0250038368577198
22,2,0.75,3,103,0.191894450621429,0.601345296380486,0.01,0.940943832253298,0.920103541727866,-0.0208402905254318
22,2,0.75,3,103,0.191894450621429,0.601345296380486,0.1,0.938687165363917,0.918900364412688,-0.0197868009512284
22,2,0.5,1,104,0.00040277388624263,0.093218875677566,0.001,0.211205730601972,0.184155222831567,-0.0270505077704057
22,2,0.5,1,104,0.00040277388624263,0.093218875677566,0.01,0.24781260190349,0.210561746787759,-0.0372508551157315
22,2,0.5,1,104,0.00040277388624263,0.093218875677566,0.1,0.219484024523455,0.179764147061081,-0.0397198774623742
