trait,chr,block_id,candidate,delta,r2,m
Asthma,22,16,MELD_lambda1_afproj,0.01,0.921192680874027,310
Asthma,22,16,EUR,0.01,0.920161669094447,310
Asthma,22,16,EAS,0.01,0.795667461400405,310
Asthma,22,16,AFR,0.01,0.754248783739248,310
Asthma,22,16,CSA,0.01,0.864516652838852,310
Asthma,22,16,AMR,0.01,0.918463528579854,310
Asthma,22,16,MELD_lambda0_afproj,0.1,0.930446809002503,310
Asthma,22,16,MELD_lambda0_reportN,0.1,0.930851636149745,310
Asthma,22,16,MELD_lambda0_equal,0.1,0.927291471806214,310
Asthma,22,16,MELD_lambda1_afproj,0.1,0.926717446061157,310
Asthma,22,16,EUR,0.1,0.925345396586088,310
Asthma,22,16,EAS,0.1,0.841677815848235,310
Asthma,22,16,AFR,0.1,0.754528980556939,310
Asthma,22,16,CSA,0.1,0.878355786252378,310
Asthma,22,16,AMR,0.1,0.928918347785218,310
Asthma,22,17,MELD_lambda0_afproj,0.001,0.988005091889353,448
Asthma,22,17,MELD_lambda0_reportN,0.001,0.988255375338385,448
Asthma,22,17,MELD_lambda0_equal,0.001,0.941895072779787,448
Asthma,22,17,MELD_lambda1_afproj,0.001,0.984684098304358,448
Asthma,22,17,EUR,0.001,0.947128435903811,448
Asthma,22,17,EAS,0.001,0.463082093704931,448
Asthma,22,17,AFR,0.001,0.26518859105566,448
Asthma,22,17,CSA,0.001,0.913602425903832,448
Asthma,22,17,AMR,0.001,0.904354374705623,448
Asthma,22,17,MELD_lambda0_afproj,0.01,0.991706432454869,448
Asthma,22,17,MELD_lambda0_reportN,0.01,0.991778770911738,448
Asthma,22,17,MELD_lambda0_equal,0.01,0.984035406595087,448
Asthma,22,17,MELD_lambda1_afproj,0.01,0.991066183751741,448
Asthma,22,17,EUR,0.01,0.984854888805072,448
Asthma,22,17,EAS,0.01,0.875256301244984,448
Asthma,22,17,AFR,0.01,0.796205759423517,448
