trait,sweep_kind,sweep_id,delta,candidate,mean,sd,lo95,hi95
IPF,multi,w25rest,0.1,AFR,0.704230606632686,0.0246078649281664,0.655260438589805,0.751611688870788
IPF,multi,w25rest,0.1,AMR,0.748377720691568,0.0207898182558088,0.709488909867237,0.789349037173155
IPF,multi,w50rest,0.001,MELD_lambda0_true,0.848475559538397,0.0131161078878289,0.822888496689197,0.875143714951308
IPF,multi,w50rest,0.001,MELD_lambda0_equal,0.844454261301046,0.0132981878888639,0.817855785946037,0.869887037376554
IPF,multi,w50rest,0.001,MELD_lambda1_true,0.845828708122296,0.0137555911197606,0.81943740566015,0.873279383668508
IPF,multi,w50rest,0.001,MELD_lambda0_scrambled,0.833491026850471,0.0134436255785728,0.808129272464557,0.859734360305894
IPF,multi,w50rest,0.001,EUR,0.619565137296051,0.0245736737114341,0.572682896855649,0.671652894831236
IPF,multi,w50rest,0.001,EAS,0.493120842262663,0.026714679929983,0.443047363961603,0.547692522822521
IPF,multi,w50rest,0.001,AFR,0.556324658662338,0.0317904139920467,0.501567845796356,0.62050642953078
IPF,multi,w50rest,0.001,AMR,0.631908030771652,0.0306495122058622,0.575842171129446,0.696153163582488
IPF,multi,w50rest,0.01,MELD_lambda0_true,0.866716178750119,0.0115973112971576,0.844024262369792,0.889440817179754
IPF,multi,w50rest,0.01,MELD_lambda0_equal,0.862902604266752,0.0118969406981437,0.840710131805538,0.885987935236569
IPF,multi,w50rest,0.01,MELD_lambda1_true,0.865100340760654,0.0112065486900196,0.842862515684344,0.88713594991383
IPF,multi,w50rest,0.01,MELD_lambda0_scrambled,0.849041536193515,0.0132254292533874,0.824740190412304,0.876464969952903
IPF,multi,w50rest,0.01,EUR,0.744033931098054,0.0176072576427734,0.708078366000688,0.777919505529009
IPF,multi,w50rest,0.01,EAS,0.668818320174657,0.0211083364715041,0.627593421431989,0.7103110262143
IPF,multi,w50rest,0.01,AFR,0.646126120202493,0.0289946043867595,0.590645551243016,0.702288079806858
IPF,multi,w50rest,0.01,AMR,0.741698795218978,0.0224691075040059,0.698920034046987,0.784938240265586
IPF,multi,w50rest,0.1,MELD_lambda0_true,0.864188868184632,0.0115004516104805,0.840790178739247,0.885982128344168
IPF,multi,w50rest,0.1,MELD_lambda0_equal,0.860964057473879,0.0116979063710368,0.836736142109989,0.882699023476633
IPF,multi,w50rest,0.1,MELD_lambda1_true,0.861386843063135,0.0112795783937947,0.838950541175644,0.884105305947483
IPF,multi,w50rest,0.1,MELD_lambda0_scrambled,0.848395585733727,0.0131816007652137,0.822975393700646,0.875693304798805
IPF,multi,w50rest,0.1,EUR,0.785326162718851,0.0133376329906868,0.759128101295983,0.81115472838246
IPF,multi,w50rest,0.1,EAS,0.725985578972157,0.0170962560756592,0.692365617530395,0.759755257716318
IPF,multi,w50rest,0.1,AFR,0.687102510434351,0.024500871130285,0.639205286963932,0.736201046139368
IPF,multi,w50rest,0.1,AMR,0.78068988397445,0.016916923927118,0.747938746199653,0.815114079143584
Stroke,EUR_AFR,EUR_AFR_01,0.001,MELD_lambda0_true,0.500577602088221,0.0285123062966155,0.447055531561033,0.558942461553913
Stroke,EUR_AFR,EUR_AFR_01,0.001,MELD_lambda0_equal,0.628888020245922,0.0230590221033033,0.583625289753689,0.675491867982763
Stroke,EUR_AFR,EUR_AFR_01,0.001,MELD_lambda1_true,0.500577602088221,0.0290983095649632,0.449105288435084,0.561013065265051
Stroke,EUR_AFR,EUR_AFR_01,0.001,MELD_lambda0_scrambled,0.24022486885126,0.0260675906397356,0.192153554682877,0.294812771007166
Stroke,EUR_AFR,EUR_AFR_01,0.001,EUR,0.309853194763977,0.0246202084536036,0.264257309782587,0.35864609955764
Stroke,EUR_AFR,EUR_AFR_01,0.001,EAS,0.240224868851294,0.0265192486389973,0.192775526502997,0.29303216286225
Stroke,EUR_AFR,EUR_AFR_01,0.001,AFR,0.500489764175454,0.0293745612340247,0.446769934556164,0.561273341551762
Stroke,EUR_AFR,EUR_AFR_01,0.001,AMR,0.368562662514921,0.027383284739214,0.316220516981408,0.420681995065029
Stroke,EUR_AFR,EUR_AFR_01,0.01,MELD_lambda0_true,0.633169174078525,0.0239111284927085,0.589023662485894,0.681248367743122
Stroke,EUR_AFR,EUR_AFR_01,0.01,MELD_lambda0_equal,0.682863416387419,0.021418499063826,0.640238882405064,0.724926093657191
Stroke,EUR_AFR,EUR_AFR_01,0.01,MELD_lambda1_true,0.633169174078525,0.0230709384098886,0.589865227808185,0.679510362547685
Stroke,EUR_AFR,EUR_AFR_01,0.01,MELD_lambda0_scrambled,0.403106432865131,0.0226437638679857,0.359948272737314,0.449804029771565
Stroke,EUR_AFR,EUR_AFR_01,0.01,EUR,0.453293552569223,0.0249572083537286,0.404188694346539,0.501493784329324
Stroke,EUR_AFR,EUR_AFR_01,0.01,EAS,0.403106432865134,0.022468152814638,0.35955773919876,0.445488510105361
Stroke,EUR_AFR,EUR_AFR_01,0.01,AFR,0.633057697156966,0.0234178721695247,0.588407098979794,0.680078714481811
Stroke,EUR_AFR,EUR_AFR_01,0.01,AMR,0.500264518331307,0.0278796195272159,0.446134721123,0.554893110784548
Stroke,EUR_AFR,EUR_AFR_01,0.1,MELD_lambda0_true,0.692617510840342,0.0204102333136227,0.652805871761549,0.733145311561469
Stroke,EUR_AFR,EUR_AFR_01,0.1,MELD_lambda0_equal,0.703735538254144,0.020389189993949,0.66490778098474,0.744412524894583
Stroke,EUR_AFR,EUR_AFR_01,0.1,MELD_lambda1_true,0.692617510840342,0.0202327571608664,0.655757662391036,0.733087895065875
Stroke,EUR_AFR,EUR_AFR_01,0.1,MELD_lambda0_scrambled,0.471214342516301,0.0214484086969296,0.429227622040327,0.512713293422248
Stroke,EUR_AFR,EUR_AFR_01,0.1,EUR,0.50922445643533,0.0227692956130984,0.464637174330891,0.553123742600224
Stroke,EUR_AFR,EUR_AFR_01,0.1,EAS,0.471214342516301,0.0213781469623628,0.430334207430031,0.51528132120171
Stroke,EUR_AFR,EUR_AFR_01,0.1,AFR,0.692502554385867,0.0193398777163029,0.656538274141105,0.732010699182887
Stroke,EUR_AFR,EUR_AFR_01,0.1,AMR,0.561724396215382,0.0256438214458768,0.513245396160272,0.611184917132819
Stroke,EUR_AFR,EUR_AFR_02,0.001,MELD_lambda0_true,0.601769564251116,0.0264634264348557,0.551209162109354,0.656022365959585
Stroke,EUR_AFR,EUR_AFR_02,0.001,MELD_lambda0_equal,0.63850551583955,0.0247644372629304,0.589298213693518,0.687042163864489
Stroke,EUR_AFR,EUR_AFR_02,0.001,MELD_lambda1_true,0.609690456105139,0.0253896585652481,0.55834796270921,0.658441273791292
Stroke,EUR_AFR,EUR_AFR_02,0.001,MELD_lambda0_scrambled,0.500669203667271,0.0258777930335715,0.45216713164664,0.554192104449226
Stroke,EUR_AFR,EUR_AFR_02,0.001,EUR,0.344422711223275,0.0218540571756881,0.299825340065176,0.385958865091546
Stroke,EUR_AFR,EUR_AFR_02,0.001,EAS,0.219071781764068,0.0178012348570564,0.185049933923878,0.254108920157521
Stroke,EUR_AFR,EUR_AFR_02,0.001,AFR,0.486336782768552,0.0302426619141026,0.430466208053948,0.54821411295237
Stroke,EUR_AFR,EUR_AFR_02,0.001,AMR,0.388649500344352,0.0248292862130349,0.339096995990671,0.43512111133284
Stroke,EUR_AFR,EUR_AFR_02,0.01,MELD_lambda0_true,0.688331348814726,0.0258112790634377,0.638361970075324,0.740123154769682
Stroke,EUR_AFR,EUR_AFR_02,0.01,MELD_lambda0_equal,0.688640591645667,0.0227955477762896,0.644769422986206,0.733073595283713
Stroke,EUR_AFR,EUR_AFR_02,0.01,MELD_lambda1_true,0.691305345322889,0.0265606612525958,0.638628833576748,0.741280354075496
Stroke,EUR_AFR,EUR_AFR_02,0.01,MELD_lambda0_scrambled,0.608090892759161,0.0266558216572648,0.556613196507862,0.657112033039364
Stroke,EUR_AFR,EUR_AFR_02,0.01,EUR,0.496283804269638,0.023538935449413,0.45088055191619,0.540926436914518
Stroke,EUR_AFR,EUR_AFR_02,0.01,EAS,0.39807757905311,0.0241614086212935,0.350143279575136,0.446020619499136
Stroke,EUR_AFR,EUR_AFR_02,0.01,AFR,0.613820776329224,0.0300122146277706,0.556177766961337,0.672841526194265
Stroke,EUR_AFR,EUR_AFR_02,0.01,AMR,0.524452157193936,0.0277338106914907,0.466992441212521,0.574957548501285
Stroke,EUR_AFR,EUR_AFR_02,0.1,MELD_lambda0_true,0.721878567077322,0.0235495993879272,0.672738875711763,0.767712075134933
Stroke,EUR_AFR,EUR_AFR_02,0.1,MELD_lambda0_equal,0.703497376469142,0.022753546432378,0.658285961563158,0.747818410645485
Stroke,EUR_AFR,EUR_AFR_02,0.1,MELD_lambda1_true,0.721546095538988,0.0231589042259718,0.674879056339133,0.765470947780141
Stroke,EUR_AFR,EUR_AFR_02,0.1,MELD_lambda0_scrambled,0.628844367007381,0.0246481190158361,0.580752492536014,0.676764713685965
Stroke,EUR_AFR,EUR_AFR_02,0.1,EUR,0.544063863516376,0.022944454810272,0.496688594974525,0.587827990111462
Stroke,EUR_AFR,EUR_AFR_02,0.1,EAS,0.474791109466687,0.0246339493465522,0.427479713877542,0.52517615889309
Stroke,EUR_AFR,EUR_AFR_02,0.1,AFR,0.675592413235951,0.0254598137002124,0.625608324338859,0.727653945004861
Stroke,EUR_AFR,EUR_AFR_02,0.1,AMR,0.584530889717725,0.0276333960119156,0.530877229700559,0.635467275177781
Stroke,EUR_AFR,EUR_AFR_03,0.001,MELD_lambda0_true,0.633095228337836,0.0245029548473733,0.58645565133176,0.682644757202755
Stroke,EUR_AFR,EUR_AFR_03,0.001,MELD_lambda0_equal,0.667958937966841,0.0196080027140653,0.629160435894856,0.706629197698542
Stroke,EUR_AFR,EUR_AFR_03,0.001,MELD_lambda1_true,0.637618159504456,0.0242744153793353,0.591915901537106,0.686618400974786
Stroke,EUR_AFR,EUR_AFR_03,0.001,MELD_lambda0_scrambled,0.633095228337836,0.0241808739403027,0.586972979494825,0.681429650736103
Stroke,EUR_AFR,EUR_AFR_03,0.001,EUR,0.341044290508831,0.023899506255686,0.293097896920342,0.387036633409148
Stroke,EUR_AFR,EUR_AFR_03,0.001,EAS,0.276219634289237,0.0236221017932264,0.231147321279082,0.322815353433704
Stroke,EUR_AFR,EUR_AFR_03,0.001,AFR,0.514292686460867,0.0282793621265836,0.460832587417396,0.572123140327098
Stroke,EUR_AFR,EUR_AFR_03,0.001,AMR,0.426943128971994,0.0283836501038232,0.369801475551685,0.478490215425662
Stroke,EUR_AFR,EUR_AFR_03,0.01,MELD_lambda0_true,0.712934144493897,0.0214691864890533,0.671785857700063,0.756392887398621
Stroke,EUR_AFR,EUR_AFR_03,0.01,MELD_lambda0_equal,0.721379188452271,0.0182308662888721,0.685361722988014,0.757579466782774
Stroke,EUR_AFR,EUR_AFR_03,0.01,MELD_lambda1_true,0.717398304807976,0.0198418486049082,0.678635262130213,0.756687162875295
Stroke,EUR_AFR,EUR_AFR_03,0.01,MELD_lambda0_scrambled,0.712934144493897,0.0214825230423904,0.672660687959572,0.753682660334958
Stroke,EUR_AFR,EUR_AFR_03,0.01,EUR,0.513498920370316,0.0228625082353737,0.470550419592331,0.559260120770467
Stroke,EUR_AFR,EUR_AFR_03,0.01,EAS,0.456098290455521,0.0245240614973577,0.409664258991703,0.503944937145525
Stroke,EUR_AFR,EUR_AFR_03,0.01,AFR,0.638879924400472,0.0225642533769178,0.594235225334163,0.682962449369117
Stroke,EUR_AFR,EUR_AFR_03,0.01,AMR,0.544141219417348,0.0268892435295721,0.492154286085972,0.596200259947232
Stroke,EUR_AFR,EUR_AFR_03,0.1,MELD_lambda0_true,0.751237807345002,0.0166426974539637,0.716799163034946,0.782233826714186
Stroke,EUR_AFR,EUR_AFR_03,0.1,MELD_lambda0_equal,0.738306022011716,0.0158291729400096,0.707170366578354,0.768439851152655
Stroke,EUR_AFR,EUR_AFR_03,0.1,MELD_lambda1_true,0.753667085362869,0.0170467097009139,0.721550599818362,0.786722514800703
Stroke,EUR_AFR,EUR_AFR_03,0.1,MELD_lambda0_scrambled,0.751237807345002,0.0171718089664324,0.715065814343177,0.784167499560297
Stroke,EUR_AFR,EUR_AFR_03,0.1,EUR,0.578422355118976,0.0180685351285577,0.543971566128805,0.61378965052131
Stroke,EUR_AFR,EUR_AFR_03,0.1,EAS,0.530042014653423,0.020931218169007,0.488322291256625,0.569558803111136
Stroke,EUR_AFR,EUR_AFR_03,0.1,AFR,0.691553050419076,0.0185333377958747,0.655108902258776,0.728100330143582
Stroke,EUR_AFR,EUR_AFR_03,0.1,AMR,0.613095307808357,0.0207768996739374,0.574977379725187,0.654167620365309
Stroke,EUR_AFR,EUR_AFR_04,0.001,MELD_lambda0_true,0.678179715691851,0.0233635990654543,0.631974998579878,0.724631984066843
Stroke,EUR_AFR,EUR_AFR_04,0.001,MELD_lambda0_equal,0.696792455214148,0.0213088515648477,0.653617658708705,0.738120668563608
Stroke,EUR_AFR,EUR_AFR_04,0.001,MELD_lambda1_true,0.676943454205038,0.0234252065574138,0.630983845516156,0.722899680884592
Stroke,EUR_AFR,EUR_AFR_04,0.001,MELD_lambda0_scrambled,0.653479302777692,0.021502537719875,0.612275867792021,0.695451580877345
Stroke,EUR_AFR,EUR_AFR_04,0.001,EUR,0.418642914530386,0.0263433036339094,0.367315633105076,0.472579415090611
Stroke,EUR_AFR,EUR_AFR_04,0.001,EAS,0.28021352325968,0.0244288806363591,0.235238706589885,0.329602575019118
Stroke,EUR_AFR,EUR_AFR_04,0.001,AFR,0.508195487583637,0.0274603452894579,0.456958093406848,0.565508072812249
Stroke,EUR_AFR,EUR_AFR_04,0.001,AMR,0.432714213391756,0.0307792295562835,0.373353762338667,0.493389785232027
Stroke,EUR_AFR,EUR_AFR_04,0.01,MELD_lambda0_true,0.742551598477037,0.020598073209408,0.70416224398018,0.784339922115016
Stroke,EUR_AFR,EUR_AFR_04,0.01,MELD_lambda0_equal,0.743976502278733,0.0182466835591364,0.705693220372361,0.777282457478017
Stroke,EUR_AFR,EUR_AFR_04,0.01,MELD_lambda1_true,0.741989738735916,0.0193896298757333,0.703670641640164,0.779520050340906
Stroke,EUR_AFR,EUR_AFR_04,0.01,MELD_lambda0_scrambled,0.72038779900802,0.0204287034897015,0.680236390413416,0.761928612165882
Stroke,EUR_AFR,EUR_AFR_04,0.01,EUR,0.590710161124755,0.021603889633786,0.547068612271166,0.632336334007108
Stroke,EUR_AFR,EUR_AFR_04,0.01,EAS,0.489333610994666,0.0235222936478934,0.444602498832731,0.536437114287824
Stroke,EUR_AFR,EUR_AFR_04,0.01,AFR,0.638930564280107,0.0212472899079217,0.597060271288723,0.681595507071825
Stroke,EUR_AFR,EUR_AFR_04,0.01,AMR,0.583312830809482,0.027572474193252,0.531194500905727,0.63880278367877
Stroke,EUR_AFR,EUR_AFR_04,0.1,MELD_lambda0_true,0.766274370919744,0.0175128145545476,0.73148878728703,0.799891668111792
Stroke,EUR_AFR,EUR_AFR_04,0.1,MELD_lambda0_equal,0.759208846143433,0.0168042279115061,0.725073805576644,0.79031088649784
Stroke,EUR_AFR,EUR_AFR_04,0.1,MELD_lambda1_true,0.763209300614928,0.017399287234381,0.727325422881583,0.795932021209343
Stroke,EUR_AFR,EUR_AFR_04,0.1,MELD_lambda0_scrambled,0.746278288983141,0.0182350749439408,0.708624783397237,0.779573662358086
Stroke,EUR_AFR,EUR_AFR_04,0.1,EUR,0.641667891955501,0.0180604211884471,0.607479749354583,0.677634685601121
Stroke,EUR_AFR,EUR_AFR_04,0.1,EAS,0.572381826850045,0.0203462920925719,0.530918421375757,0.612192215404888
Stroke,EUR_AFR,EUR_AFR_04,0.1,AFR,0.691382903203951,0.0199235169082997,0.650652830251107,0.729472512004322
Stroke,EUR_AFR,EUR_AFR_04,0.1,AMR,0.645166690662046,0.0217899061390716,0.603386366477123,0.687334942013932
Stroke,EUR_AFR,EUR_AFR_05,0.001,MELD_lambda0_true,0.690181486046318,0.0253005611970819,0.639249537919961,0.739083131595389
Stroke,EUR_AFR,EUR_AFR_05,0.001,MELD_lambda0_equal,0.725645764386512,0.0217551835451694,0.681834295771754,0.767736920265608
Stroke,EUR_AFR,EUR_AFR_05,0.001,MELD_lambda1_true,0.689380637298204,0.0269400603174627,0.632346514171471,0.740677716005537
Stroke,EUR_AFR,EUR_AFR_05,0.001,MELD_lambda0_scrambled,0.682467509850133,0.0213997947035505,0.638950524321672,0.724436081475998
Stroke,EUR_AFR,EUR_AFR_05,0.001,EUR,0.42735918600698,0.0247005917782067,0.380039889677971,0.476607164064912
Stroke,EUR_AFR,EUR_AFR_05,0.001,EAS,0.370237081339158,0.0245327986223422,0.326737153982844,0.421106443523696
Stroke,EUR_AFR,EUR_AFR_05,0.001,AFR,0.496883842980683,0.0272885560199999,0.445174956766469,0.553159338217081
Stroke,EUR_AFR,EUR_AFR_05,0.001,AMR,0.480607193397776,0.0309060300068527,0.42177724798581,0.542593453509658
Stroke,EUR_AFR,EUR_AFR_05,0.01,MELD_lambda0_true,0.756887304630459,0.0198123805213101,0.717304044353374,0.795128165972202
Stroke,EUR_AFR,EUR_AFR_05,0.01,MELD_lambda0_equal,0.767637568795057,0.0183402781080636,0.730733390335594,0.801187687511017
Stroke,EUR_AFR,EUR_AFR_05,0.01,MELD_lambda1_true,0.756073033040159,0.0201403616714147,0.716850648858105,0.795631198365641
Stroke,EUR_AFR,EUR_AFR_05,0.01,MELD_lambda0_scrambled,0.743678843251335,0.0190702792711405,0.707971116912321,0.780997056799258
Stroke,EUR_AFR,EUR_AFR_05,0.01,EUR,0.607655178787411,0.0209840826364921,0.566186667996094,0.648268984549184
Stroke,EUR_AFR,EUR_AFR_05,0.01,EAS,0.543719088295545,0.0275392316696341,0.490411047948325,0.598042112811119
Stroke,EUR_AFR,EUR_AFR_05,0.01,AFR,0.625877987199886,0.0241137033682339,0.57903135769757,0.6747443321035
Stroke,EUR_AFR,EUR_AFR_05,0.01,AMR,0.621547255508939,0.0258733694862562,0.572469478187051,0.674635286868477
Stroke,EUR_AFR,EUR_AFR_05,0.1,MELD_lambda0_true,0.782993931805701,0.0168649962066836,0.749874860175962,0.815648843868408
Stroke,EUR_AFR,EUR_AFR_05,0.1,MELD_lambda0_equal,0.778324122690859,0.0164963441969981,0.74561949614406,0.809537361267588
Stroke,EUR_AFR,EUR_AFR_05,0.1,MELD_lambda1_true,0.779611463236745,0.0166223812599667,0.745392486967845,0.810760398567402
Stroke,EUR_AFR,EUR_AFR_05,0.1,MELD_lambda0_scrambled,0.765250132771927,0.0166834015354702,0.732663876106156,0.796921913963463
Stroke,EUR_AFR,EUR_AFR_05,0.1,EUR,0.66339856932536,0.0193028964774681,0.624936025425094,0.70002036507443
Stroke,EUR_AFR,EUR_AFR_05,0.1,EAS,0.600265766024571,0.0211535829316171,0.558483267545942,0.640404449064933
Stroke,EUR_AFR,EUR_AFR_05,0.1,AFR,0.681955156043204,0.020964052311728,0.642307859513183,0.722445037033043
Stroke,EUR_AFR,EUR_AFR_05,0.1,AMR,0.678835911505495,0.019082376170599,0.641992963483629,0.716690414804059
Stroke,EUR_AFR,EUR_AFR_06,0.001,MELD_lambda0_true,0.708369142858008,0.0292200584790818,0.651614918007882,0.767509071559687
Stroke,EUR_AFR,EUR_AFR_06,0.001,MELD_lambda0_equal,0.750156402696042,0.0225792951267558,0.707586701358915,0.79499990189578
Stroke,EUR_AFR,EUR_AFR_06,0.001,MELD_lambda1_true,0.70929437782431,0.0288203342333226,0.652727549823578,0.763075558911114
Stroke,EUR_AFR,EUR_AFR_06,0.001,MELD_lambda0_scrambled,0.683094918769298,0.0239665148040015,0.638831229077612,0.731655290696249
Stroke,EUR_AFR,EUR_AFR_06,0.001,EUR,0.499621785483041,0.0221466508739202,0.458086571485225,0.543529432080737
Stroke,EUR_AFR,EUR_AFR_06,0.001,EAS,0.358591197646363,0.0216485586813195,0.31742154690254,0.399861033670323
Stroke,EUR_AFR,EUR_AFR_06,0.001,AFR,0.52113773510264,0.0327111022414281,0.4629588486055,0.587151577855308
Stroke,EUR_AFR,EUR_AFR_06,0.001,AMR,0.50737348227349,0.0324655789143026,0.443154574042016,0.570165421788408
Stroke,EUR_AFR,EUR_AFR_06,0.01,MELD_lambda0_true,0.767815451432192,0.0221660816949827,0.726981382174759,0.816238649153105
Stroke,EUR_AFR,EUR_AFR_06,0.01,MELD_lambda0_equal,0.786172657733784,0.0184974504528099,0.751884457917783,0.822159711785718
Stroke,EUR_AFR,EUR_AFR_06,0.01,MELD_lambda1_true,0.768234522727782,0.0211857412760202,0.726093611414411,0.810577655390763
Stroke,EUR_AFR,EUR_AFR_06,0.01,MELD_lambda0_scrambled,0.747151666317778,0.0209680176352896,0.706216508770443,0.78927044338931
Stroke,EUR_AFR,EUR_AFR_06,0.01,EUR,0.661635925459754,0.0220241360495112,0.616717813608575,0.703461760035512
Stroke,EUR_AFR,EUR_AFR_06,0.01,EAS,0.553536854748888,0.0227452698218009,0.509996089276999,0.597388337906118
Stroke,EUR_AFR,EUR_AFR_06,0.01,AFR,0.626548555026805,0.0269098849711757,0.577267159181849,0.683190621006177
Stroke,EUR_AFR,EUR_AFR_06,0.01,AMR,0.641141383636832,0.0270502658293993,0.587426496955061,0.69295273815488
Stroke,EUR_AFR,EUR_AFR_06,0.1,MELD_lambda0_true,0.789386835669092,0.018087850199386,0.75556867020162,0.825071375052843
Stroke,EUR_AFR,EUR_AFR_06,0.1,MELD_lambda0_equal,0.796592244819194,0.0159460141545746,0.765623740124051,0.827622844177975
Stroke,EUR_AFR,EUR_AFR_06,0.1,MELD_lambda1_true,0.787166474326147,0.0180644714143879,0.75316682107159,0.823048813663379
Stroke,EUR_AFR,EUR_AFR_06,0.1,MELD_lambda0_scrambled,0.769663485542722,0.018053658314542,0.734685530734714,0.805672385351809
Stroke,EUR_AFR,EUR_AFR_06,0.1,EUR,0.707455579673023,0.0197381236120132,0.668213653171027,0.747158271346652
Stroke,EUR_AFR,EUR_AFR_06,0.1,EAS,0.62577865619144,0.0202019894965604,0.584389663234645,0.663683989027261
Stroke,EUR_AFR,EUR_AFR_06,0.1,AFR,0.672925362645597,0.0219872943818026,0.630212931331577,0.717725506502663
Stroke,EUR_AFR,EUR_AFR_06,0.1,AMR,0.702881501441104,0.0202785733159691,0.664849667876048,0.743585335479234
Stroke,EUR_AFR,EUR_AFR_07,0.001,MELD_lambda0_true,0.767169943174037,0.0208644889449907,0.730430442750344,0.810219991031434
Stroke,EUR_AFR,EUR_AFR_07,0.001,MELD_lambda0_equal,0.788943007197655,0.0177486837321743,0.753192311803962,0.82277114563936
Stroke,EUR_AFR,EUR_AFR_07,0.001,MELD_lambda1_true,0.766553920802373,0.0188251247934596,0.729316210715826,0.804573263642863
Stroke,EUR_AFR,EUR_AFR_07,0.001,MELD_lambda0_scrambled,0.709331480732927,0.0192338226449577,0.674425326926533,0.750248879099872
Stroke,EUR_AFR,EUR_AFR_07,0.001,EUR,0.56427538755751,0.0217095643648671,0.521998512818541,0.606824806558145
Stroke,EUR_AFR,EUR_AFR_07,0.001,EAS,0.428911545741345,0.0220115635211179,0.387031013973604,0.473551606204322
Stroke,EUR_AFR,EUR_AFR_07,0.001,AFR,0.521654158960359,0.0253557094807967,0.474141856917968,0.572607488663652
Stroke,EUR_AFR,EUR_AFR_07,0.001,AMR,0.574644210297965,0.0327151238267757,0.508882812026099,0.638230122958691
Stroke,EUR_AFR,EUR_AFR_07,0.01,MELD_lambda0_true,0.817711584127134,0.0145464205059838,0.7895989356605,0.846538931429566
Stroke,EUR_AFR,EUR_AFR_07,0.01,MELD_lambda0_equal,0.822000519662748,0.014050043644561,0.796550655662355,0.849864422411776
Stroke,EUR_AFR,EUR_AFR_07,0.01,MELD_lambda1_true,0.816683297396265,0.01383286391667,0.790147988338536,0.844141581807866
Stroke,EUR_AFR,EUR_AFR_07,0.01,MELD_lambda0_scrambled,0.770215699783723,0.0164314145490795,0.738336835074766,0.803279696724965
Stroke,EUR_AFR,EUR_AFR_07,0.01,EUR,0.708479595886796,0.0153553513827017,0.678097358732745,0.738402417582582
Stroke,EUR_AFR,EUR_AFR_07,0.01,EAS,0.618673390645382,0.0169396340380383,0.584398769497995,0.651253500697335
Stroke,EUR_AFR,EUR_AFR_07,0.01,AFR,0.650344904316698,0.0208304077273758,0.610441968193782,0.693696779619847
Stroke,EUR_AFR,EUR_AFR_07,0.01,AMR,0.694663355446293,0.0260893873374436,0.643088169418933,0.743233393893693
Stroke,EUR_AFR,EUR_AFR_07,0.1,MELD_lambda0_true,0.829725114305857,0.0138362088914939,0.802565072354691,0.856173122518614
Stroke,EUR_AFR,EUR_AFR_07,0.1,MELD_lambda0_equal,0.827573488315977,0.0124581990529511,0.802310808027153,0.85022461307034
Stroke,EUR_AFR,EUR_AFR_07,0.1,MELD_lambda1_true,0.827643338124499,0.0131988480407311,0.801304120102464,0.852386431543578
Stroke,EUR_AFR,EUR_AFR_07,0.1,MELD_lambda0_scrambled,0.794218231001661,0.0151342941854548,0.763972686305023,0.82431042117024
Stroke,EUR_AFR,EUR_AFR_07,0.1,EUR,0.747052462593837,0.0131604416535621,0.721705105145525,0.773343527157624
Stroke,EUR_AFR,EUR_AFR_07,0.1,EAS,0.669331685601058,0.0142795359963242,0.641078705121379,0.695419277936242
Stroke,EUR_AFR,EUR_AFR_07,0.1,AFR,0.707725557188579,0.0172908820139179,0.674195962050323,0.742632361830365
Stroke,EUR_AFR,EUR_AFR_07,0.1,AMR,0.734775009217626,0.0173091131945317,0.699764828959406,0.768229838679473
Stroke,EUR_AFR,EUR_AFR_08,0.001,MELD_lambda0_true,0.774597735085203,0.02034797304498,0.734863666777995,0.813406174333061
Stroke,EUR_AFR,EUR_AFR_08,0.001,MELD_lambda0_equal,0.790779620710299,0.0193912465479011,0.752484928192595,0.82927042400275
Stroke,EUR_AFR,EUR_AFR_08,0.001,MELD_lambda1_true,0.775331724766351,0.0198297210127958,0.738510416515913,0.816322242238781
Stroke,EUR_AFR,EUR_AFR_08,0.001,MELD_lambda0_scrambled,0.679156326222961,0.0272952038229197,0.623253485375169,0.730058711451049
Stroke,EUR_AFR,EUR_AFR_08,0.001,EUR,0.597333964817342,0.0243288894127676,0.550185403355339,0.645180528030488
Stroke,EUR_AFR,EUR_AFR_08,0.001,EAS,0.453898783411085,0.0208494942837156,0.411958046783123,0.492143736787903
Stroke,EUR_AFR,EUR_AFR_08,0.001,AFR,0.510660365744313,0.029870101401091,0.455215637349462,0.571374193456951
Stroke,EUR_AFR,EUR_AFR_08,0.001,AMR,0.586795697000314,0.0330311841571126,0.523047956204426,0.651751840261517
Stroke,EUR_AFR,EUR_AFR_08,0.01,MELD_lambda0_true,0.81207989776715,0.0171815130092508,0.780270110937614,0.847806673420162
Stroke,EUR_AFR,EUR_AFR_08,0.01,MELD_lambda0_equal,0.817255107329624,0.0159250581825532,0.787546655194763,0.848900341955385
Stroke,EUR_AFR,EUR_AFR_08,0.01,MELD_lambda1_true,0.81228484857766,0.0156997128400618,0.782402152217037,0.844078891717758
Stroke,EUR_AFR,EUR_AFR_08,0.01,MELD_lambda0_scrambled,0.734587418134656,0.0219967011209153,0.691435085546689,0.775575439285539
Stroke,EUR_AFR,EUR_AFR_08,0.01,EUR,0.730260644876527,0.0207282601764733,0.688042300591432,0.769373984879432
Stroke,EUR_AFR,EUR_AFR_08,0.01,EAS,0.633798830303642,0.019246739782461,0.596778383070793,0.672231786879305
Stroke,EUR_AFR,EUR_AFR_08,0.01,AFR,0.627414530787543,0.0247917962251799,0.578475630634031,0.67702222772745
Stroke,EUR_AFR,EUR_AFR_08,0.01,AMR,0.701519386712732,0.0236155907523868,0.655911377728836,0.748633316411158
