chr,block_id,m,w_eur,perm,delta,r2
22,9,733,0.75,1,0.01,0.912726794754442
22,9,733,0.75,1,0.1,0.916094483629719
22,9,733,0.5,1,0.001,0.774048555862522
22,9,733,0.5,1,0.01,0.865225489516942
22,9,733,0.5,1,0.1,0.880909416872738
22,9,733,0.25,1,0.001,0.646788330183989
22,9,733,0.25,1,0.01,0.801620524462074
22,9,733,0.25,1,0.1,0.852291980366271
22,9,733,0.75,2,0.001,0.824688396616507
22,9,733,0.75,2,0.01,0.928524436646973
22,9,733,0.75,2,0.1,0.937332236899299
22,9,733,0.5,2,0.001,0.747581675371715
22,9,733,0.5,2,0.01,0.896564401966801
22,9,733,0.5,2,0.1,0.915829941428233
22,9,733,0.25,2,0.001,0.620935224756927
22,9,733,0.25,2,0.01,0.820213000017882
22,9,733,0.25,2,0.1,0.878745610624122
22,9,733,0.75,3,0.001,0.876580937272471
22,9,733,0.75,3,0.01,0.929011156018641
22,9,733,0.75,3,0.1,0.934675975232402
22,9,733,0.5,3,0.001,0.749139330246309
22,9,733,0.5,3,0.01,0.874915214527738
22,9,733,0.5,3,0.1,0.905687413730844
22,9,733,0.25,3,0.001,0.589415845483481
22,9,733,0.25,3,0.01,0.790071749593917
22,9,733,0.25,3,0.1,0.863851362325731
22,9,733,0.75,4,0.001,0.828646688709954
22,9,733,0.75,4,0.01,0.910239563915531
22,9,733,0.75,4,0.1,0.928136934960362
22,9,733,0.5,4,0.001,0.707576627876239
22,9,733,0.5,4,0.01,0.860056777751159
22,9,733,0.5,4,0.1,0.895339450724567
22,9,733,0.25,4,0.001,0.596875055017632
22,9,733,0.25,4,0.01,0.799232203624996
22,9,733,0.25,4,0.1,0.861357465732157
22,9,733,0.75,5,0.001,0.878575788219774
22,9,733,0.75,5,0.01,0.916756070596205
22,9,733,0.75,5,0.1,0.916297512556329
22,9,733,0.5,5,0.001,0.747298937971893
22,9,733,0.5,5,0.01,0.858197188144353
22,9,733,0.5,5,0.1,0.877561476007268
22,9,733,0.25,5,0.001,0.625034834083231
22,9,733,0.25,5,0.01,0.796142664328343
22,9,733,0.25,5,0.1,0.850726297144081
22,9,733,0.75,6,0.001,0.850448203892417
22,9,733,0.75,6,0.01,0.914771297154585
22,9,733,0.75,6,0.1,0.926232592889711
22,9,733,0.5,6,0.001,0.757329467631353
22,9,733,0.5,6,0.01,0.867261395410595
22,9,733,0.5,6,0.1,0.896971643164094
22,9,733,0.25,6,0.001,0.623378324271412
22,9,733,0.25,6,0.01,0.795198173505652
22,9,733,0.25,6,0.1,0.862362329881223
22,9,733,0.75,7,0.001,0.902967100298916
22,9,733,0.75,7,0.01,0.921368590497874
22,9,733,0.75,7,0.1,0.917520650499706
22,9,733,0.5,7,0.001,0.778726529740396
22,9,733,0.5,7,0.01,0.86281761218885
22,9,733,0.5,7,0.1,0.885129431807428
22,9,733,0.25,7,0.001,0.626349430935806
22,9,733,0.25,7,0.01,0.790095135475165
22,9,733,0.25,7,0.1,0.854483233924955
22,9,733,0.75,8,0.001,0.766896497833993
22,9,733,0.75,8,0.01,0.911546622362644
22,9,733,0.75,8,0.1,0.937208930039194
22,9,733,0.5,8,0.001,0.66639065870285
22,9,733,0.5,8,0.01,0.86506124569195
22,9,733,0.5,8,0.1,0.910749773750845
22,9,733,0.25,8,0.001,0.580417912856007
22,9,733,0.25,8,0.01,0.798773866995283
22,9,733,0.25,8,0.1,0.870080540452989
22,10,689,0.75,1,0.001,0.962567998051659
22,10,689,0.75,1,0.01,0.976822137342548
22,10,689,0.75,1,0.1,0.978117057502294
22,10,689,0.5,1,0.001,0.917062668935743
22,10,689,0.5,1,0.01,0.940547392154484
22,10,689,0.5,1,0.1,0.950549800460977
22,10,689,0.25,1,0.001,0.86701774194322
22,10,689,0.25,1,0.01,0.907842667687761
22,10,689,0.25,1,0.1,0.923916723095246
22,10,689,0.75,2,0.001,0.955005658818728
22,10,689,0.75,2,0.01,0.977518450927282
22,10,689,0.75,2,0.1,0.979808562491094
22,10,689,0.5,2,0.001,0.900580489434964
22,10,689,0.5,2,0.01,0.944129372160298
22,10,689,0.5,2,0.1,0.954224817721876
22,10,689,0.25,2,0.001,0.850930040662726
22,10,689,0.25,2,0.01,0.91356516865795
22,10,689,0.25,2,0.1,0.92845147409427
22,10,689,0.75,3,0.001,0.968661822703701
22,10,689,0.75,3,0.01,0.97898131555162
22,10,689,0.75,3,0.1,0.980391161792084
22,10,689,0.5,3,0.001,0.924084168542874
22,10,689,0.5,3,0.01,0.943911454740472
22,10,689,0.5,3,0.1,0.952741804564906
22,10,689,0.25,3,0.001,0.864828751554311
22,10,689,0.25,3,0.01,0.91073508349689
22,10,689,0.25,3,0.1,0.923792853762127
22,10,689,0.75,4,0.001,0.955284796625036
22,10,689,0.75,4,0.01,0.977872619953275
22,10,689,0.75,4,0.1,0.979934748455064
22,10,689,0.5,4,0.001,0.918454587962382
22,10,689,0.5,4,0.01,0.952216107728286
22,10,689,0.5,4,0.1,0.956912436379936
22,10,689,0.25,4,0.001,0.87759336353546
22,10,689,0.25,4,0.01,0.924975705040233
22,10,689,0.25,4,0.1,0.928954159300258
22,10,689,0.75,5,0.001,0.959060272834483
22,10,689,0.75,5,0.01,0.978427346994376
22,10,689,0.75,5,0.1,0.980074631922202
22,10,689,0.5,5,0.001,0.91589054342963
22,10,689,0.5,5,0.01,0.944480662310457
22,10,689,0.5,5,0.1,0.955001907510956
22,10,689,0.25,5,0.001,0.871544584804174
22,10,689,0.25,5,0.01,0.913990699351376
22,10,689,0.25,5,0.1,0.930616068065164
22,10,689,0.75,6,0.001,0.956038612009912
22,10,689,0.75,6,0.01,0.976993336394007
22,10,689,0.75,6,0.1,0.978744495221543
22,10,689,0.5,6,0.001,0.903041939873441
22,10,689,0.5,6,0.01,0.944124571113948
22,10,689,0.5,6,0.1,0.953317437176992
22,10,689,0.25,6,0.001,0.851201563989832
22,10,689,0.25,6,0.01,0.907690622794926
22,10,689,0.25,6,0.1,0.925202386377628
22,10,689,0.75,7,0.001,0.956841113324242
22,10,689,0.75,7,0.01,0.982082720076731
22,10,689,0.75,7,0.1,0.982701811649824
22,10,689,0.5,7,0.001,0.919535070620555
22,10,689,0.5,7,0.01,0.959771817844581
22,10,689,0.5,7,0.1,0.961494714661542
22,10,689,0.25,7,0.001,0.890526302119268
22,10,689,0.25,7,0.01,0.933088163805638
22,10,689,0.25,7,0.1,0.935328453458742
22,10,689,0.75,8,0.001,0.95981492531212
22,10,689,0.75,8,0.01,0.976922933834395
22,10,689,0.75,8,0.1,0.978599900892819
22,10,689,0.5,8,0.001,0.916901039271795
22,10,689,0.5,8,0.01,0.937101560472099
22,10,689,0.5,8,0.1,0.945540082294076
22,10,689,0.25,8,0.001,0.865400599868479
22,10,689,0.25,8,0.01,0.901175921908556
22,10,689,0.25,8,0.1,0.9150261009457
22,11,437,0.75,1,0.001,0.877424502571803
22,11,437,0.75,1,0.01,0.89817794245121
22,11,437,0.75,1,0.1,0.881141660105572
22,11,437,0.5,1,0.001,0.899283608539547
22,11,437,0.5,1,0.01,0.918865731506961
22,11,437,0.5,1,0.1,0.895262997771616
22,11,437,0.25,1,0.001,0.911030379662654
22,11,437,0.25,1,0.01,0.932242591871131
22,11,437,0.25,1,0.1,0.909514449299819
22,11,437,0.75,2,0.001,0.867041540251099
22,11,437,0.75,2,0.01,0.864778970819603
22,11,437,0.75,2,0.1,0.861790231246752
22,11,437,0.5,2,0.001,0.880929530324693
22,11,437,0.5,2,0.01,0.882556475801562
22,11,437,0.5,2,0.1,0.872799175265963
22,11,437,0.25,2,0.001,0.909903560383261
22,11,437,0.25,2,0.01,0.910650559354709
22,11,437,0.25,2,0.1,0.893793551993031
22,11,437,0.75,3,0.001,0.903022581628215
22,11,437,0.75,3,0.01,0.898583798367137
22,11,437,0.75,3,0.1,0.876540413487359
22,11,437,0.5,3,0.001,0.895513293531046
22,11,437,0.5,3,0.01,0.905387695863242
22,11,437,0.5,3,0.1,0.880913241264821
22,11,437,0.25,3,0.001,0.907368251985903
22,11,437,0.25,3,0.01,0.912132079269627
22,11,437,0.25,3,0.1,0.894905233428315
22,11,437,0.75,4,0.001,0.875522219136639
22,11,437,0.75,4,0.01,0.895807521832003
22,11,437,0.75,4,0.1,0.879225770618577
22,11,437,0.5,4,0.001,0.898272458335878
22,11,437,0.5,4,0.01,0.898048047380401
22,11,437,0.5,4,0.1,0.877361537591353
22,11,437,0.25,4,0.001,0.938098690731836
22,11,437,0.25,4,0.01,0.918477613117927
22,11,437,0.25,4,0.1,0.891589647249773
22,11,437,0.75,5,0.001,0.884175613674542
22,11,437,0.75,5,0.01,0.877475473876092
22,11,437,0.75,5,0.1,0.872047412788159
22,11,437,0.5,5,0.001,0.888656127078996
22,11,437,0.5,5,0.01,0.89374559654859
22,11,437,0.5,5,0.1,0.870572791639789
22,11,437,0.25,5,0.001,0.915479480959451
22,11,437,0.25,5,0.01,0.92021842727016
22,11,437,0.25,5,0.1,0.893250060511208
22,11,437,0.75,6,0.001,0.857728461434753
22,11,437,0.75,6,0.01,0.88317368795512
22,11,437,0.75,6,0.1,0.881674777821901
22,11,437,0.5,6,0.001,0.915832441674409
22,11,437,0.5,6,0.01,0.907414131575012
22,11,437,0.5,6,0.1,0.888681254977693
22,11,437,0.25,6,0.001,0.9273944735839
22,11,437,0.25,6,0.01,0.924473941423125
22,11,437,0.25,6,0.1,0.902532769223291
22,11,437,0.75,7,0.001,0.925216455110246
22,11,437,0.75,7,0.01,0.917510979109343
22,11,437,0.75,7,0.1,0.899244392686956
22,11,437,0.5,7,0.001,0.932197534388556
22,11,437,0.5,7,0.01,0.919655722599554
22,11,437,0.5,7,0.1,0.891440365538733
22,11,437,0.25,7,0.001,0.932957054415614
22,11,437,0.25,7,0.01,0.925209580156829
22,11,437,0.25,7,0.1,0.894943909939433
22,11,437,0.75,8,0.001,0.892759952068894
22,11,437,0.75,8,0.01,0.901617816111301
22,11,437,0.75,8,0.1,0.896500653934309
22,11,437,0.5,8,0.001,0.906056885910184
22,11,437,0.5,8,0.01,0.906618271386362
22,11,437,0.5,8,0.1,0.891254241303114
22,11,437,0.25,8,0.001,0.8931492462396
22,11,437,0.25,8,0.01,0.903109578054331
22,11,437,0.25,8,0.1,0.893414397406325
22,12,1159,0.75,1,0.001,0.849596946458692
22,12,1159,0.75,1,0.01,0.907043266549721
22,12,1159,0.75,1,0.1,0.917066630521447
22,12,1159,0.5,1,0.001,0.708023703496256
22,12,1159,0.5,1,0.01,0.812994249414138
22,12,1159,0.5,1,0.1,0.850001947766034
22,12,1159,0.25,1,0.001,0.613831112791552
22,12,1159,0.25,1,0.01,0.749576073444782
22,12,1159,0.25,1,0.1,0.808445351699295
22,12,1159,0.75,2,0.001,0.863586526216543
22,12,1159,0.75,2,0.01,0.916801424456277
22,12,1159,0.75,2,0.1,0.925639194511616
22,12,1159,0.5,2,0.001,0.714621885121434
22,12,1159,0.5,2,0.01,0.831611507018985
22,12,1159,0.5,2,0.1,0.860374567842631
22,12,1159,0.25,2,0.001,0.63450894277478
22,12,1159,0.25,2,0.01,0.768810542392086
22,12,1159,0.25,2,0.1,0.813277018265222
22,12,1159,0.75,3,0.001,0.866659081408266
22,12,1159,0.75,3,0.01,0.90376790231852
22,12,1159,0.75,3,0.1,0.91982179072543
22,12,1159,0.5,3,0.001,0.715476113516048
22,12,1159,0.5,3,0.01,0.791289431887689
22,12,1159,0.5,3,0.1,0.85202416113658
22,12,1159,0.25,3,0.001,0.62285199028309
22,12,1159,0.25,3,0.01,0.736109235390198
22,12,1159,0.25,3,0.1,0.816108074583659
22,12,1159,0.75,4,0.001,0.838327333202886
22,12,1159,0.75,4,0.01,0.886580486182327
22,12,1159,0.75,4,0.1,0.905181066555796
22,12,1159,0.5,4,0.001,0.690928268584534
22,12,1159,0.5,4,0.01,0.80607818790515
22,12,1159,0.5,4,0.1,0.836918902916761
22,12,1159,0.25,4,0.001,0.618064873873048
22,12,1159,0.25,4,0.01,0.765291378716015
22,12,1159,0.25,4,0.1,0.807610141300134
22,12,1159,0.75,5,0.001,0.8387356706184
22,12,1159,0.75,5,0.01,0.907484988963995
22,12,1159,0.75,5,0.1,0.921497276072338
22,12,1159,0.5,5,0.001,0.671753682065581
22,12,1159,0.5,5,0.01,0.79802098743473
22,12,1159,0.5,5,0.1,0.853026334862727
22,12,1159,0.25,5,0.001,0.57857254862195
22,12,1159,0.25,5,0.01,0.729300183976426
22,12,1159,0.25,5,0.1,0.809759729345193
22,12,1159,0.75,6,0.001,0.851480206197631
22,12,1159,0.75,6,0.01,0.906388195652319
22,12,1159,0.75,6,0.1,0.9200202385105
22,12,1159,0.5,6,0.001,0.711695629790395
22,12,1159,0.5,6,0.01,0.811776544293788
22,12,1159,0.5,6,0.1,0.856083225300287
22,12,1159,0.25,6,0.001,0.628811379850416
22,12,1159,0.25,6,0.01,0.753672897201959
22,12,1159,0.25,6,0.1,0.817151262111383
22,12,1159,0.75,7,0.001,0.853972469352102
22,12,1159,0.75,7,0.01,0.901155524853769
22,12,1159,0.75,7,0.1,0.905666585433041
22,12,1159,0.5,7,0.001,0.701273462951622
22,12,1159,0.5,7,0.01,0.800182135908414
22,12,1159,0.5,7,0.1,0.838030009459057
22,12,1159,0.25,7,0.001,0.610704686031739
22,12,1159,0.25,7,0.01,0.742317457696577
22,12,1159,0.25,7,0.1,0.801754711330929
22,12,1159,0.75,8,0.001,0.863974091270232
22,12,1159,0.75,8,0.01,0.910609935716422
22,12,1159,0.75,8,0.1,0.920581625409393
22,12,1159,0.5,8,0.001,0.718468513656927
22,12,1159,0.5,8,0.01,0.820054294154113
22,12,1159,0.5,8,0.1,0.852723480750688
22,12,1159,0.25,8,0.001,0.63355992648446
22,12,1159,0.25,8,0.01,0.755742793122469
22,12,1159,0.25,8,0.1,0.810650399995129
22,13,618,0.75,1,0.001,0.881337269233461
22,13,618,0.75,1,0.01,0.908170265771418
22,13,618,0.75,1,0.1,0.911439386321727
22,13,618,0.5,1,0.001,0.813246305702175
22,13,618,0.5,1,0.01,0.857596072199299
22,13,618,0.5,1,0.1,0.859798720723762
22,13,618,0.25,1,0.001,0.803355451830371
22,13,618,0.25,1,0.01,0.851901056542074
22,13,618,0.25,1,0.1,0.84586148947209
22,13,618,0.75,2,0.001,0.850634512483255
22,13,618,0.75,2,0.01,0.879613509685569
22,13,618,0.75,2,0.1,0.893520045491233
22,13,618,0.5,2,0.001,0.771728133849816
22,13,618,0.5,2,0.01,0.817862122522262
22,13,618,0.5,2,0.1,0.8374666240916
22,13,618,0.25,2,0.001,0.75614189319572
22,13,618,0.25,2,0.01,0.808570889561661
22,13,618,0.25,2,0.1,0.826815257338903
22,13,618,0.75,3,0.001,0.881217105441053
22,13,618,0.75,3,0.01,0.901319550178964
22,13,618,0.75,3,0.1,0.909401176747563
22,13,618,0.5,3,0.001,0.812960693277879
22,13,618,0.5,3,0.01,0.843054031608645
22,13,618,0.5,3,0.1,0.855896995592982
22,13,618,0.25,3,0.001,0.774247829133636
22,13,618,0.25,3,0.01,0.823798899916462
22,13,618,0.25,3,0.1,0.83739785465521
22,13,618,0.75,4,0.001,0.909282724416734
22,13,618,0.75,4,0.01,0.915948166422174
22,13,618,0.75,4,0.1,0.912288362099474
22,13,618,0.5,4,0.001,0.833852305362326
22,13,618,0.5,4,0.01,0.850577778593279
22,13,618,0.5,4,0.1,0.85385562699752
22,13,618,0.25,4,0.001,0.783327596338753
22,13,618,0.25,4,0.01,0.823579121902456
22,13,618,0.25,4,0.1,0.833367606759547
22,13,618,0.75,5,0.001,0.859460071396729
22,13,618,0.75,5,0.01,0.892651130850393
22,13,618,0.75,5,0.1,0.903076136955212
22,13,618,0.5,5,0.001,0.806165769066298
22,13,618,0.5,5,0.01,0.847117799526481
22,13,618,0.5,5,0.1,0.852581155931663
22,13,618,0.25,5,0.001,0.792594398974071
22,13,618,0.25,5,0.01,0.841853968795124
22,13,618,0.25,5,0.1,0.840169029404714
22,13,618,0.75,6,0.001,0.820418546182857
22,13,618,0.75,6,0.01,0.879045493900262
22,13,618,0.75,6,0.1,0.903568102308213
22,13,618,0.5,6,0.001,0.769001616251331
22,13,618,0.5,6,0.01,0.825971953580624
22,13,618,0.5,6,0.1,0.851290760055553
22,13,618,0.25,6,0.001,0.78957053210178
22,13,618,0.25,6,0.01,0.832026771953025
22,13,618,0.25,6,0.1,0.8425599690554
22,13,618,0.75,7,0.001,0.857289609411425
22,13,618,0.75,7,0.01,0.895494994059741
22,13,618,0.75,7,0.1,0.908166443431675
22,13,618,0.5,7,0.001,0.788532796987125
22,13,618,0.5,7,0.01,0.840514497329108
22,13,618,0.5,7,0.1,0.856747617507543
22,13,618,0.25,7,0.001,0.772229174171138
22,13,618,0.25,7,0.01,0.83170044066767
22,13,618,0.25,7,0.1,0.843658124121637
22,13,618,0.75,8,0.001,0.898616321554385
22,13,618,0.75,8,0.01,0.897781650558406
22,13,618,0.75,8,0.1,0.903001067522294
22,13,618,0.5,8,0.001,0.850819604959018
22,13,618,0.5,8,0.01,0.841593934351494
22,13,618,0.5,8,0.1,0.848276167706903
22,13,618,0.25,8,0.001,0.804672131978229
22,13,618,0.25,8,0.01,0.826668575847071
22,13,618,0.25,8,0.1,0.835026564702449
22,14,1069,0.75,1,0.001,0.780622947725773
22,14,1069,0.75,1,0.01,0.908982886824758
22,14,1069,0.75,1,0.1,0.942170643849508
22,14,1069,0.5,1,0.001,0.637347912047223
22,14,1069,0.5,1,0.01,0.806950561868056
22,14,1069,0.5,1,0.1,0.871180992801354
22,14,1069,0.25,1,0.001,0.449187826890668
22,14,1069,0.25,1,0.01,0.703619806886679
22,14,1069,0.25,1,0.1,0.79849582568604
22,14,1069,0.75,2,0.001,0.824646506042485
22,14,1069,0.75,2,0.01,0.916182037356387
22,14,1069,0.75,2,0.1,0.945475230684088
22,14,1069,0.5,2,0.001,0.622435526281884
22,14,1069,0.5,2,0.01,0.817923598428529
22,14,1069,0.5,2,0.1,0.88205207438054
22,14,1069,0.25,2,0.001,0.427831458232601
22,14,1069,0.25,2,0.01,0.722068869851311
22,14,1069,0.25,2,0.1,0.821726819439994
22,14,1069,0.75,3,0.001,0.752639230540647
22,14,1069,0.75,3,0.01,0.910661671423034
22,14,1069,0.75,3,0.1,0.944772873800161
22,14,1069,0.5,3,0.001,0.611892432784172
22,14,1069,0.5,3,0.01,0.808414999588728
22,14,1069,0.5,3,0.1,0.869795168642595
22,14,1069,0.25,3,0.001,0.444734535038674
22,14,1069,0.25,3,0.01,0.701656251491319
22,14,1069,0.25,3,0.1,0.797345368031619
22,14,1069,0.75,4,0.001,0.798293264134693
22,14,1069,0.75,4,0.01,0.917916549693981
22,14,1069,0.75,4,0.1,0.948366370031611
22,14,1069,0.5,4,0.001,0.64177407719089
22,14,1069,0.5,4,0.01,0.824847700451547
22,14,1069,0.5,4,0.1,0.878174255356657
22,14,1069,0.25,4,0.001,0.475977759418423
22,14,1069,0.25,4,0.01,0.727491728140568
22,14,1069,0.25,4,0.1,0.807484050771869
22,14,1069,0.75,5,0.001,0.75958030096617
22,14,1069,0.75,5,0.01,0.916294904050017
22,14,1069,0.75,5,0.1,0.94665807617925
22,14,1069,0.5,5,0.001,0.585203275558574
22,14,1069,0.5,5,0.01,0.817085188608577
22,14,1069,0.5,5,0.1,0.882108558579003
22,14,1069,0.25,5,0.001,0.445387738042569
22,14,1069,0.25,5,0.01,0.729760935496643
22,14,1069,0.25,5,0.1,0.821046271507232
22,14,1069,0.75,6,0.001,0.815828898028238
22,14,1069,0.75,6,0.01,0.913827179469785
22,14,1069,0.75,6,0.1,0.938912710293573
22,14,1069,0.5,6,0.001,0.674456899600687
22,14,1069,0.5,6,0.01,0.825666704539716
22,14,1069,0.5,6,0.1,0.866972298904983
22,14,1069,0.25,6,0.001,0.517258897231781
22,14,1069,0.25,6,0.01,0.742849847109372
22,14,1069,0.25,6,0.1,0.80789093556201
22,14,1069,0.75,7,0.001,0.815096718501754
22,14,1069,0.75,7,0.01,0.924834107066785
22,14,1069,0.75,7,0.1,0.943357650489884
22,14,1069,0.5,7,0.001,0.708281159392879
22,14,1069,0.5,7,0.01,0.853820269690601
22,14,1069,0.5,7,0.1,0.878420643688201
22,14,1069,0.25,7,0.001,0.515816390211834
22,14,1069,0.25,7,0.01,0.771165615213486
22,14,1069,0.25,7,0.1,0.820607307626941
22,14,1069,0.75,8,0.001,0.753134191455307
22,14,1069,0.75,8,0.01,0.905968379242275
22,14,1069,0.75,8,0.1,0.939797883450194
22,14,1069,0.5,8,0.001,0.573224500921527
22,14,1069,0.5,8,0.01,0.790993580849388
22,14,1069,0.5,8,0.1,0.864894631479081
22,14,1069,0.25,8,0.001,0.42423416517785
22,14,1069,0.25,8,0.01,0.691593872317281
22,14,1069,0.25,8,0.1,0.795772063759016
22,15,709,0.75,1,0.001,0.877864394590717
22,15,709,0.75,1,0.01,0.9537238793917
22,15,709,0.75,1,0.1,0.951796586927904
22,15,709,0.5,1,0.001,0.798534180928066
22,15,709,0.5,1,0.01,0.871144144384312
22,15,709,0.5,1,0.1,0.869362427495124
22,15,709,0.25,1,0.001,0.720933292176538
22,15,709,0.25,1,0.01,0.7840348337512
22,15,709,0.25,1,0.1,0.789398907557076
22,15,709,0.75,2,0.001,0.872840820904101
22,15,709,0.75,2,0.01,0.959382949340372
22,15,709,0.75,2,0.1,0.957297954983182
22,15,709,0.5,2,0.001,0.773398484742303
22,15,709,0.5,2,0.01,0.8796854138059
22,15,709,0.5,2,0.1,0.882693860681145
22,15,709,0.25,2,0.001,0.693537917742262
22,15,709,0.25,2,0.01,0.789264401231779
22,15,709,0.25,2,0.1,0.803628267678366
22,15,709,0.75,3,0.001,0.875996530913206
22,15,709,0.75,3,0.01,0.965981965851017
22,15,709,0.75,3,0.1,0.960056307357623
22,15,709,0.5,3,0.001,0.81183893405626
22,15,709,0.5,3,0.01,0.900252165669247
22,15,709,0.5,3,0.1,0.890263295634877
22,15,709,0.25,3,0.001,0.717528555974664
22,15,709,0.25,3,0.01,0.800480966569571
22,15,709,0.25,3,0.1,0.808882020822288
22,15,709,0.75,4,0.001,0.861733901273169
22,15,709,0.75,4,0.01,0.955319488382231
22,15,709,0.75,4,0.1,0.954716308811788
22,15,709,0.5,4,0.001,0.73055688972143
22,15,709,0.5,4,0.01,0.870860296548572
22,15,709,0.5,4,0.1,0.881037332542555
22,15,709,0.25,4,0.001,0.628627520643026
22,15,709,0.25,4,0.01,0.770390476742132
22,15,709,0.25,4,0.1,0.803070796239958
22,15,709,0.75,5,0.001,0.889153311091816
22,15,709,0.75,5,0.01,0.959049422983747
22,15,709,0.75,5,0.1,0.951833001738396
22,15,709,0.5,5,0.001,0.810218322110518
22,15,709,0.5,5,0.01,0.885129990269003
22,15,709,0.5,5,0.1,0.86801867879706
22,15,709,0.25,5,0.001,0.711687598488151
22,15,709,0.25,5,0.01,0.796034777547154
22,15,709,0.25,5,0.1,0.78831947473257
22,15,709,0.75,6,0.001,0.851886816939002
22,15,709,0.75,6,0.01,0.957585620426743
22,15,709,0.75,6,0.1,0.957860148450033
22,15,709,0.5,6,0.001,0.774168919281769
22,15,709,0.5,6,0.01,0.880872569071015
22,15,709,0.5,6,0.1,0.884784364357971
22,15,709,0.25,6,0.001,0.722192699794242
22,15,709,0.25,6,0.01,0.791572669694945
22,15,709,0.25,6,0.1,0.804084429442593
22,15,709,0.75,7,0.001,0.851158031764341
22,15,709,0.75,7,0.01,0.960015100303837
22,15,709,0.75,7,0.1,0.953127670225416
22,15,709,0.5,7,0.001,0.765030017662525
22,15,709,0.5,7,0.01,0.887507937919935
22,15,709,0.5,7,0.1,0.879645406653478
22,15,709,0.25,7,0.001,0.691355561319354
22,15,709,0.25,7,0.01,0.802786999444889
22,15,709,0.25,7,0.1,0.807569886046894
22,15,709,0.75,8,0.001,0.893193892058983
22,15,709,0.75,8,0.01,0.960950608273426
22,15,709,0.75,8,0.1,0.959366149531734
22,15,709,0.5,8,0.001,0.82303733203048
22,15,709,0.5,8,0.01,0.892230167623224
22,15,709,0.5,8,0.1,0.89141866502566
22,15,709,0.25,8,0.001,0.74548090109842
22,15,709,0.25,8,0.01,0.806520740986164
22,15,709,0.25,8,0.1,0.815520923878751
22,16,417,0.75,1,0.001,0.960427311436965
22,16,417,0.75,1,0.01,0.968400608291315
22,16,417,0.75,1,0.1,0.969205054158351
22,16,417,0.5,1,0.001,0.87613370484389
22,16,417,0.5,1,0.01,0.905701602024446
22,16,417,0.5,1,0.1,0.9086434312358
22,16,417,0.25,1,0.001,0.769154181566385
22,16,417,0.25,1,0.01,0.817610869659744
22,16,417,0.25,1,0.1,0.822582885612337
22,16,417,0.75,2,0.001,0.967313285007083
22,16,417,0.75,2,0.01,0.972844337952288
22,16,417,0.75,2,0.1,0.970276113883805
22,16,417,0.5,2,0.001,0.885705867582577
22,16,417,0.5,2,0.01,0.908095601993303
22,16,417,0.5,2,0.1,0.906832371209026
22,16,417,0.25,2,0.001,0.782501793653316
22,16,417,0.25,2,0.01,0.820296551973545
22,16,417,0.25,2,0.1,0.827203514965675
22,16,417,0.75,3,0.001,0.960692575578175
22,16,417,0.75,3,0.01,0.968180499340359
22,16,417,0.75,3,0.1,0.970766911767929
22,16,417,0.5,3,0.001,0.887120772340655
22,16,417,0.5,3,0.01,0.902250817955284
22,16,417,0.5,3,0.1,0.906756209972169
22,16,417,0.25,3,0.001,0.792523240418551
22,16,417,0.25,3,0.01,0.823630831453499
22,16,417,0.25,3,0.1,0.830503236295273
22,16,417,0.75,4,0.001,0.962858240044583
22,16,417,0.75,4,0.01,0.97031625636958
22,16,417,0.75,4,0.1,0.971041252241108
22,16,417,0.5,4,0.001,0.890194016126591
22,16,417,0.5,4,0.01,0.89762218528143
22,16,417,0.5,4,0.1,0.906069681985284
22,16,417,0.25,4,0.001,0.791239187819988
22,16,417,0.25,4,0.01,0.810241201044601
22,16,417,0.25,4,0.1,0.82370833320065
22,16,417,0.75,5,0.001,0.968455291639552
22,16,417,0.75,5,0.01,0.976308856113642
22,16,417,0.75,5,0.1,0.973658757389613
22,16,417,0.5,5,0.001,0.888193607169344
22,16,417,0.5,5,0.01,0.915360984091593
22,16,417,0.5,5,0.1,0.916078530485517
22,16,417,0.25,5,0.001,0.786732648625776
22,16,417,0.25,5,0.01,0.827785927377961
22,16,417,0.25,5,0.1,0.834376667189201
22,16,417,0.75,6,0.001,0.941852062741833
22,16,417,0.75,6,0.01,0.96114171079154
22,16,417,0.75,6,0.1,0.967008337982655
22,16,417,0.5,6,0.001,0.842913386505087
22,16,417,0.5,6,0.01,0.880115090875763
22,16,417,0.5,6,0.1,0.896094703439904
22,16,417,0.25,6,0.001,0.777251907338786
22,16,417,0.25,6,0.01,0.804172626007467
22,16,417,0.25,6,0.1,0.816437036694539
22,16,417,0.75,7,0.001,0.959924063621751
22,16,417,0.75,7,0.01,0.971772811824138
22,16,417,0.75,7,0.1,0.972316629224376
22,16,417,0.5,7,0.001,0.891194458172684
22,16,417,0.5,7,0.01,0.910589603729255
22,16,417,0.5,7,0.1,0.91447858201494
22,16,417,0.25,7,0.001,0.800494042010531
22,16,417,0.25,7,0.01,0.832565064145028
22,16,417,0.25,7,0.1,0.845442331306143
22,16,417,0.75,8,0.001,0.967389597686358
22,16,417,0.75,8,0.01,0.975586800300283
22,16,417,0.75,8,0.1,0.973954085904057
22,16,417,0.5,8,0.001,0.882213371520665
22,16,417,0.5,8,0.01,0.910116415756118
22,16,417,0.5,8,0.1,0.916153522667247
22,16,417,0.25,8,0.001,0.782043805958108
22,16,417,0.25,8,0.01,0.822706613451351
22,16,417,0.25,8,0.1,0.845479630136282
22,17,615,0.75,1,0.001,0.940294061597957
