trait,sweep_kind,sweep_id,mean_diff,lo95,hi95,eff_groups,mean_B_diag
Stroke,multi,reported,0.00740410151046511,0.00169356664451726,0.012669697638572,1.57749770477392,0.0256130356780597
Stroke,multi,w25rest,0,0,0,4,0.0456341487509252
Stroke,multi,w50rest,0.00249184141415799,-0.00105143983944776,0.00686962064958779,3,0.0374407960096805
VTE,EUR_AFR,EUR_AFR_01,-0.0631298795022338,-0.0909099753757761,-0.0332679916353115,1,0
VTE,EUR_AFR,EUR_AFR_02,-0.027000798302815,-0.0444195518075175,-0.00965962839037322,1.21951219512195,0.0142617611174606
VTE,EUR_AFR,EUR_AFR_03,-0.00511928322971778,-0.0190306654821987,0.0105012567384415,1.47058823529412,0.0253542419865965
VTE,EUR_AFR,EUR_AFR_04,-0.00588814264714235,-0.0168679556200397,0.00467144874192587,1.72413793103448,0.033277442607408
VTE,EUR_AFR,EUR_AFR_05,-0.00727768485983784,-0.0184575777222632,0.00371189836186028,1.92307692307692,0.0380313629798948
VTE,EUR_AFR,EUR_AFR_06,0.00444842516852593,-0.0037636594711158,0.0129467610839294,2,0.0396160031040571
VTE,EUR_AFR,EUR_AFR_07,-0.00574315558053649,-0.0135398124174045,0.00136587653260882,1.92307692307692,0.0380313629798948
VTE,EUR_AFR,EUR_AFR_08,-0.00325159026385377,-0.0118609619644577,0.00551213527064915,1.72413793103448,0.033277442607408
VTE,EUR_AFR,EUR_AFR_09,0.00779687222815491,0.00109864889431412,0.0137983164527388,1.47058823529412,0.0253542419865965
VTE,EUR_AFR,EUR_AFR_10,0.00516643028369419,-0.00216123496899708,0.0125900173456282,1.21951219512195,0.0142617611174606
VTE,EUR_AFR,EUR_AFR_11,0.0223242801088563,0.0125144309875254,0.0333729920804187,1,0
VTE,EUR_EAS,EUR_EAS_01,0.0256949592584545,0.00708913950114225,0.0457392903667273,1,0
VTE,EUR_EAS,EUR_EAS_02,-0.00830022064330665,-0.0183279269607314,0.00272145157146293,1.21951219512195,0.0136378645663593
VTE,EUR_EAS,EUR_EAS_03,-0.00832976934326132,-0.0208294494190407,0.0046703580258878,1.47058823529412,0.0242450925624165
VTE,EUR_EAS,EUR_EAS_04,0.00354798266278428,-0.00286018774023069,0.00998469248823465,1.72413793103448,0.0318216839881716
VTE,EUR_EAS,EUR_EAS_05,0.00395546437422295,-0.00290450446330696,0.0102638069642942,1.92307692307692,0.0363676388436247
VTE,EUR_EAS,EUR_EAS_06,0.0130020703725005,0.0039282545166348,0.0225144299439329,2,0.0378829571287757
VTE,EUR_EAS,EUR_EAS_07,0.0123653120773809,0.000887072710750941,0.0230615433346475,1.92307692307692,0.0363676388436247
VTE,EUR_EAS,EUR_EAS_08,0.0249125187076397,0.0175950704306392,0.032872183340862,1.72413793103448,0.0318216839881716
VTE,EUR_EAS,EUR_EAS_09,0.0212492680962517,0.012072013694469,0.0296939270195153,1.47058823529412,0.0242450925624165
VTE,EUR_EAS,EUR_EAS_10,0.0183113130110073,0.00882430945208363,0.0279524325268024,1.21951219512195,0.0136378645663593
VTE,EUR_EAS,EUR_EAS_11,0.0185734081101902,0.00995157383042208,0.0293840061677833,1,0
VTE,multi,equal,0,0,0,4,0.0500492536139121
VTE,multi,reported,0.0251317768330014,0.0171780328365048,0.0335030556359439,1.27724674589357,0.0153281945038004
VTE,multi,w25rest,0,0,0,4,0.0500492536139121
VTE,multi,w50rest,0.00681054236897435,0.0030108705650597,0.0106863044231904,3,0.040798711503573
