trait,sweep_kind,sweep_id,delta,comparison,mean_diff,sd,lo95,hi95
Stroke,EUR_AFR,EUR_AFR_11,0.1,MELD_lambda0_true − MELD_lambda0_scrambled,0,0,0,0
Stroke,EUR_AFR,EUR_AFR_11,0.1,MELD_lambda1_true − MELD_lambda0_true,0,0,0,0
Stroke,EUR_EAS,EUR_EAS_01,0.001,MELD_lambda0_true − EUR,0.228126514541743,0.0158547913576826,0.197848871108598,0.261643406067481
Stroke,EUR_EAS,EUR_EAS_01,0.001,MELD_lambda0_true − EAS,5.89826106312731e-15,6.01735381698185e-15,-5.91337107056199e-15,1.76939259600092e-14
Stroke,EUR_EAS,EUR_EAS_01,0.001,MELD_lambda0_true − AFR,0.427124963764583,0.0224338830016601,0.382331020966287,0.471535109261533
Stroke,EUR_EAS,EUR_EAS_01,0.001,MELD_lambda0_true − AMR,0.224172515407365,0.0202399565979056,0.185316095156801,0.265674687217093
Stroke,EUR_EAS,EUR_EAS_01,0.001,MELD_lambda0_true − MELD_lambda0_equal,0.0151425640055143,0.00736105648756485,0.000637178081372064,0.0292346021821432
Stroke,EUR_EAS,EUR_EAS_01,0.001,MELD_lambda0_true − MELD_lambda0_scrambled,0.228126514541754,0.0154702331264067,0.196670682170078,0.257954064445921
Stroke,EUR_EAS,EUR_EAS_01,0.001,MELD_lambda1_true − MELD_lambda0_true,0,0,0,0
Stroke,EUR_EAS,EUR_EAS_01,0.01,MELD_lambda0_true − EUR,0.146539370132335,0.0144036748743446,0.119094594623353,0.176018397770296
Stroke,EUR_EAS,EUR_EAS_01,0.01,MELD_lambda0_true − EAS,1.48515965678567e-16,5.00489037176984e-16,-8.75556153953431e-16,1.07715576711669e-15
Stroke,EUR_EAS,EUR_EAS_01,0.01,MELD_lambda0_true − AFR,0.317037507356123,0.0235741672268353,0.273906167124937,0.36393667597549
Stroke,EUR_EAS,EUR_EAS_01,0.01,MELD_lambda0_true − AMR,0.158245446534853,0.0186674560388806,0.124376263013017,0.19616206560737
Stroke,EUR_EAS,EUR_EAS_01,0.01,MELD_lambda0_true − MELD_lambda0_equal,0.028238081943658,0.00589098272309999,0.0179303662406614,0.0414676427993001
Stroke,EUR_EAS,EUR_EAS_01,0.01,MELD_lambda0_true − MELD_lambda0_scrambled,0.146539370132335,0.0143434416182713,0.119711121234906,0.176521802857245
Stroke,EUR_EAS,EUR_EAS_01,0.01,MELD_lambda1_true − MELD_lambda0_true,0,0,0,0
Stroke,EUR_EAS,EUR_EAS_01,0.1,MELD_lambda0_true − EUR,0.109341990818043,0.0118369774704448,0.0864107209097965,0.133084287405332
Stroke,EUR_EAS,EUR_EAS_01,0.1,MELD_lambda0_true − EAS,-1.60585251503446e-16,2.13837911461635e-16,-5.27780591481869e-16,3.03256714159675e-16
Stroke,EUR_EAS,EUR_EAS_01,0.1,MELD_lambda0_true − AFR,0.238848266399399,0.0206753074399279,0.201752367617958,0.281574469544232
Stroke,EUR_EAS,EUR_EAS_01,0.1,MELD_lambda0_true − AMR,0.130088658310235,0.0165613383226441,0.101988988552577,0.167232188895359
Stroke,EUR_EAS,EUR_EAS_01,0.1,MELD_lambda0_true − MELD_lambda0_equal,0.030213911964029,0.00474532329770217,0.0219434111339916,0.0403883005496714
Stroke,EUR_EAS,EUR_EAS_01,0.1,MELD_lambda0_true − MELD_lambda0_scrambled,0.109341990818044,0.0122177426507788,0.0859906946083519,0.132427419916289
Stroke,EUR_EAS,EUR_EAS_01,0.1,MELD_lambda1_true − MELD_lambda0_true,0,0,0,0
Stroke,EUR_EAS,EUR_EAS_02,0.001,MELD_lambda0_true − EUR,0.240656425002599,0.0141723982341036,0.213977452736229,0.269189969485061
Stroke,EUR_EAS,EUR_EAS_02,0.001,MELD_lambda0_true − EAS,0.0263389711707204,0.00618447392355502,0.015137158791764,0.0386082457068506
Stroke,EUR_EAS,EUR_EAS_02,0.001,MELD_lambda0_true − AFR,0.434932568942799,0.017939231825008,0.398706581112881,0.470841643983085
Stroke,EUR_EAS,EUR_EAS_02,0.001,MELD_lambda0_true − AMR,0.245384752694163,0.0186480075289286,0.209252526946628,0.280737781837997
Stroke,EUR_EAS,EUR_EAS_02,0.001,MELD_lambda0_true − MELD_lambda0_equal,0.0220826802686899,0.00685786267591133,0.00879182353140407,0.035499410480386
Stroke,EUR_EAS,EUR_EAS_02,0.001,MELD_lambda0_true − MELD_lambda0_scrambled,0,0,0,0
Stroke,EUR_EAS,EUR_EAS_02,0.001,MELD_lambda1_true − MELD_lambda0_true,-0.00175843002936255,0.00163522320185172,-0.00499567200166779,0.00134940191742161
Stroke,EUR_EAS,EUR_EAS_02,0.01,MELD_lambda0_true − EUR,0.162536243784492,0.0117476476537519,0.142271622434717,0.187294697756312
Stroke,EUR_EAS,EUR_EAS_02,0.01,MELD_lambda0_true − EAS,0.0106950425200192,0.00312107823976524,0.00436035368643431,0.0166955207604407
Stroke,EUR_EAS,EUR_EAS_02,0.01,MELD_lambda0_true − AFR,0.316116508206055,0.0190332838226815,0.280935887764799,0.354696305648738
Stroke,EUR_EAS,EUR_EAS_02,0.01,MELD_lambda0_true − AMR,0.175245602629555,0.0157155099379434,0.144588372695805,0.204750896701343
Stroke,EUR_EAS,EUR_EAS_02,0.01,MELD_lambda0_true − MELD_lambda0_equal,0.0353076129474743,0.00450905067686577,0.0264466763315502,0.0439052796832141
Stroke,EUR_EAS,EUR_EAS_02,0.01,MELD_lambda0_true − MELD_lambda0_scrambled,0,0,0,0
Stroke,EUR_EAS,EUR_EAS_02,0.01,MELD_lambda1_true − MELD_lambda0_true,-0.000139397678949804,0.000861129139094433,-0.00175358788591139,0.00161889712142168
Stroke,EUR_EAS,EUR_EAS_02,0.1,MELD_lambda0_true − EUR,0.12676911317301,0.0107196517810448,0.107308847160697,0.149192587077678
Stroke,EUR_EAS,EUR_EAS_02,0.1,MELD_lambda0_true − EAS,0.00632500097302819,0.00181500329009805,0.00263871222204193,0.00982034076939732
Stroke,EUR_EAS,EUR_EAS_02,0.1,MELD_lambda0_true − AFR,0.252425011457925,0.0171840197181167,0.218573869755992,0.285967519472128
Stroke,EUR_EAS,EUR_EAS_02,0.1,MELD_lambda0_true − AMR,0.131889953371378,0.013951299878836,0.105157372619973,0.159277803993443
Stroke,EUR_EAS,EUR_EAS_02,0.1,MELD_lambda0_true − MELD_lambda0_equal,0.0333952209247735,0.00443821377615794,0.024431151399964,0.0417076521824637
Stroke,EUR_EAS,EUR_EAS_02,0.1,MELD_lambda0_true − MELD_lambda0_scrambled,0,0,0,0
Stroke,EUR_EAS,EUR_EAS_02,0.1,MELD_lambda1_true − MELD_lambda0_true,-0.000466462359852128,0.000621206229548598,-0.00153221923538799,0.000856764010332986
Stroke,EUR_EAS,EUR_EAS_03,0.001,MELD_lambda0_true − EUR,0.19346315590361,0.0115346736296815,0.170978744754384,0.215879836135238
Stroke,EUR_EAS,EUR_EAS_03,0.001,MELD_lambda0_true − EAS,0.0312213696740456,0.01022352620674,0.0114309106879264,0.0514116576314881
Stroke,EUR_EAS,EUR_EAS_03,0.001,MELD_lambda0_true − AFR,0.42912705888915,0.0257069789680516,0.379537625873359,0.479416532430504
Stroke,EUR_EAS,EUR_EAS_03,0.001,MELD_lambda0_true − AMR,0.224947439821107,0.0213188519629704,0.184503032595681,0.268372614478099
Stroke,EUR_EAS,EUR_EAS_03,0.001,MELD_lambda0_true − MELD_lambda0_equal,0.0268188134459297,0.00814455116246621,0.0102247539663404,0.041858626345216
Stroke,EUR_EAS,EUR_EAS_03,0.001,MELD_lambda0_true − MELD_lambda0_scrambled,0.125264885753238,0.0110607187224201,0.104823794235261,0.147171404914512
Stroke,EUR_EAS,EUR_EAS_03,0.001,MELD_lambda1_true − MELD_lambda0_true,-0.00110476673150053,0.00207196384710655,-0.00505177328270655,0.00303721789009529
Stroke,EUR_EAS,EUR_EAS_03,0.01,MELD_lambda0_true − EUR,0.122816677616787,0.01104491912458,0.102907124001943,0.145731415570533
Stroke,EUR_EAS,EUR_EAS_03,0.01,MELD_lambda0_true − EAS,0.0129888724595833,0.00637941299394974,0.00109912975719528,0.0260035902320567
Stroke,EUR_EAS,EUR_EAS_03,0.01,MELD_lambda0_true − AFR,0.328302695287452,0.0232616564141349,0.282082602856326,0.372408319432316
Stroke,EUR_EAS,EUR_EAS_03,0.01,MELD_lambda0_true − AMR,0.148638692196815,0.01804928739134,0.115525092720511,0.18606010192291
Stroke,EUR_EAS,EUR_EAS_03,0.01,MELD_lambda0_true − MELD_lambda0_equal,0.0394396363762138,0.00573718126119149,0.0286736787098013,0.0503145337175907
Stroke,EUR_EAS,EUR_EAS_03,0.01,MELD_lambda0_true − MELD_lambda0_scrambled,0.0911476418479871,0.0109382147069485,0.072058867536333,0.113954768021955
Stroke,EUR_EAS,EUR_EAS_03,0.01,MELD_lambda1_true − MELD_lambda0_true,-0.00140283893165757,0.00103237804804677,-0.00347113798199103,0.000652504494134328
Stroke,EUR_EAS,EUR_EAS_03,0.1,MELD_lambda0_true − EUR,0.0964270166359361,0.00913007354945929,0.0797752024465981,0.115222014062082
Stroke,EUR_EAS,EUR_EAS_03,0.1,MELD_lambda0_true − EAS,0.010951352750426,0.00287431304507141,0.0054476366750793,0.0168256006278501
Stroke,EUR_EAS,EUR_EAS_03,0.1,MELD_lambda0_true − AFR,0.261041942956557,0.0197889635244109,0.21964754597059,0.298635969227897
Stroke,EUR_EAS,EUR_EAS_03,0.1,MELD_lambda0_true − AMR,0.113058421448011,0.0139648258587803,0.0874580035093906,0.141090298338171
Stroke,EUR_EAS,EUR_EAS_03,0.1,MELD_lambda0_true − MELD_lambda0_equal,0.0337218490271493,0.00413060128958549,0.025695288384861,0.0417442651184774
Stroke,EUR_EAS,EUR_EAS_03,0.1,MELD_lambda0_true − MELD_lambda0_scrambled,0.0760040482782814,0.00800029335126994,0.060928286650666,0.0925488925083616
Stroke,EUR_EAS,EUR_EAS_03,0.1,MELD_lambda1_true − MELD_lambda0_true,-0.0017972206766325,0.000824080140313873,-0.00328988639863096,-0.000137299868155515
Stroke,EUR_EAS,EUR_EAS_04,0.001,MELD_lambda0_true − EUR,0.206388723748042,0.0169724050490114,0.172133082814974,0.238850308489092
Stroke,EUR_EAS,EUR_EAS_04,0.001,MELD_lambda0_true − EAS,0.0405558878047485,0.0105286441637156,0.0214830389020106,0.0622089243592013
Stroke,EUR_EAS,EUR_EAS_04,0.001,MELD_lambda0_true − AFR,0.392573000054446,0.0250141368300812,0.339463132834652,0.436873934608736
Stroke,EUR_EAS,EUR_EAS_04,0.001,MELD_lambda0_true − AMR,0.216660443420702,0.0206269399870651,0.178789090548541,0.258315992716658
Stroke,EUR_EAS,EUR_EAS_04,0.001,MELD_lambda0_true − MELD_lambda0_equal,0.0143822302279628,0.00596707086084384,0.00235173477579455,0.0254591627216255
Stroke,EUR_EAS,EUR_EAS_04,0.001,MELD_lambda0_true − MELD_lambda0_scrambled,0.0916427445494141,0.0105353990503775,0.069724155686354,0.110651864754494
Stroke,EUR_EAS,EUR_EAS_04,0.001,MELD_lambda1_true − MELD_lambda0_true,-0.00243715573136389,0.00231927345467567,-0.00710559856755308,0.0023209723642171
Stroke,EUR_EAS,EUR_EAS_04,0.01,MELD_lambda0_true − EUR,0.118789546689125,0.0114364515107161,0.097445077707788,0.141643261196021
Stroke,EUR_EAS,EUR_EAS_04,0.01,MELD_lambda0_true − EAS,0.0182790591205744,0.0053957545310632,0.0079517742098836,0.0291047289040645
Stroke,EUR_EAS,EUR_EAS_04,0.01,MELD_lambda0_true − AFR,0.277557332360061,0.0217451889887506,0.237609299933798,0.320652285128633
Stroke,EUR_EAS,EUR_EAS_04,0.01,MELD_lambda0_true − AMR,0.147207091199205,0.0160191283578537,0.118131631968378,0.180087680815023
Stroke,EUR_EAS,EUR_EAS_04,0.01,MELD_lambda0_true − MELD_lambda0_equal,0.0261742860266445,0.00421816358082769,0.0175258104486177,0.0341176626409087
Stroke,EUR_EAS,EUR_EAS_04,0.01,MELD_lambda0_true − MELD_lambda0_scrambled,0.0783194840045436,0.00821391927366002,0.0625860499541283,0.0946721964394985
Stroke,EUR_EAS,EUR_EAS_04,0.01,MELD_lambda1_true − MELD_lambda0_true,-0.00285092019729319,0.000956676628407232,-0.00477415227405415,-0.00102211815962383
Stroke,EUR_EAS,EUR_EAS_04,0.1,MELD_lambda0_true − EUR,0.0881443333860778,0.00824168197045792,0.0719327319774036,0.104436616818274
Stroke,EUR_EAS,EUR_EAS_04,0.1,MELD_lambda0_true − EAS,0.0123783244075396,0.00347807036904077,0.00538749647143601,0.0187292713269786
Stroke,EUR_EAS,EUR_EAS_04,0.1,MELD_lambda0_true − AFR,0.218757298244527,0.0208474625179564,0.179795673926561,0.26002089258553
Stroke,EUR_EAS,EUR_EAS_04,0.1,MELD_lambda0_true − AMR,0.106691685432451,0.0106396878955386,0.0862333133884882,0.126798568193209
Stroke,EUR_EAS,EUR_EAS_04,0.1,MELD_lambda0_true − MELD_lambda0_equal,0.0238069644612755,0.00331354629694886,0.0171564310677443,0.0300316037799179
Stroke,EUR_EAS,EUR_EAS_04,0.1,MELD_lambda0_true − MELD_lambda0_scrambled,0.0645507198622196,0.00744064457830492,0.0504225123159174,0.0790314163076959
Stroke,EUR_EAS,EUR_EAS_04,0.1,MELD_lambda1_true − MELD_lambda0_true,-0.00340156322696928,0.000657158602749546,-0.00479968089723843,-0.00218274101223523
Stroke,EUR_EAS,EUR_EAS_05,0.001,MELD_lambda0_true − EUR,0.171164932429032,0.0150233426914625,0.143841465191712,0.201796987192499
Stroke,EUR_EAS,EUR_EAS_05,0.001,MELD_lambda0_true − EAS,0.06367121857406,0.0125412602162622,0.0392828878598932,0.0883102766351844
Stroke,EUR_EAS,EUR_EAS_05,0.001,MELD_lambda0_true − AFR,0.38849373601429,0.0233264785049111,0.345794242112501,0.438463977035669
Stroke,EUR_EAS,EUR_EAS_05,0.001,MELD_lambda0_true − AMR,0.199790225459324,0.0207130389181759,0.160781199066019,0.240005255820961
Stroke,EUR_EAS,EUR_EAS_05,0.001,MELD_lambda0_true − MELD_lambda0_equal,0.00417209821085213,0.00706950406381028,-0.00987323467683572,0.0177534965304869
Stroke,EUR_EAS,EUR_EAS_05,0.001,MELD_lambda0_true − MELD_lambda0_scrambled,0,0,0,0
Stroke,EUR_EAS,EUR_EAS_05,0.001,MELD_lambda1_true − MELD_lambda0_true,-0.00175472171969277,0.00283414211212461,-0.00738837055682137,0.0034615536278489
Stroke,EUR_EAS,EUR_EAS_05,0.01,MELD_lambda0_true − EUR,0.10497228361964,0.00961992798525564,0.0868412179985174,0.124856909838009
Stroke,EUR_EAS,EUR_EAS_05,0.01,MELD_lambda0_true − EAS,0.0334552171994494,0.00823372564188666,0.01720250528875,0.0496745875147406
Stroke,EUR_EAS,EUR_EAS_05,0.01,MELD_lambda0_true − AFR,0.286991488724097,0.0203050896508854,0.249930588589389,0.329244482981412
Stroke,EUR_EAS,EUR_EAS_05,0.01,MELD_lambda0_true − AMR,0.136567610282695,0.015287356038967,0.109565804808903,0.169721548006877
Stroke,EUR_EAS,EUR_EAS_05,0.01,MELD_lambda0_true − MELD_lambda0_equal,0.0196124947304734,0.0041365578822156,0.0119572586445052,0.0282760041874127
Stroke,EUR_EAS,EUR_EAS_05,0.01,MELD_lambda0_true − MELD_lambda0_scrambled,0,0,0,0
Stroke,EUR_EAS,EUR_EAS_05,0.01,MELD_lambda1_true − MELD_lambda0_true,-0.00233276766923676,0.00133383232435401,-0.00532578374135928,-5.49885648055828e-05
Stroke,EUR_EAS,EUR_EAS_05,0.1,MELD_lambda0_true − EUR,0.0847327478199681,0.00763796791427822,0.0712502818403383,0.100597718249235
Stroke,EUR_EAS,EUR_EAS_05,0.1,MELD_lambda0_true − EAS,0.0203288604712985,0.00523720450844799,0.0100644634936884,0.030242331388764
Stroke,EUR_EAS,EUR_EAS_05,0.1,MELD_lambda0_true − AFR,0.225228072672322,0.0176996207903772,0.193285311490172,0.261717507960629
Stroke,EUR_EAS,EUR_EAS_05,0.1,MELD_lambda0_true − AMR,0.101566321406296,0.0123011988318377,0.0789759732794005,0.127068601021644
Stroke,EUR_EAS,EUR_EAS_05,0.1,MELD_lambda0_true − MELD_lambda0_equal,0.0192741178231472,0.00351159302608969,0.012492404494006,0.0265777522642954
Stroke,EUR_EAS,EUR_EAS_05,0.1,MELD_lambda0_true − MELD_lambda0_scrambled,0,0,0,0
Stroke,EUR_EAS,EUR_EAS_05,0.1,MELD_lambda1_true − MELD_lambda0_true,-0.00331749299069794,0.000981142253838499,-0.00534775125135993,-0.00152903315438609
Stroke,EUR_EAS,EUR_EAS_06,0.001,MELD_lambda0_true − EUR,0.149380699961482,0.0125198446540498,0.12489546010558,0.174113029384725
Stroke,EUR_EAS,EUR_EAS_06,0.001,MELD_lambda0_true − EAS,0.0729918068930135,0.0116871163657458,0.0527357767375966,0.0987662353796653
Stroke,EUR_EAS,EUR_EAS_06,0.001,MELD_lambda0_true − AFR,0.397353969559286,0.0233861682487893,0.349476914950744,0.44231157624957
Stroke,EUR_EAS,EUR_EAS_06,0.001,MELD_lambda0_true − AMR,0.178336448651432,0.0167978354630598,0.146832845894165,0.213010162457246
Stroke,EUR_EAS,EUR_EAS_06,0.001,MELD_lambda0_true − MELD_lambda0_equal,0.00310267964662386,0.00630054836440006,-0.00874330686029835,0.0156288084215639
Stroke,EUR_EAS,EUR_EAS_06,0.001,MELD_lambda0_true − MELD_lambda0_scrambled,0.149782296721648,0.014668010992476,0.122223595957165,0.179207055306937
Stroke,EUR_EAS,EUR_EAS_06,0.001,MELD_lambda1_true − MELD_lambda0_true,-0.00323276640185223,0.0027473568579405,-0.00886914385616623,0.00204236188505788
Stroke,EUR_EAS,EUR_EAS_06,0.01,MELD_lambda0_true − EUR,0.0877346484371896,0.00674219268984154,0.0756816971225991,0.102193663821287
Stroke,EUR_EAS,EUR_EAS_06,0.01,MELD_lambda0_true − EAS,0.0378545425925257,0.00565497006881216,0.0271937175118928,0.0485775800116541
Stroke,EUR_EAS,EUR_EAS_06,0.01,MELD_lambda0_true − AFR,0.292790914729498,0.0222526810655298,0.249745773897478,0.335002972412597
Stroke,EUR_EAS,EUR_EAS_06,0.01,MELD_lambda0_true − AMR,0.119595116666714,0.00935752399814579,0.102120922358639,0.138025210625818
Stroke,EUR_EAS,EUR_EAS_06,0.01,MELD_lambda0_true − MELD_lambda0_equal,0.0212693206466696,0.00328301479268311,0.0150150392655273,0.0277360689876277
Stroke,EUR_EAS,EUR_EAS_06,0.01,MELD_lambda0_true − MELD_lambda0_scrambled,0.123750815353172,0.0125305593965593,0.0999156278090532,0.150156112591587
Stroke,EUR_EAS,EUR_EAS_06,0.01,MELD_lambda1_true − MELD_lambda0_true,-0.00247414895945908,0.00112515483538959,-0.00472513351667174,-0.000341165242995583
Stroke,EUR_EAS,EUR_EAS_06,0.1,MELD_lambda0_true − EUR,0.0678300102674251,0.00539593934168458,0.0575518437011304,0.0787354251345823
Stroke,EUR_EAS,EUR_EAS_06,0.1,MELD_lambda0_true − EAS,0.0266172521351398,0.00447394542147165,0.0184677485331621,0.0357079645397907
Stroke,EUR_EAS,EUR_EAS_06,0.1,MELD_lambda0_true − AFR,0.233527625246157,0.019891617761756,0.196522533500257,0.272711388040432
Stroke,EUR_EAS,EUR_EAS_06,0.1,MELD_lambda0_true − AMR,0.0952879366558553,0.00841272965609967,0.07993081128021,0.112045404261876
Stroke,EUR_EAS,EUR_EAS_06,0.1,MELD_lambda0_true − MELD_lambda0_equal,0.021210066022674,0.00301708834215673,0.0155029184714172,0.0274700420547353
Stroke,EUR_EAS,EUR_EAS_06,0.1,MELD_lambda0_true − MELD_lambda0_scrambled,0.102799843727335,0.0111309335240828,0.0826588806239461,0.126001758103667
Stroke,EUR_EAS,EUR_EAS_06,0.1,MELD_lambda1_true − MELD_lambda0_true,-0.00354620923196671,0.00103978450779124,-0.00571069108173156,-0.00165829281527661
Stroke,EUR_EAS,EUR_EAS_07,0.001,MELD_lambda0_true − EUR,0.126671617503267,0.0143636276899585,0.0985401348911652,0.154585131541469
Stroke,EUR_EAS,EUR_EAS_07,0.001,MELD_lambda0_true − EAS,0.110062872768692,0.0145827401385737,0.0833989610126214,0.141423823552476
Stroke,EUR_EAS,EUR_EAS_07,0.001,MELD_lambda0_true − AFR,0.390206302039786,0.0147245665830172,0.359407107142976,0.417569012896217
Stroke,EUR_EAS,EUR_EAS_07,0.001,MELD_lambda0_true − AMR,0.205185961850058,0.0233829344816663,0.160714286141489,0.251463708053542
Stroke,EUR_EAS,EUR_EAS_07,0.001,MELD_lambda0_true − MELD_lambda0_equal,0.00243111147048465,0.00607718665037058,-0.00990098561650199,0.0140938337142856
Stroke,EUR_EAS,EUR_EAS_07,0.001,MELD_lambda0_true − MELD_lambda0_scrambled,0,0,0,0
Stroke,EUR_EAS,EUR_EAS_07,0.001,MELD_lambda1_true − MELD_lambda0_true,-0.00183853589072868,0.00248636591864413,-0.00688837454280326,0.00283796460537705
Stroke,EUR_EAS,EUR_EAS_07,0.01,MELD_lambda0_true − EUR,0.0730166374594704,0.00823174956380573,0.0578622475643604,0.0900416785466333
Stroke,EUR_EAS,EUR_EAS_07,0.01,MELD_lambda0_true − EAS,0.0565695351215485,0.00692570292932984,0.0442139863983261,0.070774518116896
Stroke,EUR_EAS,EUR_EAS_07,0.01,MELD_lambda0_true − AFR,0.283589178024913,0.0159366663552385,0.253717110449176,0.313224996690726
Stroke,EUR_EAS,EUR_EAS_07,0.01,MELD_lambda0_true − AMR,0.127935923822383,0.0142336651422583,0.101893456955007,0.158070052742886
Stroke,EUR_EAS,EUR_EAS_07,0.01,MELD_lambda0_true − MELD_lambda0_equal,0.016244058995011,0.0040575369978948,0.00876749815887177,0.0245389638472996
Stroke,EUR_EAS,EUR_EAS_07,0.01,MELD_lambda0_true − MELD_lambda0_scrambled,0,0,0,0
Stroke,EUR_EAS,EUR_EAS_07,0.01,MELD_lambda1_true − MELD_lambda0_true,-0.00173876045878043,0.00102943390571754,-0.00387752127321525,0.000189465363133126
Stroke,EUR_EAS,EUR_EAS_07,0.1,MELD_lambda0_true − EUR,0.0550941806636917,0.00548237150237271,0.0448135257750492,0.0660754643866576
Stroke,EUR_EAS,EUR_EAS_07,0.1,MELD_lambda0_true − EAS,0.03809337072303,0.00487192424872043,0.0284205589413823,0.047246361639438
Stroke,EUR_EAS,EUR_EAS_07,0.1,MELD_lambda0_true − AFR,0.21883969935271,0.0142472926153645,0.19055439926755,0.245852278118843
Stroke,EUR_EAS,EUR_EAS_07,0.1,MELD_lambda0_true − AMR,0.094942165408783,0.0100902031874774,0.0768268709357156,0.116930218537536
Stroke,EUR_EAS,EUR_EAS_07,0.1,MELD_lambda0_true − MELD_lambda0_equal,0.0168156394469383,0.0028512962460382,0.011132767506635,0.0224356425085918
Stroke,EUR_EAS,EUR_EAS_07,0.1,MELD_lambda0_true − MELD_lambda0_scrambled,0,0,0,0
Stroke,EUR_EAS,EUR_EAS_07,0.1,MELD_lambda1_true − MELD_lambda0_true,-0.00230490734416874,0.000734346604375306,-0.00374968636144391,-0.000909528236598364
Stroke,EUR_EAS,EUR_EAS_08,0.001,MELD_lambda0_true − EUR,0.0926167669620216,0.0096802047236975,0.0749025488824852,0.112103010452429
Stroke,EUR_EAS,EUR_EAS_08,0.001,MELD_lambda0_true − EAS,0.130170801242467,0.019186606502449,0.0945880648489845,0.169228242082548
Stroke,EUR_EAS,EUR_EAS_08,0.001,MELD_lambda0_true − AFR,0.384430189650157,0.0201319215980048,0.344212244412488,0.422286959408145
Stroke,EUR_EAS,EUR_EAS_08,0.001,MELD_lambda0_true − AMR,0.183914458637761,0.0214556068542228,0.142815696599666,0.226628590716598
Stroke,EUR_EAS,EUR_EAS_08,0.001,MELD_lambda0_true − MELD_lambda0_equal,-0.00523055605743828,0.00751710925186201,-0.020454066449416,0.00877053011805693
Stroke,EUR_EAS,EUR_EAS_08,0.001,MELD_lambda0_true − MELD_lambda0_scrambled,0.0471225795782302,0.0114766578524238,0.0267505173960622,0.0714162042722418
Stroke,EUR_EAS,EUR_EAS_08,0.001,MELD_lambda1_true − MELD_lambda0_true,0.000142320988624389,0.00167467863538625,-0.00336609398455865,0.00329141519268697
Stroke,EUR_EAS,EUR_EAS_08,0.01,MELD_lambda0_true − EUR,0.0500728794558369,0.0054507025007626,0.039751642760859,0.0609755683410443
Stroke,EUR_EAS,EUR_EAS_08,0.01,MELD_lambda0_true − EAS,0.0702414836036758,0.0112176904234306,0.050022259881861,0.0936106500858311
Stroke,EUR_EAS,EUR_EAS_08,0.01,MELD_lambda0_true − AFR,0.283683942271861,0.0182006039075095,0.247295923919251,0.318248812977108
Stroke,EUR_EAS,EUR_EAS_08,0.01,MELD_lambda0_true − AMR,0.11593132522656,0.0122161985804188,0.0927601042491014,0.140224961506334
Stroke,EUR_EAS,EUR_EAS_08,0.01,MELD_lambda0_true − MELD_lambda0_equal,0.0119842175575724,0.00470744209296094,0.00313780904738046,0.0217703796432593
Stroke,EUR_EAS,EUR_EAS_08,0.01,MELD_lambda0_true − MELD_lambda0_scrambled,0.0489752349632716,0.00850217670380946,0.0331860240870869,0.0662409205114236
Stroke,EUR_EAS,EUR_EAS_08,0.01,MELD_lambda1_true − MELD_lambda0_true,-0.000837025157764096,0.000945542418430057,-0.00269786429769765,0.00108412451239656
Stroke,EUR_EAS,EUR_EAS_08,0.1,MELD_lambda0_true − EUR,0.0408878189808955,0.00369407883177089,0.0335690438203838,0.0479462284507062
Stroke,EUR_EAS,EUR_EAS_08,0.1,MELD_lambda0_true − EAS,0.0485226149579344,0.00700637339972722,0.0350355029910555,0.0627332191712582
Stroke,EUR_EAS,EUR_EAS_08,0.1,MELD_lambda0_true − AFR,0.22353943964328,0.0171190017922107,0.190131372880683,0.257852647097478
Stroke,EUR_EAS,EUR_EAS_08,0.1,MELD_lambda0_true − AMR,0.0859259689911548,0.00974731271229969,0.0672169786149743,0.105206983087448
Stroke,EUR_EAS,EUR_EAS_08,0.1,MELD_lambda0_true − MELD_lambda0_equal,0.0135310084215897,0.00288258360420596,0.00799383080082015,0.0194352232321781
Stroke,EUR_EAS,EUR_EAS_08,0.1,MELD_lambda0_true − MELD_lambda0_scrambled,0.0443119156299536,0.00596699948406697,0.0336527854107525,0.0577219273722059
Stroke,EUR_EAS,EUR_EAS_08,0.1,MELD_lambda1_true − MELD_lambda0_true,-0.00146123584193582,0.000673207700515418,-0.00283209700984722,-0.000193302931584778
Stroke,EUR_EAS,EUR_EAS_09,0.001,MELD_lambda0_true − EUR,0.0894806152053977,0.0107724932675464,0.0689026497929649,0.1110829008333
Stroke,EUR_EAS,EUR_EAS_09,0.001,MELD_lambda0_true − EAS,0.164360973231501,0.0210311440910468,0.126244157962832,0.208142145155615
Stroke,EUR_EAS,EUR_EAS_09,0.001,MELD_lambda0_true − AFR,0.356661201013764,0.0175345858150185,0.320745725526697,0.39036049307794
Stroke,EUR_EAS,EUR_EAS_09,0.001,MELD_lambda0_true − AMR,0.168561960420862,0.0202725682263082,0.128763810217807,0.208072733951401
Stroke,EUR_EAS,EUR_EAS_09,0.001,MELD_lambda0_true − MELD_lambda0_equal,-0.00926669437274361,0.00790335868163997,-0.0252202000092774,0.00538286968044253
Stroke,EUR_EAS,EUR_EAS_09,0.001,MELD_lambda0_true − MELD_lambda0_scrambled,0.0464106047517795,0.0147436848871303,0.0179782451957637,0.0758339304020132
Stroke,EUR_EAS,EUR_EAS_09,0.001,MELD_lambda1_true − MELD_lambda0_true,0.000859089401713744,0.00168564253415389,-0.00236961971982344,0.00428701782694385
