mix,ld_pop,gwas,pgs_method,model,r,se,p,n
eur50,AMR,mix_eur50_ldamr,ptclump,mix_eur50_ldamr_0_0.1,0.292380065556832,0.0343513890833372,8.84421775244803e-17,777
eur50,AMR,mix_eur50_ldamr,ptclump,mix_eur50_ldamr_0_0.2,0.283147052197609,0.0344510451516502,8.61421833287863e-16,777
eur50,AMR,mix_eur50_ldamr,ptclump,mix_eur50_ldamr_0_0.3,0.284609791339061,0.0344354893204752,6.03995727526591e-16,777
eur50,AMR,mix_eur50_ldamr,ptclump,mix_eur50_ldamr_0_0.4,0.284748903705983,0.0344340053573872,5.83879360572841e-16,777
eur50,AMR,mix_eur50_ldamr,ptclump,mix_eur50_ldamr_0_0.5,0.283779822995337,0.0344443265061964,7.38974559987322e-16,777
eur50,AMR,mix_eur50_ldamr,ptclump,mix_eur50_ldamr_0_1,0.282315725296145,0.0344598472512765,1.053022951315e-15,777
eur50,AMR,mix_eur50_ldamr,dbslmm,mix_eur50_ldamr_DBSLMM_0.8,0.292433902604331,0.0343507977577007,8.72544945774263e-17,777
eur50,AMR,mix_eur50_ldamr,dbslmm,mix_eur50_ldamr_DBSLMM_1,0.293062317917612,0.034343886676112,7.45003614787757e-17,777
eur50,AMR,mix_eur50_ldamr,dbslmm,mix_eur50_ldamr_DBSLMM_1.2,0.293347478916865,0.0343407452267217,6.93361151616816e-17,777
eur50,AFR,mix_eur50_ldafr,ptclump,mix_eur50_ldafr_0_5e-08,0.340875383883311,0.033769693850999,1.35935081967392e-22,777
eur50,AFR,mix_eur50_ldafr,ptclump,mix_eur50_ldafr_0_1e-06,0.341661110671368,0.0337594466675111,1.07202489897441e-22,777
eur50,AFR,mix_eur50_ldafr,ptclump,mix_eur50_ldafr_0_1e-04,0.352920619479114,0.0336096575281086,3.30906746000599e-24,777
eur50,AFR,mix_eur50_ldafr,ptclump,mix_eur50_ldafr_0_0.01,0.341596173634378,0.0337602945667923,1.09329924504245e-22,777
eur50,AFR,mix_eur50_ldafr,ptclump,mix_eur50_ldafr_0_0.1,0.317871965365139,0.0340579660263423,1.05673724372221e-19,777
eur50,AFR,mix_eur50_ldafr,ptclump,mix_eur50_ldafr_0_0.2,0.312038340848412,0.0341275042581648,5.22787828558211e-19,777
eur50,AFR,mix_eur50_ldafr,ptclump,mix_eur50_ldafr_0_0.3,0.31279012814996,0.0341186229675597,4.26289301263162e-19,777
eur50,AFR,mix_eur50_ldafr,ptclump,mix_eur50_ldafr_0_0.4,0.312667236155892,0.0341200763799515,4.407662905632e-19,777
eur50,AFR,mix_eur50_ldafr,ptclump,mix_eur50_ldafr_0_0.5,0.311304686873763,0.0341361485049052,6.37623286088237e-19,777
eur50,AFR,mix_eur50_ldafr,ptclump,mix_eur50_ldafr_0_1,0.309879198029616,0.0341528798696631,9.36345101276879e-19,777
eur50,AFR,mix_eur50_ldafr,dbslmm,mix_eur50_ldafr_DBSLMM_0.8,0.366337359009512,0.0334239037389929,4.34962326912261e-26,777
eur50,AFR,mix_eur50_ldafr,dbslmm,mix_eur50_ldafr_DBSLMM_1,0.368216311491405,0.0333972521170513,2.33228746692396e-26,777
eur50,AFR,mix_eur50_ldafr,dbslmm,mix_eur50_ldafr_DBSLMM_1.2,0.370122329190592,0.0333700553700379,1.23418276501322e-26,777
eur50,AFR,mix_eur50_ldafr,quickprs,mix_eur50_ldafr_quickprs,0.360302704905259,0.0335084382408267,3.13124295668047e-25,777
eur25,EUR,mix_eur25_ldeur,ptclump,mix_eur25_ldeur_0_5e-08,0.198074984170599,0.0352093517754334,2.58197913211643e-08,777
eur25,EUR,mix_eur25_ldeur,ptclump,mix_eur25_ldeur_0_1e-06,0.212517409738611,0.0351005256932969,2.19338392171973e-09,777
eur25,EUR,mix_eur25_ldeur,ptclump,mix_eur25_ldeur_0_1e-04,0.200971924020665,0.0351881630712601,1.59731967278842e-08,777
eur25,EUR,mix_eur25_ldeur,ptclump,mix_eur25_ldeur_0_0.01,0.192349036390344,0.0352502912035504,6.53238616624762e-08,777
eur25,EUR,mix_eur25_ldeur,ptclump,mix_eur25_ldeur_0_0.1,0.186269758864925,0.0352923929833813,1.69791044244653e-07,777
eur25,EUR,mix_eur25_ldeur,ptclump,mix_eur25_ldeur_0_0.2,0.184235863765233,0.0353061658967104,2.32114071088353e-07,777
eur25,EUR,mix_eur25_ldeur,ptclump,mix_eur25_ldeur_0_0.3,0.186110005548568,0.0352934804513152,1.74034182038432e-07,777
eur25,EUR,mix_eur25_ldeur,ptclump,mix_eur25_ldeur_0_0.4,0.183608363047065,0.0353103835412644,2.55441727544591e-07,777
eur25,EUR,mix_eur25_ldeur,ptclump,mix_eur25_ldeur_0_0.5,0.182896915938232,0.0353151474060359,2.8462543726417e-07,777
eur25,EUR,mix_eur25_ldeur,ptclump,mix_eur25_ldeur_0_1,0.182913277923885,0.0353150380608262,2.8391953223496e-07,777
eur25,EUR,mix_eur25_ldeur,dbslmm,mix_eur25_ldeur_DBSLMM_0.8,0.167845396433797,0.035411460198842,2.54457528011808e-06,777
eur25,EUR,mix_eur25_ldeur,dbslmm,mix_eur25_ldeur_DBSLMM_1,0.165770327216443,0.0354240705228221,3.39188213643197e-06,777
eur25,EUR,mix_eur25_ldeur,dbslmm,mix_eur25_ldeur_DBSLMM_1.2,0.16195083361612,0.0354468603185114,5.70466266289151e-06,777
eur25,EUR,mix_eur25_ldeur,quickprs,mix_eur25_ldeur_quickprs,0.115531531640154,0.0356805262726427,0.00125519034993429,777
eur25,EAS,mix_eur25_ldeas,ptclump,mix_eur25_ldeas_0_5e-08,0.20291504166532,0.0351737711272323,1.15280380704999e-08,777
eur25,EAS,mix_eur25_ldeas,ptclump,mix_eur25_ldeas_0_1e-06,0.225406236722058,0.0349966270899538,2.08454047938595e-10,777
eur25,EAS,mix_eur25_ldeas,ptclump,mix_eur25_ldeas_0_1e-04,0.20312059615909,0.0351722402162141,1.11349976650846e-08,777
eur25,EAS,mix_eur25_ldeas,ptclump,mix_eur25_ldeas_0_0.01,0.208453387565716,0.0351319574252859,4.47025972481258e-09,777
eur25,EAS,mix_eur25_ldeas,ptclump,mix_eur25_ldeas_0_0.1,0.208209643305296,0.0351338224036314,4.66316795662574e-09,777
eur25,EAS,mix_eur25_ldeas,ptclump,mix_eur25_ldeas_0_0.2,0.211720967327274,0.0351067355359661,2.52466325464687e-09,777
eur25,EAS,mix_eur25_ldeas,ptclump,mix_eur25_ldeas_0_0.3,0.213359580906758,0.0350939327397531,1.88911253179162e-09,777
eur25,EAS,mix_eur25_ldeas,ptclump,mix_eur25_ldeas_0_0.4,0.212827419038714,0.0350981019559476,2.07621130642588e-09,777
eur25,EAS,mix_eur25_ldeas,ptclump,mix_eur25_ldeas_0_0.5,0.213056083363502,0.0350963118242764,1.99370777160985e-09,777
eur25,EAS,mix_eur25_ldeas,ptclump,mix_eur25_ldeas_0_1,0.213052836139324,0.0350963372597344,1.99485676316228e-09,777
eur25,EAS,mix_eur25_ldeas,dbslmm,mix_eur25_ldeas_DBSLMM_0.8,0.226633700270407,0.0349863967279034,1.65330943111184e-10,777
eur25,EAS,mix_eur25_ldeas,dbslmm,mix_eur25_ldeas_DBSLMM_1,0.225194746900821,0.0349983838515028,2.16917500192961e-10,777
eur25,EAS,mix_eur25_ldeas,dbslmm,mix_eur25_ldeas_DBSLMM_1.2,0.223652312231507,0.035011143723355,2.89621990725773e-10,777
eur25,EAS,mix_eur25_ldeas,quickprs,mix_eur25_ldeas_quickprs,0.132163388118307,0.035605958885867,0.000220490498897151,777
eur25,CSA,mix_eur25_ldcsa,ptclump,mix_eur25_ldcsa_0_5e-08,0.183817041957312,0.0353089825925918,2.47443787877534e-07,777
eur25,CSA,mix_eur25_ldcsa,ptclump,mix_eur25_ldcsa_0_1e-06,0.184640557551522,0.0353034379118551,2.18173969902959e-07,777
eur25,CSA,mix_eur25_ldcsa,ptclump,mix_eur25_ldcsa_0_1e-04,0.181983778690032,0.0353212337543205,3.26818304063595e-07,777
eur25,CSA,mix_eur25_ldcsa,ptclump,mix_eur25_ldcsa_0_0.01,0.180681761494267,0.0353298576289477,3.97543366861107e-07,777
eur25,CSA,mix_eur25_ldcsa,ptclump,mix_eur25_ldcsa_0_0.1,0.16972816683725,0.0353998787929776,1.95451160282052e-06,777
eur25,CSA,mix_eur25_ldcsa,ptclump,mix_eur25_ldcsa_0_0.2,0.169445933833229,0.0354016233545661,2.03373242903163e-06,777
eur25,CSA,mix_eur25_ldcsa,ptclump,mix_eur25_ldcsa_0_0.3,0.16906246962056,0.0354039888652221,2.14631417581345e-06,777
eur25,CSA,mix_eur25_ldcsa,ptclump,mix_eur25_ldcsa_0_0.4,0.168097073819877,0.0354099197651148,2.45681295162043e-06,777
eur25,CSA,mix_eur25_ldcsa,ptclump,mix_eur25_ldcsa_0_0.5,0.167105858094891,0.0354159729262116,2.8201795892042e-06,777
eur25,CSA,mix_eur25_ldcsa,ptclump,mix_eur25_ldcsa_0_1,0.166041797832897,0.0354224299520282,3.2673602504902e-06,777
eur25,CSA,mix_eur25_ldcsa,dbslmm,mix_eur25_ldcsa_DBSLMM_0.8,0.178067392566883,0.0353469805929442,5.86639771773969e-07,777
eur25,CSA,mix_eur25_ldcsa,dbslmm,mix_eur25_ldcsa_DBSLMM_1,0.17496166390719,0.0353669869057394,9.24546872657581e-07,777
eur25,CSA,mix_eur25_ldcsa,dbslmm,mix_eur25_ldcsa_DBSLMM_1.2,0.172948954781337,0.0353797583653019,1.23627614409983e-06,777
eur25,CSA,mix_eur25_ldcsa,quickprs,mix_eur25_ldcsa_quickprs,0.173950527273441,0.0353734220267921,1.07029345459605e-06,777
eur25,AMR,mix_eur25_ldamr,ptclump,mix_eur25_ldamr_0_5e-08,0.199403716652367,0.0351996729784154,2.07337792080809e-08,777
eur25,AMR,mix_eur25_ldamr,ptclump,mix_eur25_ldamr_0_1e-06,0.206274059110662,0.0351485513405513,6.51021256877011e-09,777
eur25,AMR,mix_eur25_ldamr,ptclump,mix_eur25_ldamr_0_1e-04,0.211446089093531,0.0351088730886864,2.6499132306931e-09,777
eur25,AMR,mix_eur25_ldamr,ptclump,mix_eur25_ldamr_0_0.01,0.207117219484604,0.0351421529329823,5.63172716593983e-09,777
eur25,AMR,mix_eur25_ldamr,ptclump,mix_eur25_ldamr_0_0.1,0.199663481747075,0.0351977729144557,1.98598580196622e-08,777
eur25,AMR,mix_eur25_ldamr,ptclump,mix_eur25_ldamr_0_0.2,0.197946119533787,0.035210286872273,2.63729063118001e-08,777
eur25,AMR,mix_eur25_ldamr,ptclump,mix_eur25_ldamr_0_0.3,0.198985233717922,0.0352027285739051,2.22205841190195e-08,777
eur25,AMR,mix_eur25_ldamr,ptclump,mix_eur25_ldamr_0_0.4,0.19770579002533,0.0352120291137883,2.74352675119695e-08,777
eur25,AMR,mix_eur25_ldamr,ptclump,mix_eur25_ldamr_0_0.5,0.19631006947773,0.0352221037019259,3.44741688312854e-08,777
eur25,AMR,mix_eur25_ldamr,ptclump,mix_eur25_ldamr_0_1,0.195520389250254,0.0352277708887496,3.92006204174222e-08,777
eur25,AMR,mix_eur25_ldamr,dbslmm,mix_eur25_ldamr_DBSLMM_0.8,0.212663572060984,0.0350993834173996,2.13736009868036e-09,777
eur25,AMR,mix_eur25_ldamr,dbslmm,mix_eur25_ldamr_DBSLMM_1,0.211872382880329,0.0351055568319431,2.45814780936262e-09,777
eur25,AMR,mix_eur25_ldamr,dbslmm,mix_eur25_ldamr_DBSLMM_1.2,0.209851186101387,0.03512121828462,3.50493587146229e-09,777
eur25,AFR,mix_eur25_ldafr,ptclump,mix_eur25_ldafr_0_5e-08,0.240167068679115,0.0348697073287084,1.17431234812805e-11,777
eur25,AFR,mix_eur25_ldafr,ptclump,mix_eur25_ldafr_0_1e-06,0.238597064277099,0.0348836118453711,1.60953983689e-11,777
eur25,AFR,mix_eur25_ldafr,ptclump,mix_eur25_ldafr_0_1e-04,0.235861773709957,0.0349076056728264,2.77286674072722e-11,777
eur25,AFR,mix_eur25_ldafr,ptclump,mix_eur25_ldafr_0_0.01,0.215065609736209,0.0350804933115127,1.39332346816837e-09,777
eur25,AFR,mix_eur25_ldafr,ptclump,mix_eur25_ldafr_0_0.1,0.224028518348597,0.035008040052878,2.699584296816e-10,777
eur25,AFR,mix_eur25_ldafr,ptclump,mix_eur25_ldafr_0_0.2,0.222973138701418,0.0350167329479113,3.28714456465272e-10,777
eur25,AFR,mix_eur25_ldafr,ptclump,mix_eur25_ldafr_0_0.3,0.221169539930175,0.0350314887771647,4.59180422226046e-10,777
eur25,AFR,mix_eur25_ldafr,ptclump,mix_eur25_ldafr_0_0.4,0.2195941924378,0.0350442741289172,6.13420836535843e-10,777
eur25,AFR,mix_eur25_ldafr,ptclump,mix_eur25_ldafr_0_0.5,0.218006987349457,0.0350570586232219,8.19450113832566e-10,777
eur25,AFR,mix_eur25_ldafr,ptclump,mix_eur25_ldafr_0_1,0.217804667580741,0.0350586812548488,8.50128518466165e-10,777
eur25,AFR,mix_eur25_ldafr,dbslmm,mix_eur25_ldafr_DBSLMM_0.8,0.284033193905412,0.0344416316866459,6.94895617460701e-16,777
eur25,AFR,mix_eur25_ldafr,dbslmm,mix_eur25_ldafr_DBSLMM_1,0.286621815154326,0.0344139494424748,3.69372400994438e-16,777
eur25,AFR,mix_eur25_ldafr,dbslmm,mix_eur25_ldafr_DBSLMM_1.2,0.287378864068386,0.034405801995458,3.06661004580189e-16,777
eur25,AFR,mix_eur25_ldafr,quickprs,mix_eur25_ldafr_quickprs,0.243555960823778,0.034839363979736,5.9010151847516e-12,777
eur00,EUR,mix_eur00_ldeur,ptclump,mix_eur00_ldeur_0_5e-08,0.131555363808782,0.0356088641782993,0.00023584708308454,777
eur00,EUR,mix_eur00_ldeur,ptclump,mix_eur00_ldeur_0_1e-06,0.126954344771456,0.0356304073536264,0.000388931051642131,777
eur00,EUR,mix_eur00_ldeur,ptclump,mix_eur00_ldeur_0_1e-04,0.127399898516879,0.0356283552508553,0.000370805063759403,777
eur00,EUR,mix_eur00_ldeur,ptclump,mix_eur00_ldeur_0_0.01,0.124507272217523,0.0356415476866979,0.000504111845008985,777
eur00,EUR,mix_eur00_ldeur,ptclump,mix_eur00_ldeur_0_0.1,0.121352376508982,0.0356555854687163,0.000699557063203124,777
eur00,EUR,mix_eur00_ldeur,ptclump,mix_eur00_ldeur_0_0.2,0.117741759284753,0.0356712024109904,0.00100837906354363,777
eur00,EUR,mix_eur00_ldeur,ptclump,mix_eur00_ldeur_0_0.3,0.116004438260675,0.0356785463739735,0.00119811916079428,777
eur00,EUR,mix_eur00_ldeur,ptclump,mix_eur00_ldeur_0_0.4,0.115890790429775,0.0356790229269798,0.00121161166974743,777
eur00,EUR,mix_eur00_ldeur,ptclump,mix_eur00_ldeur_0_0.5,0.115713230531748,0.0356797665311309,0.00123297259526979,777
eur00,EUR,mix_eur00_ldeur,ptclump,mix_eur00_ldeur_0_1,0.114986248224345,0.0356827990135898,0.00132410038807361,777
eur00,EUR,mix_eur00_ldeur,dbslmm,mix_eur00_ldeur_DBSLMM_0.8,0.129956807076228,0.0356164374573632,0.000281134143034467,777
eur00,EUR,mix_eur00_ldeur,dbslmm,mix_eur00_ldeur_DBSLMM_1,0.127630847441746,0.0356272886853974,0.000361722793860711,777
eur00,EUR,mix_eur00_ldeur,dbslmm,mix_eur00_ldeur_DBSLMM_1.2,0.123866203510144,0.0356444297530933,0.000539149525394186,777
eur00,EUR,mix_eur00_ldeur,quickprs,mix_eur00_ldeur_quickprs,0.0337432166190413,0.0359006046374135,0.347558301131499,777
eur00,EAS,mix_eur00_ldeas,ptclump,mix_eur00_ldeas_0_5e-08,0.133894068544645,0.0355976146067186,0.000181751119075942,777
eur00,EAS,mix_eur00_ldeas,ptclump,mix_eur00_ldeas_0_1e-06,0.136786730324171,0.0355834211198132,0.000130907713974746,777
eur00,EAS,mix_eur00_ldeas,ptclump,mix_eur00_ldeas_0_1e-04,0.12720149472863,0.03562926994877,0.000378776925031077,777
eur00,EAS,mix_eur00_ldeas,ptclump,mix_eur00_ldeas_0_0.01,0.147265670371653,0.0355294121199195,3.77446998739063e-05,777
eur00,EAS,mix_eur00_ldeas,ptclump,mix_eur00_ldeas_0_0.1,0.152702686034402,0.0354997844550999,1.91320890868298e-05,777
eur00,EAS,mix_eur00_ldeas,ptclump,mix_eur00_ldeas_0_0.2,0.153475832960655,0.0354954821059196,1.7336809703735e-05,777
eur00,EAS,mix_eur00_ldeas,ptclump,mix_eur00_ldeas_0_0.3,0.153507028083678,0.0354953080466649,1.72678472112857e-05,777
eur00,EAS,mix_eur00_ldeas,ptclump,mix_eur00_ldeas_0_0.4,0.153844498565719,0.0354934227484667,1.65382941510221e-05,777
eur00,EAS,mix_eur00_ldeas,ptclump,mix_eur00_ldeas_0_0.5,0.154085216954743,0.0354920753702171,1.60359215310622e-05,777
eur00,EAS,mix_eur00_ldeas,ptclump,mix_eur00_ldeas_0_1,0.153345779671113,0.0354962073731839,1.76271485316191e-05,777
eur00,EAS,mix_eur00_ldeas,dbslmm,mix_eur00_ldeas_DBSLMM_0.8,0.149181827557454,0.0355190958604526,2.97866498250001e-05,777
eur00,EAS,mix_eur00_ldeas,dbslmm,mix_eur00_ldeas_DBSLMM_1,0.147396138577178,0.0355287140272355,3.71444794095349e-05,777
eur00,EAS,mix_eur00_ldeas,dbslmm,mix_eur00_ldeas_DBSLMM_1.2,0.14601927905778,0.0355360493046863,4.39609890235757e-05,777
eur00,EAS,mix_eur00_ldeas,quickprs,mix_eur00_ldeas_quickprs,0.0696664138921573,0.0358337845772611,0.0522383550141576,777
eur00,CSA,mix_eur00_ldcsa,ptclump,mix_eur00_ldcsa_0_5e-08,0.138169921512768,0.0355765249311896,0.000111639465572879,777
eur00,CSA,mix_eur00_ldcsa,ptclump,mix_eur00_ldcsa_0_1e-06,0.134607647389712,0.0355941419838535,0.000167719859401469,777
eur00,CSA,mix_eur00_ldcsa,ptclump,mix_eur00_ldcsa_0_1e-04,0.129575924738145,0.0356182280214962,0.000293064085404089,777
eur00,CSA,mix_eur00_ldcsa,ptclump,mix_eur00_ldcsa_0_0.01,0.130971437950568,0.0356116414898485,0.000251533050641576,777
eur00,CSA,mix_eur00_ldcsa,ptclump,mix_eur00_ldcsa_0_0.1,0.131777207211746,0.0356078057346705,0.000230131578498176,777
eur00,CSA,mix_eur00_ldcsa,ptclump,mix_eur00_ldcsa_0_0.2,0.130258957873396,0.0356150132151386,0.000271994929475139,777
eur00,CSA,mix_eur00_ldcsa,ptclump,mix_eur00_ldcsa_0_0.3,0.131453862591223,0.0356093478486514,0.000238506215455165,777
eur00,CSA,mix_eur00_ldcsa,ptclump,mix_eur00_ldcsa_0_0.4,0.130605568312523,0.035613375260604,0.00026185346052816,777
eur00,CSA,mix_eur00_ldcsa,ptclump,mix_eur00_ldcsa_0_0.5,0.130034228839867,0.0356160728365271,0.000278765370101862,777
eur00,CSA,mix_eur00_ldcsa,ptclump,mix_eur00_ldcsa_0_1,0.128145077542328,0.0356249068200555,0.000342240794671698,777
eur00,CSA,mix_eur00_ldcsa,dbslmm,mix_eur00_ldcsa_DBSLMM_0.8,0.130437806419224,0.0356141685950707,0.000266716990087639,777
eur00,CSA,mix_eur00_ldcsa,dbslmm,mix_eur00_ldcsa_DBSLMM_1,0.12856024836689,0.0356229766835023,0.000327231277740391,777
eur00,CSA,mix_eur00_ldcsa,dbslmm,mix_eur00_ldcsa_DBSLMM_1.2,0.126277847963036,0.0356335091499619,0.000418038267399244,777
eur00,CSA,mix_eur00_ldcsa,quickprs,mix_eur00_ldcsa_quickprs,0.061411333812495,0.0358532609409857,0.0871397166098716,777
eur00,AMR,mix_eur00_ldamr,ptclump,mix_eur00_ldamr_0_5e-08,0.149752715409932,0.0355159959278206,2.77420796441546e-05,777
eur00,AMR,mix_eur00_ldamr,ptclump,mix_eur00_ldamr_0_1e-06,0.151135212916269,0.0355084387501511,2.33284112678213e-05,777
eur00,AMR,mix_eur00_ldamr,ptclump,mix_eur00_ldamr_0_1e-04,0.151196683689505,0.0355081010809627,2.31485482959189e-05,777
eur00,AMR,mix_eur00_ldamr,ptclump,mix_eur00_ldamr_0_0.01,0.151426746333033,0.0355068360613884,2.24870068726462e-05,777
eur00,AMR,mix_eur00_ldamr,ptclump,mix_eur00_ldamr_0_0.1,0.150520161946475,0.0355118095912969,2.52026370899541e-05,777
eur00,AMR,mix_eur00_ldamr,ptclump,mix_eur00_ldamr_0_0.2,0.149282818592351,0.0355185483587619,2.94148513495374e-05,777
eur00,AMR,mix_eur00_ldamr,ptclump,mix_eur00_ldamr_0_0.3,0.148943740083021,0.0355203851019897,3.06808902904134e-05,777
eur00,AMR,mix_eur00_ldamr,ptclump,mix_eur00_ldamr_0_0.4,0.148004928490125,0.035525448237033,3.44613394070818e-05,777
eur00,AMR,mix_eur00_ldamr,ptclump,mix_eur00_ldamr_0_0.5,0.146994308062818,0.0355308620669708,3.9022665666681e-05,777
eur00,AMR,mix_eur00_ldamr,ptclump,mix_eur00_ldamr_0_1,0.147079078654214,0.035530409413078,3.86191055708171e-05,777
eur00,AMR,mix_eur00_ldamr,dbslmm,mix_eur00_ldamr_DBSLMM_0.8,0.161197918056561,0.0354512883648541,6.31150714286808e-06,777
eur00,AMR,mix_eur00_ldamr,dbslmm,mix_eur00_ldamr_DBSLMM_1,0.158875225520315,0.0354648151437698,8.596442344227e-06,777
eur00,AMR,mix_eur00_ldamr,dbslmm,mix_eur00_ldamr_DBSLMM_1.2,0.157407597955383,0.0354732584078789,1.04263611434451e-05,777
eur00,AMR,mix_eur00_ldamr,quickprs,mix_eur00_ldamr_quickprs,0.120360885474374,0.0356599216116922,0.000774212476374171,777
eur00,AFR,mix_eur00_ldafr,ptclump,mix_eur00_ldafr_0_5e-08,0.130724637362554,0.0356128115618148,0.000258452057901824,777
eur00,AFR,mix_eur00_ldafr,ptclump,mix_eur00_ldafr_0_1e-06,0.146736778653118,0.0355322355740668,4.02733077465532e-05,777
eur00,AFR,mix_eur00_ldafr,ptclump,mix_eur00_ldafr_0_1e-04,0.135500947481222,0.035589768251141,0.000151586727743327,777
eur00,AFR,mix_eur00_ldafr,ptclump,mix_eur00_ldafr_0_0.01,0.1353741444436,0.0355903908926528,0.000153784474103075,777
eur00,AFR,mix_eur00_ldafr,ptclump,mix_eur00_ldafr_0_0.1,0.14324517261861,0.0355506149036511,6.14497860400864e-05,777
eur00,AFR,mix_eur00_ldafr,ptclump,mix_eur00_ldafr_0_0.2,0.140577668238421,0.0355643518363389,8.43140155671545e-05,777
eur00,AFR,mix_eur00_ldafr,ptclump,mix_eur00_ldafr_0_0.3,0.140146377231745,0.0355665481279869,8.86918346523286e-05,777
eur00,AFR,mix_eur00_ldafr,ptclump,mix_eur00_ldafr_0_0.4,0.139651064437437,0.0355690619499857,9.39837217738595e-05,777
eur00,AFR,mix_eur00_ldafr,ptclump,mix_eur00_ldafr_0_0.5,0.139919118419981,0.0355677026437691,9.10839853518111e-05,777
eur00,AFR,mix_eur00_ldafr,ptclump,mix_eur00_ldafr_0_1,0.13955212640696,0.0355695629946819,9.50758241829162e-05,777
eur00,AFR,mix_eur00_ldafr,dbslmm,mix_eur00_ldafr_DBSLMM_0.8,0.193954843059454,0.0352389359228201,5.04936147027656e-08,777
eur00,AFR,mix_eur00_ldafr,dbslmm,mix_eur00_ldafr_DBSLMM_1,0.195127350343282,0.0352305827032471,4.17810769507823e-08,777
eur00,AFR,mix_eur00_ldafr,dbslmm,mix_eur00_ldafr_DBSLMM_1.2,0.194782619807655,0.0352330440760607,4.41790680348518e-08,777
eur00,AFR,mix_eur00_ldafr,quickprs,mix_eur00_ldafr_quickprs,0.150605342502924,0.0355113435908198,2.49347968984308e-05,777
